   locus    deme        mean         std  mean_all_1   std_all_1  mean_all_2   std_all_2
      24       4    0.674620    1.263422    0.627883    1.039887    0.721732    1.452866
      25       1    0.967582    2.038754    0.454633    0.705462    1.342089    2.548625
      25       2    0.718040    1.239695    0.693606    1.142407    0.740595    1.322765
      25       3    0.755187    1.319215    0.880367    1.485518    0.614027    1.084782
      25       4    0.713066    1.159071    0.778308    1.284549    0.647562    1.013427
      26       1    0.677337    1.108478    0.701497    1.201073    0.653465    1.008105
      26       2    0.733129    1.269769    0.787588    1.309012    0.672937    1.222112
      26       3    0.681315    1.107422    0.690171    1.262314    0.673008    0.939121
      26       4    0.743728    1.252499    0.717848    1.281172    0.769299    1.222971
      27       1    0.622392    0.980576    0.585772    0.989684    0.657017    0.970615
      27       2    0.653380    1.057456    0.713279    1.213544    0.592025    0.864688
      27       3    0.631281    1.066177    0.735413    1.228857    0.520265    0.845464
      27       4    0.642668    1.209600    0.632966    0.981056    0.652330    1.400575
      28       1    0.854060    1.420036    0.603936    0.925218    1.064569    1.701826
      28       2    0.854793    1.302529    0.941330    1.409564    0.764363    1.173554
      28       3    0.895528    1.494045    1.129422    1.799780    0.567179    0.796134
      28       4    1.025830    1.825039    0.658741    0.974515    1.342333    2.273187
      29       1    0.655732    1.091310    0.581309    0.847715    0.724431    1.271663
      29       2    0.745270    1.453759    0.658038    0.959087    0.818687    1.762428
      29       3    0.613402    1.040899    0.601925    1.019907    0.625492    1.062429
      29       4    0.739849    1.391142    0.567638    0.956737    0.890131    1.666392
      30       1    0.653179    1.064441    0.635154    1.062693    0.670427    1.065826
      30       2    0.664058    0.993875    0.686267    1.071786    0.642806    0.912610
      30       3    0.654490    1.093334    0.598160    0.988160    0.703845    1.175574
      30       4    0.723102    1.386585    0.840065    1.713795    0.608912    0.951739
      31       1    0.815134    1.447738    1.019459    1.796071    0.576238    0.817897
      31       2    0.728223    1.064622    0.781663    1.180907    0.676879    0.936568
      31       3    0.763741    1.191381    0.749780    1.231345    0.778273    1.148128
      31       4    0.760569    1.227905    0.801108    1.290343    0.720353    1.161259
      32       1    0.695410    1.087310    0.677320    1.038327    0.711711    1.129384
      32       2    0.732474    1.258277    0.653723    1.091656    0.814113    1.405727
      32       3    0.635132    1.008324    0.634867    0.962128    0.635383    1.050300
      32       4    0.664494    1.149751    0.682853    1.132358    0.645000    1.167620
      33       1    0.694783    1.131345    0.664348    1.069773    0.725957    1.190311
      33       2    0.804138    1.339330    0.765275    1.162032    0.846749    1.508836
      33       3    0.735008    1.242974    0.794504    1.370742    0.670036    1.082686
      33       4    0.772014    1.373363    0.876507    1.646400    0.650332    0.947873
      34       1    0.659701    1.091019    0.688440    1.182180    0.633067    0.998396
      34       2    0.724890    1.203992    0.758249    1.269604    0.688895    1.127820
      34       3    0.709334    1.071777    0.686765    1.063803    0.731279    1.079021
      34       4    0.717491    1.223083    0.657195    1.151708    0.773821    1.283634
      35       1    0.929508    1.556965    0.539449    0.746773    1.238479    1.920057
      35       2    0.946558    1.768119    1.251340    2.171341    0.542544    0.856868
      35       3    0.815829    1.281261    0.749634    1.163575    0.875719    1.376372
      35       4    0.806448    1.326580    0.787264    1.259919    0.824299    1.385492
      36       1    0.682989    1.219644    0.722406    1.329030    0.639422    1.084333
      36       2    0.707403    1.177464    0.776534    1.226650    0.632510    1.116930
      36       3    0.687272    1.167655    0.641902    1.137470    0.726706    1.191868
      36       4    0.689135    1.039684    0.670022    1.030019    0.708096    1.048840
      37       1    0.726775    1.219535    0.805913    1.343096    0.627675    1.035899
      37       2    0.786830    1.263452    0.653611    0.964630    0.913297    1.481731
      37       3    0.742073    1.085249    0.797281    1.181062    0.676739    0.955470
      37       4    0.673168    1.068894    0.604267    1.044528    0.743461    1.088709
      38       1    0.773450    1.222629    0.987504    1.484929    0.485028    0.626876
      38       2    0.751727    1.348612    0.786576    1.389643    0.713056    1.300473
      38       3    0.771253    1.391014    0.715359    1.335366    0.825387    1.440799
      38       4    0.785830    1.289009    0.577510    0.890639    0.964004    1.528180
      39       1    0.821295    1.447264    1.004757    1.799362    0.630345    0.912849
      39       2    0.773928    1.310516    0.927570    1.465922    0.606143    1.091938
      39       3    0.771105    1.320392    0.790516    1.508824    0.748682    1.061441
      39       4    0.807229    1.392893    0.599996    0.863917    0.996993    1.719880
      40       1    0.766074    1.206561    0.495247    0.785375    0.976290    1.416290
      40       2    0.759782    1.489208    0.937158    1.870365    0.566078    0.864557
      40       3    0.771787    1.751579    0.966206    2.283395    0.555173    0.766908
      40       4    0.725819    1.175855    0.699478    1.225565    0.751329    1.125033
      41       1    0.780091    1.232847    0.670437    1.066154    0.870535    1.348298
      41       2    0.767410    1.273999    0.573570    0.829331    0.932533    1.536399
      41       3    0.827656    1.372236    0.914350    1.491230    0.734486    1.224782
      41       4    0.855764    1.560866    0.932342    1.806626    0.775740    1.248576
      42       1    0.705280    1.127497    0.677486    1.150847    0.734324    1.101819
      42       2    0.766599    1.230314    0.620350    0.987381    0.909380    1.413641
      42       3    0.746200    1.176127    0.686187    0.923887    0.803171    1.370938
      42       4    0.774278    1.264533    0.837371    1.328653    0.709134    1.191221
      43       1    0.982695    1.554569    0.599050    0.843768    1.259369    1.861022
      43       2    1.204605    2.419673    1.669307    3.017155    0.549543    0.736363
      43       3    1.161087    2.153279    0.568071    0.755720    1.561397    2.642604
      43       4    0.908725    1.431986    0.949158    1.570002    0.868453    1.278542
      44       1    0.726814    1.399187    0.811488    1.606685    0.629001    1.104254
      44       2    0.713420    1.326433    0.784570    1.509030    0.640833    1.104889
      44       3    0.702128    1.236277    0.724190    1.171416    0.680065    1.297527
      44       4    0.782181    1.561637    0.628788    1.162403    0.919305    1.836044
      45       1    0.822669    1.248999    0.625459    0.951649    0.972660    1.416194
      45       2    0.785021    1.266515    0.886229    1.504730    0.671349    0.915527
      45       3    0.790984    1.189626    0.853509    1.322900    0.722976    1.020842
      45       4    0.814234    1.280169    0.864707    1.356303    0.761700    1.193525
      46       1    0.843147    1.396834    0.742453    1.288491    0.937597    1.485129
      46       2    0.865783    1.553987    1.040344    1.850937    0.660863    1.072464
      46       3    0.821216    1.407921    0.667535    1.120983    0.961380    1.613342
      46       4    0.778924    1.187496    0.833159    1.237157    0.724471    1.132844
      47       1    0.932956    1.727450    1.195404    2.123555    0.559936    0.760900
      47       2    1.032458    1.944681    0.589735    0.845271    1.388874    2.442601
      47       3    0.925275    1.586877    0.624422    0.983020    1.183628    1.925184
      47       4    0.899273    1.529681    1.124379    1.874488    0.631805    0.901948
      48       1    0.780056    1.240653    0.701418    1.063008    0.850920    1.377462
      48       2    0.998560    1.882579    0.523641    0.844972    1.311235    2.271812
      48       3    0.774820    1.270975    0.680264    1.185772    0.866032    1.341772
      48       4    1.078606    2.348978    1.420220    2.901188    0.602960    1.045128
      49       1    0.860375    1.545095    0.511408    0.800438    1.114115    1.872000
      49       2    0.786757    1.265624    0.805535    1.357947    0.767979    1.165712
      49       3    0.915582    1.710760    0.590369    0.980633    1.157931    2.062406
      49       4    0.874333    1.702369    1.170463    2.147921    0.526703    0.812657
      50       1    0.844574    1.446175    0.548803    0.841966    1.089518    1.761792
      50       2    0.772687    1.208836    0.677786    1.017562    0.865338    1.363693
      50       3    0.796795    1.447664    0.960007    1.774229    0.631613    0.988245
      50       4    0.796424    1.394957    0.987307    1.688544    0.554466    0.832867
      51       1    0.735311    1.602527    0.594108    1.585347    0.867227    1.607242
      51       2    0.682789    1.148467    0.699489    1.220102    0.666353    1.073058
      51       3    0.700824    1.277727    0.737485    1.335279    0.660467    1.209930
      51       4    0.751353    1.300458    0.795160    1.448880    0.705023    1.120465
      52       1    0.581739    0.858233    0.609799    0.893574    0.551219    0.816969
      52       2    0.670479    1.102556    0.807340    1.309188    0.491263    0.711630
      52       3    0.654300    1.106240    0.608425    1.081182    0.694982    1.126433
      52       4    0.688718    1.210479    0.620330    1.080333    0.751341    1.315319
      53       1    0.733102    1.241712    0.605679    1.041053    0.857008    1.398612
      53       2    0.674427    1.158571    0.476312    0.736630    0.869398    1.432696
      53       3    0.722003    1.403119    0.880877    1.747023    0.527824    0.759011
      53       4    0.729551    1.224310    0.674490    1.023271    0.790408    1.411133
      54       1    0.682657    1.138421    0.628717    0.952866    0.731655    1.281975
      54       2    0.767873    1.329206    0.562728    0.915371    0.935043    1.568911
      54       3    0.710480    1.210054    0.896595    1.409536    0.485746    0.860757
      54       4    0.729650    1.297663    0.629086    0.979616    0.815316    1.511607
      55       1    0.948663    1.824118    1.277629    2.285273    0.567120    0.926484
      55       2    1.368967    2.879609    0.514753    0.773488    1.866357    3.478483
      55       3    1.060675    2.229079    1.395233    2.746496    0.622583    1.122116
      55       4    0.802163    1.252629    0.813182    1.225288    0.790877    1.279930
      56       1    0.758187    1.201520    0.764013    1.214323    0.752148    1.188071
      56       2    0.741366    1.279993    0.848681    1.487711    0.622755    0.988012
      56       3    0.710792    1.178261    0.782836    1.383826    0.634597    0.905530
      56       4    0.848404    1.537824    0.641000    0.908903    1.025082    1.899440
      57       1    0.731141    1.148075    0.675187    1.130656    0.781563    1.161241
      57       2    0.745948    1.265129    0.776864    1.319280    0.710520    1.199096
      57       3    0.701301    1.255177    0.757621    1.432762    0.639796    1.023204
      57       4    0.721179    1.339732    0.827017    1.577744    0.606061    1.007059
      58       1    0.850667    1.482712    0.979387    1.732631    0.713985    1.144063
      58       2    0.777672    1.425522    0.617616    1.123181    0.933309    1.652961
      58       3    0.779495    1.373393    0.843262    1.484998    0.710966    1.238670
      58       4    0.732084    1.184575    0.724737    1.148555    0.739086    1.217874
      59       1    0.746768    1.239928    0.752284    1.179849    0.741362    1.296095
      59       2    0.718530    1.183323    0.561427    0.779341    0.860102    1.439606
      59       3    0.810909    1.531997    1.008797    1.860443    0.544273    0.849600
      59       4    0.717774    1.172955    0.671241    1.038808    0.761073    1.283751
      60       1    0.616895    1.018738    0.585860    0.909658    0.646474    1.111990
      60       2    0.741195    1.280979    0.732403    1.271899    0.750200    1.290151
      60       3    0.736082    1.416264    0.502044    0.810115    0.927568    1.740251
      60       4    0.703672    1.264030    0.764871    1.345215    0.646038    1.179590
      61       1    0.671346    1.134477    0.603102    0.991307    0.735614    1.251057
      61       2    0.670701    1.178242    0.584321    1.052539    0.751724    1.279733
      61       3    0.700049    1.209989    0.829683    1.408662    0.557913    0.924674
      61       4    0.683574    1.175858    0.777536    1.342759    0.578041    0.943115
      62       1    0.787270    1.537649    0.944483    1.857733    0.575439    0.906535
      62       2    0.684527    1.177789    0.638082    1.064262    0.725058    1.267194
      62       3    0.697315    1.117832    0.783654    1.287592    0.605635    0.894217
      62       4    0.734807    1.291057    0.702368    1.178332    0.766478    1.391604
      63       1    1.017994    2.095885    1.362954    2.587415    0.511200    0.761018
      63       2    0.738265    1.229765    0.734836    1.162217    0.742010    1.299515
      63       3    0.763056    1.329421    0.691990    1.109483    0.838216    1.524364
      63       4    0.879480    1.678015    0.578743    0.864155    1.114816    2.075719
      64       1    0.796478    1.451712    1.015807    1.766280    0.536923    0.886136
      64       2    0.674540    1.013004    0.731104    1.031591    0.609460    0.987186
      64       3    0.695360    1.085699    0.708579    1.142292    0.682557    1.027760
      64       4    0.796126    1.341865    0.593099    0.908665    0.974014    1.608430
      65       1    0.682241    1.079846    0.842784    1.299982    0.506919    0.731487
      65       2    0.682259    1.119963    0.585558    0.994792    0.766646    1.212448
      65       3    0.625752    1.009512    0.663014    1.047535    0.585060    0.964638
      65       4    0.681884    1.154892    0.720032    1.214632    0.646103    1.094693
      66       1    0.755448    1.316024    0.925160    1.615950    0.570856    0.842635
      66       2    0.658264    1.096063    0.643121    1.063089    0.673714    1.128503
      66       3    0.732270    1.273872    0.724014    1.191199    0.739679    1.343706
      66       4    0.716207    1.210773    0.725118    1.255039    0.707715    1.166958
      67       1    0.784436    1.254369    0.914519    1.412084    0.627993    1.011363
      67       2    0.779585    1.395664    0.631151    1.095863    0.914964    1.609572
      67       3    0.789799    1.544881    0.868252    1.873590    0.700975    1.048606
      67       4    0.780745    1.363678    0.789433    1.424145    0.772563    1.304120
      68       1    0.667508    1.128297    0.624668    1.029091    0.710691    1.218642
      68       2    0.773082    1.661275    0.948282    2.060539    0.576309    1.008796
      68       3    0.714265    1.185016    0.619202    1.014483    0.802720    1.317971
      68       4    0.738407    1.385553    0.867664    1.612351    0.603874    1.084712
      69       1    0.717272    1.118821    0.759318    1.230718    0.671905    0.981896
      69       2    0.710438    1.166991    0.683605    1.099416    0.734234    1.223305
      69       3    0.725505    1.228574    0.761223    1.457357    0.690213    0.948537
      69       4    0.733925    1.346087    0.871532    1.640504    0.580607    0.887500
      70       1    0.779077    1.424672    1.002492    1.823720    0.549317    0.769735
      70       2    0.790574    1.438630    0.923320    1.667157    0.644442    1.116949
      70       3    0.801545    1.274312    0.830745    1.385046    0.771274    1.147518
      70       4    0.786728    1.323921    0.673031    1.069472    0.882033    1.497775
      71       1    0.697172    1.070120    0.775242    1.193771    0.609839    0.904195
      71       2    0.646925    1.118840    0.626872    1.075735    0.668650    1.163346
      71       3    0.619081    0.913672    0.530014    0.737624    0.693440    1.032155
      71       4    0.712183    1.098239    0.788057    1.216300    0.636005    0.959268
      72       1    0.746162    1.330481    0.650608    1.267993    0.834013    1.379621
      72       2    0.789893    1.360103    0.726467    1.162356    0.845241    1.509502
      72       3    0.805023    1.457995    0.559505    0.885798    1.057512    1.838261
      72       4    0.823901    1.546459    1.048302    1.842875    0.560474    1.040988
      73       1    0.792510    1.473544    1.013926    1.805307    0.503750    0.778052
      73       2    0.722792    1.197112    0.825220    1.290983    0.605889    1.068115
      73       3    0.722403    1.285615    0.560670    0.774949    0.858520    1.580464
      73       4    0.746273    1.187548    0.632629    1.015736    0.864083    1.332453
      74       1    0.716423    1.174534    0.808514    1.440257    0.627232    0.830923
      74       2    0.690702    1.114492    0.722032    1.042800    0.658093    1.183631
      74       3    0.757201    1.569252    0.834551    1.841275    0.668206    1.174880
      74       4    0.796967    1.348724    0.797586    1.330107    0.796352    1.366943
      75       1    0.723692    1.241784    0.829461    1.483881    0.611828    0.905422
      75       2    0.719333    1.208990    0.727317    1.122867    0.710402    1.298521
      75       3    0.727782    1.353755    0.858496    1.632850    0.588426    0.952028
      75       4    0.719805    1.133552    0.738795    1.163626    0.701559    1.103578
      76       1    0.790044    1.339774    0.860916    1.518902    0.707513    1.089048
      76       2    0.822774    1.579063    0.932963    1.823795    0.700005    1.239749
      76       3    0.753244    1.273308    0.728340    1.223012    0.777075    1.319205
      76       4    0.793016    1.568719    0.791418    1.621634    0.794595    1.514618
      77       1    0.752660    1.237292    0.520616    0.783108    0.947166    1.488999
      77       2    0.680618    1.054624    0.660380    1.045299    0.696976    1.061820
      77       3    0.644138    0.952727    0.629807    0.927241    0.658017    0.976576
      77       4    0.667888    1.079447    0.679298    1.048154    0.656200    1.110464
      78       1    0.926165    1.791597    0.534391    0.749497    1.207543    2.218624
      78       2    0.807742    1.388922    0.973086    1.673028    0.610490    0.905418
      78       3    0.777220    1.295982    0.758435    1.349228    0.796771    1.237831
      78       4    0.780779    1.315415    0.733971    1.131462    0.824508    1.465219
      79       1    0.867610    1.562568    0.467824    0.702254    1.153563    1.907667
      79       2    0.770506    1.380209    0.780534    1.446555    0.760397    1.309857
      79       3    0.809248    1.307540    0.835134    1.336916    0.785543    1.279590
      79       4    0.858641    1.794772    1.124383    2.298724    0.547935    0.793811
      80       1    0.656766    1.054427    0.589409    0.920104    0.717463    1.158900
      80       2    0.712902    1.262498    0.786478    1.416539    0.633513    1.066055
      80       3    0.665067    1.104227    0.698520    1.196414    0.631209    1.001194
      80       4    0.672851    1.199320    0.612845    0.966452    0.735558    1.399180
      81       1    0.842482    1.528735    0.970659    1.757172    0.692618    1.190687
      81       2    0.810994    1.402931    0.724036    1.381573    0.882429    1.416247
      81       3    0.905456    1.690648    0.548155    0.876250    1.161021    2.048636
      81       4    0.796274    1.637699    0.965519    2.041527    0.589418    0.887869
      82       1    0.646253    1.053550    0.625824    0.986177    0.666039    1.114570
      82       2    0.737541    1.320351    0.545731    0.886871    0.882240    1.554484
      82       3    0.714798    1.218733    0.824756    1.457557    0.589300    0.852214
      82       4    0.712970    1.177075    0.765768    1.248487    0.658236    1.095470
      83       1    0.708343    1.117704    0.591198    0.906180    0.820444    1.277979
      83       2    0.699918    1.127323    0.700284    1.232500    0.699532    1.004692
      83       3    0.665818    1.135685    0.703845    1.182417    0.630856    1.089785
      83       4    0.732954    1.263498    0.795911    1.375460    0.659640    1.114616
      84       1    0.857571    1.493491    0.971846    1.676889    0.719025    1.220884
      84       2    0.838418    1.318172    0.780568    1.196909    0.894670    1.423982
      84       3    0.845859    1.443656    0.922329    1.523236    0.758931    1.342217
      84       4    0.759086    1.186693    0.729155    1.277995    0.788307    1.089411
      85       1    0.665232    0.963892    0.653105    0.902370    0.676381    1.017049
      85       2    0.632778    0.931435    0.589006    0.881485    0.674833    0.975175
      85       3    0.714328    1.099624    0.783925    1.189472    0.640722    0.990510
      85       4    0.732674    1.347306    0.737348    1.269065    0.727945    1.422100
      86       1    0.704122    1.284893    0.773220    1.502022    0.624622    0.971043
      86       2    0.753342    1.384355    0.833000    1.547471    0.664590    1.169902
      86       3    0.803522    1.459552    0.661618    1.147620    0.941507    1.697784
      86       4    0.755524    1.414450    0.794334    1.583799    0.716869    1.221454
      87       1    0.824781    1.512021    0.601944    0.936205    1.017684    1.851046
      87       2    0.778191    1.412997    0.809036    1.598593    0.748556    1.207371
      87       3    0.866975    1.502727    0.965246    1.628804    0.758795    1.342097
      87       4    0.717447    1.223104    0.738182    1.137986    0.694159    1.311745
      88       1    0.900835    1.774448    1.165688    2.182856    0.521278    0.766763
      88       2    1.004601    1.988120    0.510632    0.729646    1.346451    2.456392
      88       3    0.814127    1.412597    0.667344    1.092512    0.954590    1.649972
      88       4    0.744137    1.345430    0.788507    1.414528    0.699231    1.270104
      89       1    0.717218    1.093241    0.711820    1.120672    0.722594    1.065190
      89       2    0.759922    1.217427    0.715018    1.066448    0.802551    1.343779
      89       3    0.740764    1.184440    0.705091    0.958316    0.776011    1.370820
      89       4    0.716952    1.191202    0.775168    1.301976    0.655382    1.058062
      90       1    0.811559    1.727126    0.532703    0.909129    1.028888    2.134427
      90       2    0.841969    1.681315    1.081753    2.058023    0.509476    0.826607
      90       3    0.728764    1.268338    0.703847    1.157684    0.752897    1.366562
      90       4    0.822548    1.490323    0.626667    0.950490    1.002637    1.834330
      91       1    0.725539    1.298616    0.833807    1.525571    0.610113    0.988555
      91       2    0.663133    1.101593    0.584043    0.842155    0.728106    1.272169
      91       3    0.726322    1.332842    0.732203    1.421084    0.720671    1.242144
      91       4    0.706506    1.263008    0.763998    1.427759    0.647145    1.063265
      92       1    0.700880    1.194126    0.571448    0.903330    0.826236    1.408800
      92       2    0.623080    0.945391    0.638601    0.992762    0.609426    0.901442
      92       3    0.722190    1.158948    0.792264    1.226609    0.648670    1.078543
      92       4    0.633625    1.021397    0.686412    1.055725    0.581676    0.983687
      93       1    0.729929    1.163560    0.866726    1.398518    0.572538    0.784199
      93       2    0.849277    1.597426    0.544879    0.870573    1.053905    1.911419
      93       3    0.776428    1.293588    0.783853    1.214986    0.768574    1.371783
      93       4    0.795583    1.325309    0.871115    1.492340    0.720050    1.128893
      94       1    0.645569    1.056571    0.768056    1.262204    0.506890    0.735034
      94       2    0.669601    1.038258    0.733714    1.090975    0.601522    0.974570
      94       3    0.672010    1.125038    0.676405    1.090044    0.667805    1.157519
      94       4    0.700093    1.167977    0.607508    0.972674    0.791575    1.326808
      95       1    0.752019    1.226751    0.676176    1.052222    0.823158    1.366581
      95       2    0.759856    1.223203    0.618522    0.903757    0.875961    1.422849
      95       3    0.697141    0.980107    0.660655    0.861079    0.734364    1.086943
      95       4    0.759320    1.243441    0.723021    1.152691    0.796056    1.327982
      96       1    0.717302    1.122837    0.626429    0.879944    0.810383    1.319818
      96       2    0.788223    1.395317    0.860746    1.558998    0.700652    1.161456
      96       3    0.754693    1.259195    0.796024    1.399945    0.713855    1.101093
      96       4    0.719579    1.178629    0.758816    1.128703    0.676559    1.229605
      97       1    0.790461    1.447871    0.528712    0.732791    1.006356    1.810907
      97       2    0.751633    1.472254    0.851167    1.760946    0.627997    0.990209
      97       3    0.695366    1.108993    0.553142    0.848657    0.811731    1.271518
      97       4    0.763406    1.458334    0.840991    1.786913    0.673421    0.935369
      98       1    0.628912    0.901181    0.654318    0.931504    0.602574    0.867845
      98       2    0.641415    0.976518    0.682715    1.025976    0.594277    0.914538
      98       3    0.620087    1.057467    0.517605    0.727638    0.708802    1.269237
      98       4    0.734333    1.834507    0.852837    2.426723    0.620930    0.961349
      99       1    0.805326    1.636232    0.501533    0.821277    1.030789    2.011044
      99       2    0.699811    1.163498    0.686275    1.150081    0.711528    1.174863
      99       3    0.734170    1.291817    0.767778    1.279419    0.700293    1.303318
      99       4    0.656560    1.180998    0.732961    1.361298    0.575434    0.946174
     100       1    0.691562    1.061768    0.733029    1.066088    0.647530    1.055379
