   locus        mean         std         KLD
      87   23.265235   23.322626    0.004356
      88   21.376627   19.776532    0.022440
      89   22.423052   22.122458    0.008519
      90   19.452549   19.718935    0.034505
      91   23.257611   23.280179    0.004379
      92   22.331871   22.142696    0.008891
      93   18.946019   19.187962    0.041053
      94   40.137130   30.374133    0.197692
      95   23.025784   22.137460    0.007250
      96   24.060440   24.634817    0.002568
      97   19.467930   19.432327    0.034075
      98   38.318531   27.281216    0.205874
      99   29.221378   26.627206    0.019531
     100   18.558888   18.654633    0.046384
     101   22.405928   23.239803    0.010173
     102   22.010302   21.494268    0.011437
     103   19.658133   19.102629    0.032812
     104   27.211707   24.101333    0.019017
     105   22.316874   22.473573    0.008950
     106   23.299001   22.260285    0.006784
     107   21.856269   22.023207    0.011809
     108   23.152394   22.079078    0.007574
     109   77.938122   34.882736    1.388110
     110   22.793730   22.743533    0.006393
     111   20.037789   19.148372    0.030044
     112   20.209669   19.922181    0.025938
     113   21.231012   20.998493    0.016463
     114   23.033995   22.442804    0.006142
     115   22.210504   22.065351    0.009558
     116   59.941815   30.342168    0.844782
     117   19.752069   19.135695    0.031944
     118   21.391691   21.029501    0.015420
     119   20.039278   20.000675    0.027489
     120   24.674595   23.011262    0.006528
     121   21.649240   21.360402    0.013382
     122   24.396747   22.876023    0.006130
     123   19.985551   19.606574    0.028529
     124   18.992221   18.851690    0.040280
     125   54.044624   30.948259    0.621961
     126   19.426559   19.173781    0.034797
     127   48.812122   28.031815    0.517089
     128   19.834034   18.606609    0.034714
     129   21.445145   21.387526    0.014656
     130   34.236486   27.950277    0.091484
     131   24.585357   22.909511    0.006795
     132   26.187539   23.804404    0.011054
     133   22.030107   21.184960    0.012504
     134   20.764400   20.830869    0.020303
     135   17.923234   18.242928    0.056761
     136   22.339427   22.408244    0.008770
     137   20.975026   20.294441    0.019788
     138   21.671854   22.167982    0.013674
     139   23.703474   24.212935    0.003420
     140   20.288330   21.483637    0.029337
     141   22.442362   22.036727    0.008603
     142   23.607788   21.961083    0.009433
     143   22.748919   23.063886    0.006853
     144   23.547048   23.993371    0.003792
     145   20.536748   20.203975    0.022749
     146   33.440774   24.873829    0.127279
     147   18.632423   18.448380    0.045394
     148   22.767707   22.459430    0.006746
     149   23.268193   22.006715    0.008138
     150   22.464233   22.219505    0.008216
     151   20.316089   19.757833    0.025559
     152   21.243404   20.694816    0.017068
     153   24.249080   23.781149    0.001873
     154   19.075204   18.948365    0.039151
     155   19.982330   19.759644    0.028261
     156   24.173772   22.709119    0.006315
     157   19.009000   18.456970    0.041069
     158   20.575266   20.091341    0.022755
     159   24.155037   23.633448    0.002203
     160   24.002671   22.494526    0.007089
     161   23.331914   23.905005    0.004874
     162   21.429986   21.839359    0.015235
     163   22.981379   22.813515    0.005592
     164   22.510353   22.268108    0.007965
     165   32.928474   24.219221    0.128654
     166   22.554123   22.748476    0.007684
     167   22.747527   23.114021    0.006948
     168   17.814587   17.393276    0.058897
     169   17.469771   17.958238    0.065255
     170   18.380785   18.811841    0.049741
     171   21.240021   21.406197    0.016319
     172   23.547612   22.165362    0.007784
     173   23.590834   23.669267    0.003195
     174   23.056448   23.089124    0.005202
     175   24.903900   25.122791    0.000454
     176   22.910607   23.035619    0.005882
     177   21.529439   21.246907    0.014239
     178   21.499477   20.854525    0.015399
     179   21.148296   20.723731    0.017496
     180   22.886423   22.886637    0.005953
     181   19.145450   18.837861    0.038496
     182   36.198074   33.660623    0.074325
     183   20.648378   20.306903    0.021706
     184   18.393450   17.885962    0.049814
     185   21.537081   22.281641    0.015508
     186   21.761149   21.284026    0.012991
     187   21.002873   20.720353    0.018425
     188   22.404496   22.067681    0.008681
     189   18.503542   18.591839    0.047202
     190   17.814225   17.706667    0.058231
     191   20.863624   21.230700    0.019804
     192   22.930806   22.814125    0.005783
     193   23.018890   21.096017    0.014429
     194   21.784025   22.256390    0.012828
     195   18.960419   17.950586    0.044312
     196   23.150071   23.168281    0.004808
     197   20.910227   20.350349    0.019914
     198   24.131905   22.499009    0.007593
     199   25.304760   23.385105    0.007527
     200   20.808258   20.137517    0.021232
     201   25.407619   23.076273    0.010976
     202   22.948735   22.968272    0.005671
     203   18.683652   18.474960    0.044686
     204   28.259314   24.490524    0.028432
     205   21.356994   21.507277    0.015385
     206   23.759372   23.447487    0.002870
     207   16.519764   16.284182    0.083274
     208   25.778807   25.743904    0.000033
     209   23.605804   23.311226    0.003329
     210   23.219925   22.443297    0.005966
     211   23.020326   23.194976    0.005430
     212   18.020530   18.211833    0.054885
     213   24.329943   23.057515    0.004765
     214   22.916610   22.212427    0.007030
     215   30.120647   25.859627    0.040367
     216   16.852149   16.359155    0.077190
     217   19.694694   19.570246    0.031407
     218   22.462784   22.124436    0.008363
     219   23.187371   21.535704    0.011237
     220   22.935879   22.129041    0.007323
     221   19.359814   18.547207    0.037687
     222   21.471184   21.083722    0.014869
     223   19.440428   18.714928    0.036205
     224   17.107008   16.984180    0.071109
     225   16.856350   17.506660    0.077926
     226   40.887772   28.202850    0.260071
     227   22.499994   22.547989    0.007879
     228   23.394939   22.883338    0.004473
     229   22.036664   20.966853    0.013611
     230   19.328441   19.426134    0.035842
     231   26.083900   23.248913    0.015603
     232   25.277872   22.887964    0.011704
     233   23.748458   23.615738    0.002722
     234   22.173207   22.142254    0.009729
     235   23.462790   24.086376    0.004531
     236   18.411930   17.763040    0.050154
     237   27.909599   24.178312    0.027327
     238   18.186307   18.099754    0.052090
     239   23.917381   24.577519    0.003186
     240   19.040447   19.349854    0.039904
     241   43.473645   33.635274    0.237432
     242   22.799661   22.042541    0.007779
     243   21.589555   21.700976    0.013617
     244   23.942244   22.761834    0.005274
     245   22.306747   22.838377    0.009679
     246   59.653128   29.777841    0.849611
     247   17.714642   17.681394    0.059902
     248   23.823284   23.583124    0.002592
     249   18.349551   17.580573    0.051774
     250   54.086196   29.236450    0.666657
     251   23.704147   24.229376    0.003455
     252   24.066331   23.512598    0.002495
     253   17.474981   16.861570    0.065737
     254   21.501796   20.789737    0.015636
     255   24.157402   22.390679    0.008538
     256   22.833242   21.343227    0.011718
     257   24.912794   24.606103    0.000536
     258   20.725910   19.731045    0.023617
     259   22.391648   21.827313    0.009280
     260   22.005061   21.454932    0.011568
     261   23.216606   21.279751    0.013583
     262   21.706486   21.376220    0.013048
     263   20.533699   20.265064    0.022660
     264   20.880860   20.557393    0.019557
     265   22.472467   22.286464    0.008108
     266   22.783379   22.810990    0.006439
     267   24.709860   24.328056    0.000893
     268   17.611396   17.850159    0.061946
     269   20.806291   19.958273    0.022055
     270   19.920533   20.989294    0.032492
     271   19.805343   20.121408    0.030412
     272   23.658832   24.171286    0.003569
     273   22.443750   22.604763    0.008245
     274   22.543450   21.462053    0.010616
     275   25.674483   23.655734    0.008035
     276   24.552402   24.170367    0.001133
     277   25.351060   25.283585    0.000048
     278   34.124944   30.498844    0.060597
     279   22.649546   22.428545    0.007216
     280   23.545916   23.723194    0.003404
     281   19.631004   18.522344    0.036233
     282   23.731610   23.973366    0.002870
     283   23.934551   22.534921    0.006580
     284   18.877026   19.015039    0.041861
     285   20.016952   20.425190    0.028266
     286   25.257170   22.325511    0.017672
     287   23.596651   23.254633    0.003429
     288   22.765065   21.796562    0.008861
     289   22.648474   21.786107    0.008970
     290   24.430714   23.785876    0.001930
     291   22.853695   22.433486    0.006537
     292   22.566995   23.236279    0.008657
     293   19.458135   18.976831    0.034977
     294   24.877193   25.268422    0.000703
     295   24.203988   24.808334    0.002302
     296   19.892390   19.301123    0.030235
     297   26.667946   25.439597    0.003626
     298   44.896487   32.384098    0.297254
     299   20.663993   20.044212    0.022369
     300   22.299343   22.240288    0.008994
     301   18.489926   18.058739    0.048074
     302   22.858995   22.004658    0.007881
     303   21.861198   20.989976    0.013748
     304   28.164413   27.783828    0.005031
     305   17.192290   17.641010    0.070287
     306   21.495950   20.557566    0.016727
     307   23.090040   22.528884    0.005815
     308   21.410854   20.419230    0.017677
     309   18.416182   18.729207    0.048864
     310   16.508939   16.931389    0.084095
     311   23.691750   23.351609    0.003120
     312   22.637095   22.518511    0.007193
     313   23.464811   21.935473    0.009113
     314   43.748535   27.412211    0.366347
     315   18.575199   18.813120    0.046322
     316   16.946028   16.636436    0.074632
     317   23.358487   22.865922    0.004564
     318   23.064009   23.161719    0.005191
     319   21.657149   21.046546    0.014121
     320   22.737705   21.928536    0.008290
     321   50.852383   32.982208    0.470454
     322   60.308533   40.351628    0.649555
     323   23.165993   23.247465    0.004759
     324   22.041853   21.559307    0.011147
     325   18.075522   17.900426    0.053959
     326   21.360880   21.199841    0.015361
     327   21.566893   20.590368    0.016394
     328   30.179186   25.070627    0.052216
     329   18.106709   17.772488    0.053772
     330   22.898128   22.693294    0.006001
     331   19.092696   18.365497    0.040734
     332   22.565555   22.961118    0.007926
     333   24.501029   21.618551    0.018988
     334   21.894948   21.803605    0.011497
     335   25.307055   23.576982    0.006115
     336   24.030290   23.723548    0.002113
     337   23.096863   23.068094    0.005029
     338   20.303729   19.898133    0.025225
     339   23.484211   23.265835    0.003651
     340   18.748327   18.531845    0.043770
     341   21.178776   20.930888    0.016906
     342   23.956790   23.984491    0.002096
     343   23.329278   23.308997    0.004103
     344   87.050129   35.420842    1.716389
     345   21.661575   21.290263    0.013443
     346   21.069882   19.125795    0.028706
     347   23.845184   22.568447    0.006108
     348   27.559555   25.504681    0.010073
     349   19.945685   19.533252    0.029055
     350   22.579481   22.029546    0.008216
     351   24.532167   23.982381    0.001502
     352   24.401340   24.573288    0.001155
     353   19.297533   18.610965    0.037832
     354   32.899348   26.452708    0.085340
     355   20.658852   19.593735    0.024696
     356   25.604821   24.374832    0.002982
     357   26.220349   22.508095    0.026591
     358   53.597791   29.754345    0.636162
     359   16.408056   16.570737    0.085560
     360   22.777995   22.160609    0.007407
     361   35.670844   29.231626    0.105012
     362   22.607990   21.998276    0.008242
     363   22.239372   22.472529    0.009478
     364   20.553450   19.695158    0.024503
     365   21.657170   21.183907    0.013711
     366   23.118291   22.346657    0.006373
     367   22.516203   22.681988    0.007858
     368   98.035359   36.572347    2.104411
     369   31.417702   26.965947    0.049006
     370   19.689178   19.680226    0.031421
     371   22.336123   22.160077    0.008854
     372   18.943601   18.867239    0.040893
     373   23.493963   23.055905    0.003952
     374   33.366688   25.417618    0.114424
     375   19.995868   19.034129    0.030945
     376   26.648170   26.243911    0.001148
     377   24.068112   24.521761    0.002272
     378   20.347398   20.154718    0.024386
     379   25.055307   24.283745    0.001431
     380   21.883077   21.414333    0.012143
     381   17.479777   17.308978    0.064183
     382   23.832380   22.546459    0.006202
     383   22.857385   21.931538    0.008204
     384   24.552286   23.674832    0.002470
     385   26.306729   22.505772    0.027782
     386   26.251950   26.568028    0.000532
     387   20.371967   19.877132    0.024784
     388   24.927439   23.074077    0.007501
     389   20.559214   19.196966    0.027888
     390   23.229329   22.996150    0.004616
     391   21.875191   22.227674    0.011944
     392   16.532987   16.473543    0.082747
     393   23.091352   23.398368    0.005282
     394   59.534662   31.461005    0.801395
     395   23.417877   22.987914    0.004208
     396   25.778057   23.366890    0.011417
     397   35.424067   27.538753    0.125207
     398   23.873906   23.446419    0.002730
     399   23.065891   22.464032    0.006034
     400   23.170952   22.880900    0.004922
     401   24.193498   23.482966    0.002627
     402   23.619133   23.352706    0.003249
     403   22.498097   22.325990    0.007957
     404   21.933964   21.300062    0.012295
     405   22.111130   21.019553    0.013253
     406   22.147643   22.032297    0.009915
     407   23.345274   24.661470    0.008135
     408   21.928113   22.367660    0.011781
     409   18.935109   18.757952    0.041101
     410   26.783322   23.632281    0.019158
     411   24.707972   22.615102    0.009915
     412   23.773967   23.364522    0.002987
     413   23.468902   22.281526    0.006903
     414   24.619089   25.466811    0.002251
     415   40.624244   29.822383    0.220549
     416   23.073171   22.118574    0.007336
     417   21.753063   21.674930    0.012446
     418   24.218730   23.608991    0.002276
     419   66.941887   30.191056    1.103759
     420   23.566718   23.289811    0.003435
     421   24.457587   24.879546    0.001373
     422   18.643495   19.105291    0.045903
     423   19.386073   19.039560    0.035493
     424   23.381899   23.102002    0.004089
     425   30.921450   25.047211    0.066906
     426   21.428303   20.120970    0.019594
     427   20.366587   20.300950    0.024093
     428   25.746974   24.422357    0.003444
     429   21.407751   20.839135    0.015837
     430   23.099470   22.442647    0.006057
     431   19.573530   19.000057    0.033895
     432   22.373296   22.496337    0.008606
     433   43.890204   29.702485    0.318277
     434   22.983011   22.422340    0.006282
     435   23.121581   23.118395    0.004925
     436   23.806376   23.436184    0.002821
     437   20.030919   19.775966    0.027781
     438   19.197211   19.394399    0.037628
     439   28.182675   26.963941    0.007277
     440   18.695908   18.439354    0.044591
     441   23.655334   23.503893    0.003023
     442   22.858783   22.563616    0.006293
     443   22.541512   23.035750    0.008276
     444   22.363189   22.533181    0.008699
     445   24.228137   24.506069    0.001613
     446   23.888450   23.355595    0.002918
     447   21.519127   20.876575    0.015243
     448   23.579052   26.660823    0.025055
     449   20.916775   22.134446    0.023297
     450   18.716652   18.668093    0.044061
     451   16.719129   16.772474    0.078827
     452   21.659760   20.252056    0.018554
     453   19.884818   20.254244    0.029631
     454   16.305087   16.090591    0.087922
     455   23.105348   22.381190    0.006257
     456   26.043621   25.762605    0.000313
     457   25.559525   24.752759    0.001283
     458   21.904258   21.872026    0.011417
     459   23.445955   22.790784    0.004680
     460   22.303997   22.307110    0.008959
     461   23.419047   23.709815    0.003973
     462   22.010931   22.034015    0.010729
     463   19.053656   18.894757    0.039471
     464   23.826613   24.098339    0.002623
     465   26.902820   26.235187    0.002091
     466   21.924472   20.587169    0.016101
     467   21.598207   21.673439    0.013536
     468   23.668263   24.068121    0.003301
     469   18.731381   18.200219    0.044876
     470   18.718763   18.488402    0.044215
     471   20.581274   19.667333    0.024534
     472   19.350983   19.587812    0.035720
     473   24.164215   22.484371    0.007850
     474   24.109891   23.589035    0.002309
     475   25.588999   24.534912    0.002190
     476   17.536277   17.351498    0.063185
     477   22.822526   22.666912    0.006309
     478   16.686598   16.629799    0.079503
     479   20.609996   19.865986    0.023396
     480   33.937057   26.622465    0.105749
     481   20.811865   20.191045    0.021007
     482   17.016357   16.797140    0.073024
     483   22.788572   22.109400    0.007555
     484   20.401229   20.005009    0.024218
     485   30.548603   25.535265    0.052195
     486   22.655233   22.669507    0.007067
     487   24.195896   23.776365    0.001897
     488   32.913507   28.382725    0.059483
     489   21.896532   21.677951    0.011592
     490   23.410966   23.829669    0.004217
     491   21.881152   21.795956    0.011586
     492   18.857329   18.657812    0.042207
     493   46.090963   29.483105    0.391784
     494   25.115051   25.136923    0.000166
     495   19.581575   18.899310    0.034258
     496   24.782788   25.228776    0.000913
     497   21.606719   20.510911    0.016783
     498   22.783415   20.882009    0.015487
     499   24.705267   25.227213    0.001173
     500   18.005018   17.687800    0.055389
     501   23.062691   22.052203    0.007651
     502   30.710915   27.470530    0.032317
     503   19.237206   19.736986    0.037847
     504   32.316376   24.836595    0.100995
     505   19.788940   19.289036    0.031087
     506   23.783237   24.239844    0.003058
     507   17.190585   17.722577    0.070676
     508   30.579652   28.393942    0.023580
     509   32.449626   24.811580    0.104592
     510   21.977967   20.468329    0.017055
     511   22.421661   21.714118    0.009580
     512   23.217780   23.940703    0.005788
     513   17.242041   17.425720    0.068609
     514   22.740821   22.162041    0.007475
     515   25.124992   25.016563    0.000181
     516   21.657597   21.789343    0.013145
     517   70.125222   34.286937    1.114250
     518   23.599979   22.675786    0.005128
     519   23.897544   23.487697    0.002630
     520   24.432315   25.009702    0.001756
     521   24.471908   22.208794    0.012089
     522   24.018043   24.829186    0.003410
     523   17.540681   17.186281    0.063488
     524   28.934199   26.232938    0.019273
     525   22.043524   21.756070    0.010739
     526   26.266691   23.753164    0.012279
     527   22.294141   21.500734    0.010648
     528   23.992175   23.399871    0.002785
     529   23.817307   24.248616    0.002906
     530   23.138768   23.376346    0.004992
     531   18.051027   17.576467    0.055127
     532   22.123333   22.327331    0.010140
     533   18.058879   17.720564    0.054560
     534   30.712037   25.487758    0.055924
     535   24.282074   24.239268    0.001329
     536   22.062974   21.401326    0.011558
     537   20.257877   19.640182    0.026378
     538   21.781156   21.286221    0.012900
     539   21.599369   21.565241    0.013514
     540   17.659067   17.567741    0.060900
     541   21.155623   21.562803    0.017401
     542   20.570293   20.748224    0.022191
     543   61.635249   29.224680    0.936742
     544   23.803030   24.139469    0.002782
     545   79.664425   38.383259    1.371771
     546   23.338959   23.127895    0.004170
     547   25.532309   23.815598    0.005862
     548   20.260387   19.351640    0.027754
     549   52.100428   32.932416    0.512212
     550   21.815531   21.742977    0.012018
     551   17.851267   17.675460    0.057680
     552   22.121525   22.343098    0.010171
     553   21.935047   21.573233    0.011562
     554   20.938163   20.992006    0.018759
     555   19.816806   19.827850    0.029950
     556   23.196937   22.990755    0.004717
     557   23.867217   24.139720    0.002509
     558   22.445927   21.928327    0.008848
     559   27.178008   25.040500    0.009914
     560   23.060347   22.704313    0.005487
     561   21.227187   20.837932    0.016771
     562   21.036258   21.710748    0.019240
     563   20.722709   20.482566    0.020840
     564   19.158135   19.307056    0.038079
     565   28.628935   25.539243    0.021791
     566   18.453241   18.868784    0.048585
     567   24.402486   24.705719    0.001289
     568   23.190031   22.724447    0.005162
     569   24.578500   22.872691    0.007028
     570   22.940566   23.888869    0.007912
     571   25.021757   23.498485    0.005038
     572   22.704450   21.925484    0.008337
     573   24.894465   22.638095    0.011049
     574   31.974676   27.300890    0.054919
     575   21.889517   21.359888    0.012264
     576   30.131046   27.206558    0.026459
     577   23.598817   22.595211    0.005488
     578   24.727591   24.135948    0.001299
     579   20.821310   20.728539    0.019802
     580   23.622398   22.839406    0.004492
     581   22.312429   21.768951    0.009673
     582   18.337454   18.141073    0.049840
     583   21.078540   20.186912    0.019866
     584   21.802239   22.793367    0.014759
     585   19.062142   18.593421    0.040047
     586  103.222737   37.802653    2.272341
     587   22.188273   22.090863    0.009660
     588   19.519865   19.667086    0.033513
     589   21.931835   21.803714    0.011278
     590   22.069545   22.297725    0.010500
     591   23.824935   23.797507    0.002460
     592   16.740243   16.570751    0.078507
     593   64.989330   30.093052    1.034735
     594   20.887626   19.897065    0.022096
     595   23.013471   22.294964    0.006639
     596   22.994140   22.202215    0.006997
     597   21.076706   20.809154    0.017777
     598   22.602022   22.637402    0.007341
     599   30.254215   26.660726    0.033359
     600   23.559956   22.130100    0.008052
     601   19.401471   18.760336    0.036299
     602   21.676906   21.477568    0.013067
     603   23.647986   22.861198    0.004420
     604   17.123582   16.350920    0.073353
     605   21.535563   20.444811    0.017291
     606   29.172337   26.655215    0.018723
     607   22.914108   22.509753    0.006225
     608   19.488379   19.553547    0.033836
     609   22.046600   22.012069    0.010506
     610   19.204853   18.734270    0.038162
     611   27.188146   23.878723    0.021270
     612   21.921526   20.508561    0.016685
     613   19.060782   19.178355    0.039338
     614   19.312468   19.033857    0.036276
     615   22.172298   21.786890    0.010119
     616   24.487186   22.606092    0.008595
     617   17.531548   17.737045    0.063308
     618   21.920325   21.607961    0.011569
     619   23.926719   22.624226    0.006008
     620   45.963638   31.944681    0.336968
     621   24.280178   24.477248    0.001416
     622   23.521286   22.657270    0.005152
     623   17.834559   17.470666    0.058373
     624   23.675781   22.402951    0.006645
     625   24.477721   24.736753    0.001097
     626   24.248362   23.466598    0.002735
     627   24.866144   24.772578    0.000411
     628   20.984430   20.438323    0.019222
     629   18.423382   18.478552    0.048391
     630   25.317361   25.906637    0.000754
     631   17.486490   17.847322    0.064493
     632   19.193291   18.392102    0.039790
     633   22.589736   21.904820    0.008584
     634   23.608835   23.961282    0.003411
     635   23.302017   23.064348    0.004338
     636   23.428955   22.677111    0.005062
     637   22.070954   21.438481    0.011407
     638   19.736940   18.574972    0.035352
     639   23.254341   23.051305    0.004486
     640   33.093518   27.372950    0.075617
     641   21.485163   20.532338    0.016887
     642   24.486233   24.751886    0.001089
     643   23.560679   23.542098    0.003280
     644   19.594255   18.996894    0.033739
     645   23.155473   22.700390    0.005280
     646   23.548940   21.976996    0.009095
     647   20.217711   19.541305    0.027038
     648   20.697287   20.631859    0.020915
     649   18.300192   18.329864    0.050275
     650   23.519379   22.340647    0.006666
     651   25.743247   24.962973    0.001203
     652   76.161147   33.440592    1.358090
     653   20.109566   20.652037    0.027673
     654   25.739909   23.688759    0.008267
     655   31.256984   23.940036    0.094579
     656   20.409493   20.080682    0.023985
     657   25.167857   23.767050    0.004137
     658   22.208678   22.427317    0.009642
     659   32.677221   26.910058    0.073695
     660   43.520300   30.131676    0.298339
     661   15.989038   16.328558    0.095503
     662   24.249057   24.374794    0.001431
     663   23.167697   22.876046    0.004937
     664   17.569296   17.675761    0.062502
     665   25.253312   23.893021    0.003833
     666   22.729131   22.181612    0.007445
     667   24.944571   25.072194    0.000345
     668   19.041153   19.353772    0.039902
     669   24.010740   23.445679    0.002665
     670   41.002529   32.985619    0.181754
     671   39.358427   27.730775    0.225786
     672   21.748489   21.682895    0.012472
     673   23.411292   23.773210    0.004111
     674   22.724484   23.055774    0.006999
     675   23.441498   23.505507    0.003702
     676   23.754462   24.185234    0.003093
     677   23.614142   22.783890    0.004696
     678   26.703424   23.785879    0.016515
     679   18.480127   18.128954    0.047985
     680   22.498971   21.024126    0.013447
     681   16.726120   16.638063    0.078703
     682   23.493076   23.693667    0.003606
     683   20.567098   20.438361    0.022172
     684   18.381581   19.175205    0.051421
     685   22.763073   21.510625    0.010451
     686   20.346081   20.112241    0.024454
     687   24.406044   24.742446    0.001328
     688   24.240511   23.146648    0.004044
     689   17.573047   17.144845    0.063149
     690   20.432985   19.979470    0.024053
     691   19.923724   19.353365    0.029803
     692   61.050278   37.575288    0.721933
     693   31.435997   29.436726    0.028056
     694   22.269580   22.529181    0.009335
     695   19.624106   18.933847    0.033781
     696   23.456463   22.767755    0.004747
     697   31.090893   27.220045    0.040629
     698   24.398054   24.651224    0.001236
     699   21.873973   21.561963    0.011874
     700   28.328882   26.772370    0.009311
     701   41.475388   28.866696    0.263381
     702   25.305367   24.343493    0.001920
     703   20.791232   20.303843    0.020753
     704   22.457274   22.336724    0.008139
     705   23.099995   22.803957    0.005224
     706   29.635880   25.644035    0.035163
     707   19.196910   19.444418    0.037711
     708   24.934023   23.065643    0.007608
     709   17.833294   17.840418    0.057861
     710   26.870103   24.598277    0.010528
     711   22.759215   23.304430    0.007297
     712   21.567868   20.758310    0.015555
     713   19.261770   19.826524    0.037769
     714   48.079625   29.193075    0.463176
     715   56.586150   29.391563    0.750548
     716   23.017868   22.813264    0.005465
     717   28.783657   27.317931    0.010613
     718   21.930000   21.930794    0.011247
     719   22.812716   22.291946    0.006966
     720   23.610525   22.962250    0.004085
     721   24.823586   24.257914    0.001109
     722   22.143423   22.201715    0.009916
     723   24.771442   24.751667    0.000507
     724   38.901058   29.481806    0.179908
     725   19.972520   19.325453    0.029563
     726   20.103072   19.874528    0.026964
     727   59.388595   29.854395    0.838026
     728   21.398525   23.061107    0.022753
     729   17.242911   16.769814    0.069412
     730   24.359108   23.216050    0.004015
     731   18.366842   17.712434    0.050878
     732   32.326116   27.512643    0.058799
     733   26.017911   24.037337    0.007669
     734   20.481198   20.006434    0.023639
     735   22.628851   22.629421    0.007200
     736   23.768499   21.671929    0.012741
     737   58.366595   30.313490    0.789256
     738   19.198441   18.970687    0.037653
     739   20.037214   19.465914    0.028552
     740   22.648124   22.224366    0.007551
     741   19.819644   20.031345    0.030067
     742   20.698443   20.224951    0.021564
     743   22.934545   23.137543    0.005837
     744   20.931111   19.897888    0.021960
     745   23.044471   22.006548    0.007870
     746   17.674008   17.749060    0.060630
     747   18.787078   19.152953    0.043543
     748   21.952298   21.616544    0.011401
     749   19.639840   20.022032    0.032493
     750   22.964176   22.420003    0.006322
     751   28.374005   27.772048    0.006155
     752   24.642113   23.964387    0.001657
     753   23.164693   22.714847    0.005231
     754   23.666292   22.908314    0.004257
     755   20.770333   21.155744    0.020683
     756   22.538584   20.834343    0.015089
     757   23.217996   22.532226    0.005655
     758   18.090769   18.758496    0.055353
     759   18.497955   19.346398    0.049968
     760   18.004578   19.143149    0.060143
     761   21.501586   20.491834    0.017074
     762   17.231712   16.482451    0.071097
     763   22.194316   22.613771    0.010064
     764   22.498927   21.402429    0.010948
     765   20.291567   20.888532    0.025957
     766   22.526345   22.597645    0.007746
     767   23.004994   22.352583    0.006456
     768   22.878259   21.951132    0.008109
     769   27.627272   25.612488    0.009952
     770   19.790514   19.832817    0.030256
     771   30.524399   25.135368    0.057704
     772   21.959113   21.926975    0.011061
     773   23.466802   23.642415    0.003676
     774   22.083423   20.990521    0.013439
     775   22.851412   20.870617    0.015883
     776   18.600293   18.365338    0.045943
