   locus    deme        mean         std  mean_all_1   std_all_1  mean_all_2   std_all_2
      22       1   22.433891   38.881724   15.981809   21.335299   27.853165   48.320959
      22       2   18.594606   29.585053   14.386807   17.919020   22.259209   36.456400
      22       3   18.972353   26.978950   18.702700   22.700504   19.261277   30.910246
      23       1   23.975810   40.573239   18.292254   25.527514   28.817357   49.420901
      23       2   23.291922   38.996641   14.706093   18.109150   30.120508   48.622514
      23       3   21.633495   29.407714   24.349736   28.553093   18.245823   30.098415
      24       1   27.737413   40.660614   35.235357   46.313367   12.514313   17.584587
      24       2   19.528320   27.044997    9.721013   12.312107   24.722631   30.993797
      24       3   19.976079   26.977274   10.564615   14.734933   25.333488   30.648607
      25       1   23.413547   40.085987   17.923001   25.845070   28.085973   48.563522
      25       2   19.756588   26.106847   22.076741   26.063668   16.677899   25.844443
      25       3   21.480373   37.680083   14.269329   17.515098   27.350587   47.424199
      26       1   16.287093   24.290135   18.088169   26.929058   14.410628   21.030661
      26       2   12.682914   15.663772   12.405973   16.066379   12.940350   15.275507
      26       3   16.185687   22.452791   20.772466   25.699683    7.458158    9.509912
      27       1   16.077679   23.850334   14.294844   20.110965   17.693959   26.690346
      27       2   13.330356   19.074349   10.724377   13.465997   15.636684   22.671887
      27       3   13.702817   17.421843   16.085635   18.942893   10.284496   14.294778
      28       1   19.405804   31.464820   16.118403   21.499454   22.231654   37.768558
      28       2   17.359449   27.562692   12.111331   14.292352   21.529218   34.084250
      28       3   17.513535   23.756341   18.022857   21.565385   16.904083   26.124725
      29       1   55.635699   67.911074   68.727850   72.371846   16.043137   25.170851
      29       2   42.471515   49.963038    9.169261   11.559099   50.966882   52.382622
      29       3   26.470858   32.100468   16.057049   18.448791   32.554172   36.513014
      30       1   53.571933   69.139822   31.255488   33.553134   67.162882   80.733694
      30       2   40.686161   50.371670   25.715762   23.137168   51.197292   60.622674
      30       3   97.778712   42.000896  100.000844   40.015216    8.366553   11.125753
      31       1   18.136967   27.183228   22.759848   31.775595   11.463865   16.513854
      31       2   14.837048   21.662334    8.527319   11.019780   18.432702   25.136613
      31       3   12.959321   16.489771   11.903989   14.776570   13.930552   17.867318
      32       1   23.276221   31.986573   22.257174   29.174948   24.309634   34.574666
      32       2   31.853896   48.305761    9.061838   11.240366   41.084400   54.145275
      32       3   22.237640   25.550256   27.495273   27.646962   10.857192   14.900821
      33       1   22.357802   33.381664   24.102869   34.590523   20.292680   31.768349
      33       2   21.504367   38.188246   13.313212   16.891903   28.038884   47.936266
      33       3   21.429177   35.614032   13.542116   16.988422   27.538675   44.065704
      34       1   23.566291   37.811325   25.295624   36.592881   21.572626   39.074139
      34       2   23.208687   40.705333   13.836232   17.323202   30.409982   50.794567
      34       3   22.762516   38.670058   14.091247   18.218175   29.009560   47.332630
      35       1   21.279899   39.710654   27.123623   49.692912   14.173544   19.990755
      35       2   20.980453   36.239434   27.870850   42.994096    8.502202   10.118814
      35       3   17.268782   30.298061   21.995438   38.337992   11.578564   13.941843
      36       1   20.901609   35.231082   17.752893   24.544180   23.881780   42.750229
      36       2   17.152861   24.367736   16.178547   18.962138   18.224351   29.140681
      36       3   18.995111   32.826058   11.812886   15.116719   24.536047   40.768427
      37       1   28.303849   42.231642   14.501088   21.416973   35.975629   48.529589
      37       2   19.475301   23.638579   24.042659   26.357215   10.367936   12.775560
      37       3   25.178302   29.635982   31.056217   31.901541    8.791389   11.169703
      38       1   23.730590   41.753696   17.212578   24.012727   29.085095   51.364244
      38       2   20.488731   28.939220   22.283811   25.852576   18.159561   32.362235
      38       3   22.474205   37.713606   14.287540   17.492974   28.758005   46.778507
      39       1   24.094013   37.932609   30.450718   43.725597   13.397183   21.457898
      39       2   14.900059   19.421249   14.622349   17.487802   15.198810   21.302140
      39       3   23.494071   33.389532    8.637727   12.555414   29.998395   37.349833
      40       1   22.111577   37.238289   18.234717   27.010311   25.926899   44.766556
      40       2   22.988259   41.197110   12.097963   15.616896   30.658332   50.778113
      40       3   18.894618   27.203621   18.002067   22.218176   19.906176   31.895964
      41       1   62.259060   76.396504   35.679301   36.433565   77.405767   88.169792
      41       2  116.623609   31.713941  116.943300   31.215204   10.379424   10.690642
      41       3   41.328681   39.892101   36.849308   30.282487   45.972268   47.414014
      42       1   27.065401   44.125676   18.079293   23.220438   33.446729   53.374120
      42       2   27.915278   29.926825   34.459150   31.500206    9.553832   12.927968
      42       3   22.156698   32.422217   13.807698   15.904355   28.153059   39.223653
      43       1   18.656968   28.105292   16.227398   23.402092   20.956488   31.753980
      43       2   18.041672   28.420084   10.387329   12.520789   23.246367   34.400364
      43       3   15.883809   19.745102   18.363876   21.226735   12.507755   16.954704
      44       1   21.290261   33.590996   19.263379   27.097120   23.265120   38.787086
      44       2   18.876819   30.108867   14.470438   18.235723   23.076650   37.649637
      44       3   21.957307   38.473210   13.030777   16.411318   28.602569   47.729642
      45       1   18.286813   27.621149   21.411893   31.759971   14.385293   20.704672
      45       2   14.302735   20.281588   10.851908   13.774202   17.134706   23.987935
      45       3   15.717601   23.326546    9.733374   12.275771   20.011136   27.969240
      46       1   23.232742   35.776386   25.902388   38.235816   19.940031   32.183945
      46       2   22.772417   38.796424   14.476740   17.784433   28.885210   47.886615
      46       3   23.914949   39.865242   14.608373   17.960550   30.681906   49.004838
      47       1   22.584195   36.391965   14.544251   19.991319   28.655605   44.011460
      47       2   16.866249   21.819160   17.480128   20.343399   16.107566   23.493265
      47       3   17.383653   23.671115   18.344952   22.287360   16.260834   25.144826
      48       1   20.136181   32.074918   19.981874   28.950729   20.289718   34.906415
      48       2   18.304175   31.454447   14.194075   17.316105   21.952641   39.663126
      48       3   21.390755   36.347572   12.013923   15.032053   27.960916   44.539253
      49       1   16.359329   25.565624   13.582004   19.745565   18.872147   29.646351
      49       2   12.771866   16.939477   12.951678   15.727807   12.559289   18.266278
      49       3   13.052391   17.140637   13.493199   16.679320   12.543183   17.644839
      50       1   21.663762   36.281336   15.737845   23.062212   26.814325   44.058076
      50       2   19.425234   29.679394   15.785653   19.258981   22.801713   36.472873
      50       3   18.958521   29.858977   16.120085   19.803630   21.544713   36.503779
      51       1   16.592192   24.985776   17.915952   26.922008   15.094940   22.503053
      51       2   15.276969   23.260382    9.231252   12.298640   19.727288   27.951074
      51       3   13.671577   18.111719   13.841123   17.510365   13.485120   18.749026
      52       1   43.122616   68.033055   16.296590   22.968839   55.833842   77.904500
      52       2   30.629493   32.748413   37.018406   34.439566   11.126156   14.852998
      52       3   32.755241   35.992547   40.277833   38.116418   11.944152   16.442964
      53       1   21.742751   33.853754   19.605370   27.416424   23.914607   39.210910
      53       2   19.129661   23.997017   20.654038   23.384208   17.175710   24.622718
      53       3   24.511035   42.381363   11.331355   13.620663   32.649075   51.158831
      54       1   20.775292   33.027928   17.671484   25.006650   23.511199   38.538298
      54       2   18.872384   30.268168   14.632966   17.974139   22.418857   37.211548
      54       3   19.703789   31.254718   15.073161   18.582300   23.636504   38.464917
      55       1   31.989462   49.613661   22.865316   30.290119   39.107677   59.585831
      55       2   39.709105   39.227076   48.212194   40.230889   11.757364   16.049733
      55       3   32.775628   50.604867   17.291365   20.862051   43.098470   60.922367
      56       1   20.196584   32.812924   16.193546   22.745782   23.665385   39.184714
      56       2   16.825725   23.874040   15.617950   19.287124   18.010768   27.593200
      56       3   18.601443   31.458385   12.817737   16.879422   23.434911   39.079991
      57       1   24.593555   37.711212   20.274870   28.035473   28.689258   44.620343
      57       2   22.981075   26.739067   28.734497   28.745985   10.670377   15.947722
      57       3   28.212694   46.178775   10.759848   13.218589   36.712035   53.528538
      58       1   18.318949   30.381720   16.777809   23.765263   19.755857   35.394925
      58       2   14.569916   20.168747   13.045203   16.001356   16.031908   23.386879
      58       3   16.657381   27.067852   11.638810   14.734695   20.817723   33.494370
      59       1   26.140194   37.267496   21.944262   29.412950   29.685833   42.473419
      59       2   29.009398   30.741474   35.052049   31.965600    9.256310   13.585434
      59       3   28.187177   41.098718   11.336023   13.869535   36.356296   47.013853
      60       1   22.581867   38.051544   18.623946   26.814242   26.091721   45.476442
      60       2   21.914704   37.273240   13.695882   17.128536   28.026872   46.007659
      60       3   19.946800   27.267098   22.534598   26.751089   16.653239   27.560840
      61       1   23.812737   37.374721   26.441835   38.972036   20.781775   35.201196
      61       2   22.518084   38.864508   13.224861   16.462300   29.514472   48.265867
      61       3   23.956056   42.578432   13.936960   17.435043   31.263542   52.790764
      62       1   24.384157   38.155388   27.805943   41.546896   20.594592   33.602699
      62       2   24.500071   42.240701   13.926670   17.442851   32.315194   52.292436
      62       3   23.925434   41.677737   13.720542   17.570574   31.422002   51.512880
      63       1   18.974572   30.866607   17.180653   24.692855   20.708518   35.751549
      63       2   16.324256   20.081016   20.373326   22.417140    9.668581   12.992550
      63       3   18.684351   28.510478   10.170460   12.370028   24.167814   34.074388
      64       1   20.822547   34.232520   12.340712   16.840172   26.435992   40.995360
      64       2   14.720060   18.579445   15.613702   17.848371   13.768287   19.282198
      64       3   19.082059   23.963194   24.396419   26.553764    7.866530   10.614018
      65       1   26.875067   45.508100   34.894216   53.304644   11.883745   16.906112
      65       2   17.960587   24.734682   11.385819   17.873990   21.687062   27.186436
      65       3   16.072491   20.906588   12.262566   17.405222   18.744787   22.668302
      66       1   36.060967   58.729482   17.096598   22.755462   46.985281   69.362961
      66       2   23.200675   27.926596   24.290493   26.335727   21.754559   29.845838
      66       3   37.909578   38.917485   46.745188   40.106473   10.082905   14.087949
      67       1   29.604724   42.361347   35.908102   47.944177   21.050405   31.355859
      67       2   40.473589   49.850836    9.151956   12.949753   49.179602   52.732921
      67       3   26.486130   29.883938   32.176182   32.278110   11.926886   14.745496
      68       1   25.383355   39.679191   30.844022   44.798493   18.545222   30.802268
      68       2   24.990727   46.324446   12.606569   16.167398   33.685987   57.322524
      68       3   24.937100   44.794797   12.827917   16.335894   32.859650   54.645175
      69       1   16.531480   24.865361   18.494630   28.580215   14.408991   19.873528
      69       2   13.088601   16.977621   10.139944   13.968518   15.283698   18.608355
      69       3   16.261089   22.559804   20.842177   26.139758    8.265410   10.202635
      70       1   22.006674   34.066256   22.634837   33.150754   21.332271   35.009978
      70       2   19.915918   32.343358   15.214944   18.013061   23.892330   40.273895
      70       3   24.055376   43.224266   12.289535   15.680537   32.047453   53.033037
      71       1   23.405028   32.533430   24.650873   32.901665   22.028041   32.065256
      71       2   32.479034   51.895583    7.927371    9.869356   41.956011   58.074306
      71       3   19.943277   23.416682   23.645829   25.343447   14.047508   18.497327
      72       1   23.276860   38.494050   17.875436   24.660968   28.066802   46.986200
      72       2   19.740499   26.173839   21.717581   25.647621   17.103621   26.632183
      72       3   22.657435   38.593353   14.163969   18.068665   29.426261   48.093270
      73       1   60.084983   62.275088   60.088065   62.847398   60.081704   61.660328
      73       2  201.388138   91.797487  201.526635   91.692112   16.862988   10.609372
      73       3   55.015555   50.930109   26.623874   27.689286   62.895584   53.058291
      74       1   24.001959   34.236937   30.383656   39.496231   13.840047   19.661221
      74       2   16.916003   22.645117   11.815017   13.817619   20.871361   26.954876
      74       3   25.016548   38.368481    8.261372   10.380032   32.730414   43.721153
      75       1   31.830831   45.740560   39.890356   53.138911   17.824580   22.623528
      75       2   38.764063   39.988732    8.547010   11.550523   44.800223   40.902978
      75       3   29.596917   33.288956   35.922760   35.727976   11.755260   14.219403
      76       1   22.099762   32.602480   22.159381   31.113004   22.036010   34.123239
      76       2   27.075595   49.795836   10.498972   13.201555   36.831971   59.829336
      76       3   18.379169   26.724652   17.526770   21.238916   19.353013   31.828153
      77       1   56.078015   63.981479   41.366004   40.630400   66.940991   74.963397
      77       2   55.325577   69.549917   28.001526   24.656865   71.252893   81.323739
      77       3  123.834865   31.430388  124.370184   30.471830    5.410472    5.174732
      78       1   18.642273   27.978667   20.318010   28.500367   16.681033   27.224762
      78       2   20.945369   33.705428    8.321495   10.755893   27.855536   39.491893
      78       3   14.547423   20.131157   13.621086   16.794869   15.517374   23.074237
      79       1   32.177618   38.668458   26.164483   30.847787   36.249406   42.688725
      79       2   68.059278   59.037111   73.953879   58.410722    6.199851    8.136077
      79       3   21.804466   23.623243   23.177759   25.398232   20.450265   21.646273
      80       1   21.357112   37.439975   16.703457   23.325505   25.426334   46.002364
      80       2   18.929555   29.082127   15.843257   19.219076   21.877075   35.818445
      80       3   18.961416   28.774186   16.789497   19.975667   20.930430   34.765721
      81       1   28.820074   39.191971   32.878283   39.878445   23.267367   37.528322
      81       2   47.271816   62.636039    7.448345    8.912039   57.493549   66.320048
      81       3   22.417001   24.179075   26.396864   25.760206   14.525534   18.286026
      82       1   17.742133   26.167168   19.153533   24.872061   16.113362   27.496374
      82       2   18.344139   27.579580    8.302051   10.049116   24.248201   32.470209
      82       3   13.944599   17.853858   15.027016   18.150039   12.634934   17.398992
      83       1   34.050813   50.659210   18.745147   30.308319   42.886576   57.482857
      83       2   37.887812   36.878233   44.110436   37.228186    7.015809    9.281949
      83       3   20.510701   23.270493   22.099529   23.716038   18.531134   22.547038
      84       1   19.731910   31.879007   17.131200   24.342807   22.149455   37.389802
      84       2   18.581851   28.739244   10.521497   13.218068   24.022928   34.526616
      84       3   15.805037   21.128243   15.870397   19.367933   15.729535   22.994335
      85       1   37.387775   51.980207   48.039875   57.228856   18.755751   33.966333
      85       2   48.080154   76.816863    9.550273   11.640810   62.276761   85.302795
      85       3   26.093657   38.693296   17.128358   18.938993   32.559166   47.100375
      86       1   29.751942   47.391941   13.134645   18.490938   39.386299   55.650915
      86       2   22.855875   26.419953   28.629349   28.711872    9.606370   12.489657
      86       3   21.426595   25.889618   26.498836   28.417430   11.996359   16.681887
      87       1   22.746720   39.055985   17.588095   25.123613   27.381404   47.784279
      87       2   20.451973   27.584666   22.278289   25.744633   18.237767   29.511628
      87       3   21.302358   35.818990   13.175045   16.490805   27.566038   44.408032
      88       1   19.478905   27.622805   14.556585   20.959947   23.113421   31.159769
      88       2   20.557267   26.033085   25.800557   28.485687    7.338270    9.826573
      88       3   14.838105   18.803072   17.321345   21.097167   11.422913   14.405677
      89       1   20.585964   29.634081   23.794249   33.060696   16.245343   23.553308
      89       2   23.291889   38.150713    9.245989   11.622536   31.115822   44.942880
      89       3   17.556510   27.127610   12.246064   14.583189   21.923414   33.524884
      90       1   19.049427   31.749765   14.947562   21.226422   22.603866   38.261200
      90       2   15.569532   22.524484   14.047187   17.098542   17.043928   26.667486
      90       3   15.838904   22.752808   14.033108   18.457352   17.657384   26.255656
      91       1   22.672993   37.450614   18.873462   26.326915   26.008732   44.739140
      91       2   24.111391   43.667465   11.848853   15.339529   32.201613   53.338481
      91       3   19.935273   27.576119   22.359966   26.811743   16.664856   28.246948
      92       1   21.256704   33.499481   19.803173   29.184143   22.636567   37.082300
      92       2   21.129528   35.192557   12.785483   15.878705   27.579890   43.653289
      92       3   19.492589   32.302509   16.167126   20.570653   22.710094   40.281047
      93       1   17.115658   27.518042   13.785013   19.023328   19.873944   32.678170
      93       2   14.229144   20.708067   11.835850   14.217989   16.551700   25.255581
      93       3   14.439408   19.721369   14.189063   17.689363   14.715551   21.740275
      94       1   36.543723   44.775787   25.761749   34.182504   43.243668   49.066295
      94       2   24.627918   28.900135   30.411000   32.926107   15.162266   16.836443
      94       3   73.213073   70.078824   80.780466   69.926125    5.855783    7.389755
      95       1   21.485466   36.618893   17.768274   25.351074   24.902999   44.255355
      95       2   21.742042   35.757562   13.632451   17.549721   28.204941   44.248685
      95       3   20.446683   27.487633   22.791318   26.943632   17.422950   27.884126
      96       1   22.446645   34.288280   23.389407   34.297067   21.416070   34.248996
      96       2   23.274278   39.886213   12.330358   14.830571   31.045911   49.183593
      96       3   20.944727   34.228720   16.243658   19.677149   25.034811   42.639366
      97       1   19.325153   35.997590   12.716562   17.597206   24.517618   44.826262
      97       2   13.943497   17.995539   15.856771   18.835513   11.276820   16.386177
      97       3   14.530532   19.083283   15.151291   17.978744   13.863410   20.181836
      98       1   33.242618   42.094904   30.294227   39.277030   35.645208   44.113193
      98       2   23.653134   25.591879   19.066381   22.813765   26.431701   26.757102
      98       3   68.728757   64.953241   75.262505   64.966267    7.904277   10.302426
      99       1   26.450802   38.771900   27.039729   36.158937   25.773899   41.562514
      99       2   23.491850   26.229198   28.264039   28.141554   13.362591   17.785792
      99       3   40.313570   66.332060    9.437522   11.946558   53.233334   74.936649
     100       1   16.571014   24.301648   16.722011   23.918543   16.427814   24.658619
     100       2   12.953305   17.110781    9.935065   13.232182   15.267644   19.253022
     100       3   14.870196   19.530445   18.826682   22.329956    8.162299   10.546042
     101       1   21.567900   36.197241   19.703704   29.332827   23.417243   41.828386
     101       2   19.469709   34.041516   15.074146   18.216014   23.650855   43.699250
     101       3   20.817579   35.076336   12.949699   16.531202   27.043529   43.588324
     102       1   20.390764   31.109756   21.632242   30.083503   19.010323   32.156284
     102       2   17.846300   27.161365   11.722205   14.066229   22.726869   33.380927
     102       3   21.979533   38.701051   10.347724   12.776586   29.330684   46.921535
     103       1   17.301650   26.830696   17.848067   23.898572   16.670443   29.849095
     103       2   13.450099   17.299157   13.175306   15.681779   13.747791   18.891221
     103       3   19.051353   31.069843    8.194294   10.534081   25.544767   36.927684
     104       1   33.379694   47.227204   43.150396   53.182379   13.086698   19.452926
     104       2   25.224043   32.474014    9.571550   11.745212   31.570837   35.869285
     104       3   20.903782   27.418312   12.653464   15.688675   26.030551   31.581354
     105       1   23.091993   41.852712   14.970286   20.609767   29.370477   51.836162
     105       2   17.889848   23.824442   19.540812   22.625050   15.888236   25.056668
     105       3   18.121826   27.522157   16.427139   20.176244   19.866383   33.349186
     106       1   23.007292   35.041031   25.613245   36.489868   20.083371   33.097176
     106       2   22.709684   39.899945   12.834408   15.581321   29.765872   49.361917
     106       3   21.830743   36.293158   13.596637   16.447355   27.985638   44.844282
     107       1   21.575803   38.633480   15.189062   22.179989   26.854342   47.517838
     107       2   19.036000   31.437812   15.723585   19.486943   22.035952   38.994680
     107       3   18.717937   30.186958   15.093398   19.241333   22.176034   37.455831
     108       1   20.625539   28.926469   21.119325   27.960613   20.100159   29.910959
     108       2   23.055480   34.841566    8.602128   10.777804   29.587031   39.660570
     108       3   18.320165   22.990814   22.912609   25.638045   10.407655   14.416471
     109       1  101.410103  103.936083  120.784952  109.426504   35.339090   34.093998
     109       2  118.613714   88.585484  123.274480   87.594680   12.960487   12.222798
     109       3  147.166743   83.937703   24.979748   25.589696  150.299743   82.563761
     110       1   24.715553   45.426779   14.221897   19.154777   32.877284   56.841686
     110       2   18.103564   23.924619   19.074444   22.177959   16.906092   25.867165
     110       3   18.929024   26.467193   19.708208   23.085358   18.015249   29.924741
     111       1   18.884461   28.636389   19.937733   28.750010   17.730772   28.466730
     111       2   18.210627   27.867880   10.085848   12.404239   23.264727   33.127050
     111       3   15.455287   21.857614   13.028968   16.046083   17.826435   26.108418
     112       1   18.916200   28.895857   18.380304   26.503618   19.454244   31.103902
     112       2   17.448990   29.090263   11.449026   14.053165   21.943060   35.847010
     112       3   16.096820   23.921011   13.278191   16.613524   18.851357   29.091812
     113       1   20.564195   29.803992   25.028141   33.043427   13.076478   21.384343
     113       2   14.364637   18.145710   11.339170   13.363780   16.708233   20.818287
     113       3   20.003371   29.080743    8.077274   10.014324   26.181405   33.466105
     114       1   22.773162   37.155806   17.769664   25.140421   27.179157   44.701496
     114       2   19.644874   25.845512   21.826788   25.745330   16.994199   25.718859
     114       3   22.684497   38.360743   14.535642   19.177539   28.844431   47.093238
     115       1   21.548572   34.709744   19.406818   27.321535   23.575683   40.374296
     115       2   18.908901   30.121577   15.561001   19.603007   22.039762   37.096490
     115       3   21.851095   40.521945   12.601509   16.148233   29.023322   50.944015
     116       1   57.739279   67.669094   43.591297   42.462733   68.336347   79.976040
     116       2  121.889903   26.803679  122.306178   25.911077    3.370266    4.350771
     116       3   53.684203   67.169069   30.398990   25.663651   67.374318   79.188534
     117       1   19.148624   28.623709   22.912956   31.996841   13.792830   21.898418
     117       2   16.778412   23.632409    9.635925   11.788237   21.480846   27.910528
     117       3   15.861459   22.139238   11.062349   13.585171   19.666760   26.452041
     118       1   19.775109   31.469824   15.666663   26.800059   22.903028   34.276528
     118       2   19.729364   25.490145   24.905577   28.034802    7.314369   10.231060
     118       3   14.544761   18.552088   15.486000   19.414588   13.525086   17.513005
     119       1   18.308529   28.421560   15.950414   22.063223   20.470040   33.049242
     119       2   16.959736   25.960105   12.240761   15.195445   20.820716   31.674523
     119       3   15.793254   22.220367   14.787737   18.431618   16.942031   25.830873
     120       1   22.981747   32.913177   18.577096   31.185361   26.067999   33.730684
     120       2   18.142881   23.003938   22.302496   26.169751   10.699665   12.816179
     120       3   26.589076   34.660550   33.326408   37.795638    8.069305   10.449096
     121       1   20.019627   29.873815   24.402783   34.040341   14.161764   21.830210
     121       2   21.761698   34.500788    8.404521   10.599076   28.735079   40.141055
     121       3   16.050432   24.053213   12.503732   15.939658   19.170462   29.037998
     122       1   23.018167   35.325709   18.345505   25.595397   27.141105   41.649543
     122       2   22.321678   26.395567   27.716104   28.176313   11.732618   18.349872
     122       3   22.740969   37.793160   12.545847   15.207810   29.840372   46.250493
     123       1   19.808511   34.689381   13.587913   19.039662   24.949735   42.893868
     123       2   15.106251   20.109728   14.864659   18.070449   15.381158   22.200352
     123       3   15.645007   22.414248   16.028627   19.784739   15.246128   24.848795
     124       1   19.054384   30.823126   24.616243   36.936448   10.967509   15.407638
     124       2   12.649971   15.879544   13.919348   17.275503   11.231414   14.022288
     124       3   14.680963   18.829945    9.952185   13.379358   17.610125   20.997212
     125       1   69.595369   74.988135   83.138632   79.078371   23.212688   26.182192
     125       2   38.371314   36.331332   44.986435   37.946814   16.503674   17.333400
     125       3   97.644542   73.841757   10.712797   12.541420  102.558275   72.805314
     126       1   17.470424   30.588241   19.532505   36.876751   15.278599   21.802953
     126       2   16.172319   23.625909   20.986566   27.999104    8.713150   10.808937
     126       3   16.443443   24.419854   21.574495   28.984936    8.551520   10.889233
     127       1   45.110042   54.248446   31.639618   35.161264   54.278986   62.425444
     127       2   39.612896   46.502829   18.802659   18.136528   49.428467   52.218276
     127       3   87.818941   46.096021   91.234179   43.902543    7.935693    9.389152
     128       1   18.015834   26.344046   15.567290   21.130718   20.154726   30.006638
     128       2   13.077989   16.361571   13.643322   16.691017   12.447483   15.962539
     128       3   17.904996   25.006695   22.892972   28.683768    8.254743   10.105240
     129       1   22.213281   41.678603   13.086551   19.061540   29.311848   51.869186
     129       2   17.177034   21.960281   20.212679   22.864198   12.343217   19.485790
     129       3   18.053385   27.530629   13.892377   17.189138   21.569514   33.492337
     130       1   29.938584   40.414308   29.893479   36.146097   29.989704   44.762233
     130       2   31.535585   30.743116   37.098997   31.764520   11.868104   14.940134
     130       3   45.023892   61.038370    9.819492   11.331535   55.748259   65.794908
     131       1   22.722350   35.905816   18.443711   25.596703   26.272877   42.279664
     131       2   22.757225   26.694448   28.306217   28.710670   12.245458   18.224979
     131       3   24.056872   39.217987   12.518960   15.647251   31.173627   46.935737
     132       1   24.498050   39.185162   18.212965   24.699763   29.697816   47.342979
     132       2   23.660877   26.455745   29.242244   28.073331   10.745586   16.028386
     132       3   27.356999   45.674025   10.574433   12.683068   36.235849   53.636120
     133       1   23.933010   41.436962   13.315053   19.127555   31.212999   50.131025
