   locus        mean         std
     124    0.483681    0.054461
     125    0.429450    0.089425
     126    0.739222    0.048140
     127    0.128486    0.048161
     128    0.510641    0.054831
     129    0.073621    0.026119
     130    0.169289    0.045881
     131    0.058430    0.025124
     132    0.095867    0.031623
     133    0.103250    0.031716
     134    0.104017    0.030070
     135    0.310386    0.050656
     136    0.114935    0.032852
     137    0.064754    0.023928
     138    0.048352    0.020463
     139    0.019338    0.012500
     140    0.753506    0.051687
     141    0.020365    0.012585
     142    0.194020    0.044783
     143    0.020628    0.012669
     144    0.016902    0.011671
     145    0.033329    0.016372
     146    0.342304    0.064847
     147    0.380518    0.053211
     148    0.016623    0.011987
     149    0.097473    0.031793
     150    0.047811    0.020663
     151    0.160369    0.037866
     152    0.435564    0.060143
     153    0.019326    0.012687
     154    0.230371    0.044684
     155    0.130581    0.036477
     156    0.227949    0.047939
     157    0.602157    0.053721
     158    0.102197    0.030842
     159    0.045442    0.021105
     160    0.029521    0.016602
     161    0.544516    0.069467
     162    0.087852    0.028414
     163    0.018706    0.012407
     164    0.020755    0.012572
     165    0.337037    0.061979
     166    0.025305    0.014115
     167    0.020610    0.012484
     168    0.240946    0.044687
     169    0.519200    0.057632
     170    0.234485    0.044450
     171    0.040597    0.018333
     172    0.054707    0.023688
     173    0.020780    0.012751
     174    0.017618    0.012289
     175    0.013758    0.012552
     176    0.016998    0.012031
     177    0.020374    0.012674
     178    0.050706    0.021243
     179    0.427366    0.060276
     180    0.025718    0.015065
     181    0.150300    0.037182
     182    0.040046    0.021810
     183    0.089385    0.030162
     184    0.425406    0.055052
     185    0.020344    0.013109
     186    0.028438    0.015489
     187    0.040850    0.017900
     188    0.025796    0.014707
     189    0.661180    0.050921
     190    0.267544    0.047907
     191    0.101725    0.030639
     192    0.016624    0.011850
     193    0.219082    0.047402
     194    0.048521    0.020308
     195    0.338091    0.051388
     196    0.020098    0.012849
     197    0.047659    0.020579
     198    0.177876    0.043565
     199    0.058959    0.025196
     200    0.256759    0.048659
     201    0.187024    0.043929
     202    0.020775    0.012739
     203    0.451324    0.056415
     204    0.628394    0.060758
     205    0.034222    0.017408
     206    0.789509    0.049615
     207    0.309331    0.048908
     208    0.848224    0.042046
     209    0.061560    0.023053
     210    0.172679    0.043245
     211    0.018986    0.012948
     212    0.442995    0.056021
     213    0.073689    0.028458
     214    0.017715    0.012232
     215    0.185101    0.050432
     216    0.334717    0.049517
     217    0.082073    0.027459
     218    0.016819    0.011674
     219    0.173419    0.041894
     220    0.017005    0.011822
     221    0.458856    0.054624
     222    0.046323    0.020141
     223    0.159546    0.036891
     224    0.244124    0.044338
     225    0.579456    0.052436
     226    0.554642    0.075759
     227    0.026700    0.014795
     228    0.020293    0.012678
     229    0.070434    0.025760
     230    0.499832    0.057531
     231    0.469326    0.061949
     232    0.176268    0.044464
     233    0.017024    0.012086
     234    0.028401    0.015148
     235    0.019487    0.012556
     236    0.200673    0.041459
     237    0.141616    0.040973
     238    0.209566    0.041540
     239    0.019069    0.012527
     240    0.159188    0.038886
     241    0.139624    0.047624
     242    0.020608    0.012848
     243    0.020181    0.012611
     244    0.117863    0.034172
     245    0.027274    0.015443
     246    0.222956    0.068844
     247    0.443051    0.055410
     248    0.021078    0.012822
     249    0.151108    0.036176
     250    0.079917    0.038272
     251    0.045117    0.021051
     252    0.018398    0.013151
     253    0.267042    0.045908
     254    0.116048    0.033071
     255    0.287419    0.052109
     256    0.065325    0.024605
     257    0.019502    0.012502
     258    0.438355    0.056378
     259    0.020229    0.012174
     260    0.153146    0.037454
     261    0.338080    0.057338
     262    0.054278    0.022148
     263    0.057601    0.021877
     264    0.049901    0.021070
     265    0.087114    0.028417
     266    0.020333    0.012634
     267    0.185856    0.043770
     268    0.586610    0.052423
     269    0.215310    0.045031
     270    0.809632    0.043182
     271    0.084870    0.027948
     272    0.019529    0.013004
     273    0.020522    0.013112
     274    0.160754    0.040090
     275    0.070364    0.026616
     276    0.018789    0.013384
     277    0.302106    0.057572
     278    0.087478    0.032538
     279    0.017082    0.012049
     280    0.027289    0.015571
     281    0.350052    0.053599
     282    0.017620    0.012056
     283    0.220804    0.046171
     284    0.116527    0.032755
     285    0.054190    0.021494
     286    0.257230    0.052078
     287    0.080076    0.027496
     288    0.020817    0.012894
     289    0.069525    0.024969
     290    0.016514    0.012214
     291    0.016894    0.012067
     292    0.020001    0.012566
     293    0.173959    0.038909
     294    0.019210    0.013198
     295    0.019106    0.012703
     296    0.183375    0.040645
     297    0.046346    0.021979
     298    0.079448    0.044538
     299    0.136159    0.034834
     300    0.020429    0.012453
     301    0.372474    0.053344
     302    0.151294    0.039126
     303    0.357152    0.054242
     304    0.045918    0.021501
     305    0.256407    0.044809
     306    0.074336    0.026553
     307    0.016570    0.012087
     308    0.262469    0.048220
     309    0.247708    0.045017
     310    0.448884    0.052743
     311    0.037745    0.018216
     312    0.020701    0.013041
     313    0.161344    0.041143
     314    0.319574    0.070285
     315    0.123880    0.032293
     316    0.410393    0.052351
     317    0.020516    0.012841
     318    0.017358    0.012217
     319    0.215023    0.046149
     320    0.017469    0.012033
     321    0.090902    0.041314
     322    0.083936    0.042777
     323    0.020964    0.013145
     324    0.020509    0.012659
     325    0.248374    0.045326
     326    0.040470    0.018549
     327    0.073978    0.026742
     328    0.156667    0.044535
     329    0.166685    0.038584
     330    0.039036    0.018825
     331    0.375398    0.055130
     332    0.020748    0.012962
     333    0.205282    0.045290
     334    0.092280    0.029413
     335    0.620927    0.060039
     336    0.039446    0.018714
     337    0.048441    0.020771
     338    0.074638    0.025524
     339    0.017014    0.011963
     340    0.261563    0.047875
     341    0.100711    0.029993
     342    0.019058    0.012683
     343    0.016920    0.012087
     344    0.021240    0.018488
     345    0.033853    0.016935
     346    0.336490    0.054246
     347    0.045652    0.021205
     348    0.065402    0.026033
     349    0.090718    0.028660
     350    0.019954    0.012417
     351    0.033315    0.018512
     352    0.019120    0.012837
     353    0.307631    0.050125
     354    0.488243    0.073380
     355    0.121667    0.034437
     356    0.155062    0.040556
     357    0.355213    0.060780
     358    0.017679    0.017729
     359    0.350043    0.050733
     360    0.039760    0.019202
     361    0.202538    0.051961
     362    0.086807    0.028177
     363    0.061227    0.023469
     364    0.071125    0.025210
     365    0.038113    0.018304
     366    0.183439    0.042805
     367    0.020128    0.012869
     368    0.116045    0.075607
     369    0.077470    0.029615
     370    0.073339    0.025278
     371    0.114199    0.032462
     372    0.157379    0.038596
     373    0.045156    0.020491
     374    0.407633    0.064614
     375    0.378906    0.054096
     376    0.073690    0.027468
     377    0.018000    0.012295
     378    0.079668    0.026978
     379    0.802524    0.048449
     380    0.483248    0.060421
     381    0.317782    0.049229
     382    0.017142    0.011989
     383    0.024825    0.014582
     384    0.018381    0.012303
     385    0.434504    0.060912
     386    0.039843    0.019585
     387    0.237020    0.047565
     388    0.171773    0.044907
     389    0.170623    0.039962
     390    0.044610    0.019683
     391    0.019963    0.012362
     392    0.312668    0.047270
     393    0.033668    0.017856
     394    0.169501    0.061800
     395    0.017293    0.011710
     396    0.158155    0.041782
     397    0.461134    0.076742
     398    0.017198    0.012107
     399    0.017139    0.011994
     400    0.027418    0.015274
     401    0.018985    0.012646
     402    0.016428    0.011522
     403    0.020474    0.012221
     404    0.033395    0.016661
     405    0.112036    0.033070
     406    0.020029    0.012298
     407    0.018958    0.012824
     408    0.028118    0.014966
     409    0.178730    0.039392
     410    0.473343    0.064930
     411    0.543655    0.061775
     412    0.071124    0.025797
     413    0.017008    0.011929
     414    0.019023    0.012714
     415    0.214220    0.058083
     416    0.020925    0.012812
     417    0.028310    0.015100
     418    0.017187    0.012195
     419    0.012264    0.014278
     420    0.017101    0.012078
     421    0.120964    0.035986
     422    0.661095    0.052062
     423    0.092245    0.029226
     424    0.017925    0.012452
     425    0.620865    0.062262
     426    0.174298    0.042271
     427    0.033878    0.016611
     428    0.046189    0.021308
     429    0.298949    0.052916
     430    0.017325    0.012088
     431    0.071450    0.024285
     432    0.032686    0.016984
     433    0.158451    0.056882
     434    0.017094    0.012630
     435    0.096662    0.030825
     436    0.018988    0.012773
     437    0.097821    0.030320
     438    0.391925    0.054965
     439    0.058590    0.024787
     440    0.136349    0.034798
     441    0.017264    0.012162
     442    0.037038    0.018822
     443    0.037244    0.018183
     444    0.020672    0.012420
     445    0.017813    0.012932
     446    0.016936    0.012001
     447    0.053943    0.022082
     448    0.752314    0.077948
     449    0.830526    0.041534
     450    0.195909    0.042438
     451    0.532706    0.052962
     452    0.219447    0.045552
     453    0.516429    0.056125
     454    0.446928    0.051475
     455    0.016978    0.012466
     456    0.039495    0.019491
     457    0.114410    0.034303
     458    0.035694    0.017371
     459    0.017350    0.012187
     460    0.093896    0.029432
     461    0.018944    0.012254
     462    0.020859    0.013002
     463    0.111232    0.031066
     464    0.018688    0.012425
     465    0.717151    0.058056
     466    0.330303    0.051652
     467    0.033856    0.016482
     468    0.019191    0.012500
     469    0.269747    0.047093
     470    0.346846    0.050463
     471    0.521248    0.057457
     472    0.174887    0.039628
     473    0.057759    0.024719
     474    0.033867    0.017214
     475    0.068881    0.028694
     476    0.453127    0.053321
     477    0.020589    0.013293
     478    0.371864    0.051314
     479    0.396149    0.057983
     480    0.513686    0.070471
     481    0.058317    0.022904
     482    0.522866    0.053597
     483    0.025545    0.014345
     484    0.129462    0.035197
     485    0.311872    0.060660
     486    0.047811    0.020258
     487    0.052102    0.022446
     488    0.218150    0.052389
     489    0.028423    0.015849
     490    0.029707    0.016524
     491    0.041364    0.018677
     492    0.322782    0.051478
     493    0.088405    0.038406
     494    0.080632    0.027529
     495    0.116231    0.032511
     496    0.018982    0.012649
     497    0.132619    0.035497
     498    0.211548    0.046290
     499    0.039571    0.019055
     500    0.155969    0.037290
     501    0.017447    0.012018
     502    0.160204    0.043226
     503    0.106736    0.031086
     504    0.228231    0.054183
     505    0.224502    0.044566
     506    0.019743    0.012995
     507    0.326971    0.050712
     508    0.138914    0.041729
     509    0.390022    0.068649
     510    0.156610    0.039498
     511    0.090938    0.029035
     512    0.032856    0.017531
     513    0.286287    0.047121
     514    0.757862    0.048729
     515    0.047348    0.020778
     516    0.038347    0.018113
     517    0.480571    0.104249
     518    0.016878    0.011881
     519    0.729072    0.055351
     520    0.018838    0.012532
     521    0.207633    0.045691
     522    0.038898    0.018808
     523    0.314943    0.048366
     524    0.146402    0.040669
     525    0.155349    0.039948
     526    0.106089    0.035013
     527    0.020329    0.012629
     528    0.046226    0.021206
     529    0.018845    0.012674
     530    0.020755    0.013124
     531    0.224971    0.043099
     532    0.020818    0.013148
     533    0.553635    0.053776
     534    0.203319    0.048570
     535    0.019114    0.012654
     536    0.035057    0.016977
     537    0.216404    0.045019
     538    0.107179    0.032124
     539    0.105395    0.032455
     540    0.260425    0.045869
     541    0.061246    0.024160
     542    0.437991    0.058537
     543    0.011841    0.013064
     544    0.018602    0.012460
     545    0.598597    0.104287
     546    0.016370    0.011846
     547    0.181672    0.043663
     548    0.189302    0.042657
     549    0.214073    0.063015
     550    0.055188    0.021686
     551    0.445300    0.055129
     552    0.020588    0.012449
     553    0.020019    0.012657
     554    0.068172    0.024975
     555    0.701179    0.050060
     556    0.044674    0.019750
     557    0.017830    0.012648
     558    0.020295    0.012725
     559    0.023658    0.015754
     560    0.099850    0.030988
     561    0.078078    0.025638
     562    0.077748    0.027515
     563    0.104906    0.031464
     564    0.171372    0.040975
     565    0.267609    0.056855
     566    0.175854    0.038788
     567    0.019072    0.012845
     568    0.017176    0.012137
     569    0.273020    0.051508
     570    0.020207    0.013046
     571    0.146355    0.039020
     572    0.020305    0.012723
     573    0.333324    0.055969
     574    0.674854    0.065015
     575    0.377988    0.058079
     576    0.047687    0.023181
     577    0.016824    0.012124
     578    0.029376    0.016363
     579    0.057410    0.022619
     580    0.032455    0.017582
     581    0.020482    0.012265
     582    0.513401    0.054352
     583    0.254173    0.046525
     584    0.034203    0.017802
     585    0.325940    0.051034
     586    0.134253    0.082841
     587    0.025162    0.014816
     588    0.091619    0.028772
     589    0.020470    0.013054
     590    0.020387    0.012663
     591    0.018603    0.012596
     592    0.450636    0.051711
     593    0.329158    0.086607
     594    0.198524    0.043328
     595    0.020583    0.012718
     596    0.016801    0.012171
     597    0.079879    0.027601
     598    0.019768    0.012546
     599    0.316109    0.062012
     600    0.070109    0.026830
     601    0.090205    0.028089
     602    0.031409    0.017098
     603    0.167782    0.042058
     604    0.259176    0.045195
     605    0.050799    0.021496
     606    0.136678    0.040081
     607    0.017078    0.012269
     608    0.160319    0.037813
     609    0.021010    0.013318
     610    0.311908    0.050833
     611    0.460858    0.062672
     612    0.110206    0.033832
     613    0.474191    0.055025
     614    0.150511    0.036431
     615    0.020488    0.012554
     616    0.069017    0.026654
     617    0.407884    0.053135
     618    0.094302    0.030537
     619    0.017345    0.012315
     620    0.271174    0.066731
     621    0.018327    0.013060
     622    0.017250    0.012030
     623    0.574821    0.053190
     624    0.325242    0.055422
     625    0.019162    0.012512
     626    0.016099    0.012236
     627    0.019116    0.012731
     628    0.161002    0.038824
     629    0.163491    0.039067
     630    0.040299    0.020245
     631    0.212998    0.041953
     632    0.206602    0.042808
     633    0.042611    0.019444
     634    0.045122    0.021778
     635    0.017713    0.012023
     636    0.017024    0.011628
     637    0.040763    0.018437
     638    0.388040    0.054472
     639    0.020775    0.013189
     640    0.155961    0.044374
     641    0.279443    0.051061
     642    0.018879    0.012627
     643    0.017443    0.012110
     644    0.135928    0.035248
     645    0.017345    0.012167
     646    0.140131    0.037459
     647    0.171806    0.039328
     648    0.061243    0.024520
     649    0.172434    0.038106
     650    0.016368    0.012277
     651    0.095514    0.031454
     652    0.010539    0.011503
     653    0.047300    0.020205
     654    0.366701    0.058894
     655    0.267955    0.057916
     656    0.199584    0.044282
     657    0.097217    0.031355
     658    0.020657    0.012618
     659    0.073397    0.029397
     660    0.096863    0.040664
     661    0.415942    0.051113
     662    0.018538    0.012797
     663    0.020850    0.012598
     664    0.383280    0.052915
     665    0.122504    0.036526
     666    0.020319    0.012630
     667    0.018627    0.012608
     668    0.566059    0.056254
     669    0.019651    0.012873
     670    0.699029    0.080133
     671    0.432662    0.071075
     672    0.020094    0.012126
     673    0.027527    0.015325
     674    0.067311    0.025908
     675    0.040392    0.019057
     676    0.020591    0.013004
     677    0.018883    0.012704
     678    0.104420    0.034029
     679    0.199831    0.042084
     680    0.546361    0.057469
     681    0.428514    0.051783
     682    0.030422    0.016777
     683    0.064642    0.025138
     684    0.247919    0.045267
     685    0.414799    0.062445
     686    0.132348    0.034765
     687    0.018724    0.012332
     688    0.016915    0.011878
     689    0.319032    0.048645
     690    0.052398    0.021347
     691    0.068709    0.025404
     692    0.150967    0.061270
     693    0.623478    0.075427
     694    0.093753    0.029320
     695    0.224965    0.044503
     696    0.025322    0.014354
     697    0.286693    0.055209
     698    0.018735    0.012569
     699    0.573975    0.059222
     700    0.141980    0.040186
     701    0.077330    0.035513
     702    0.050321    0.022980
     703    0.219961    0.045115
     704    0.025191    0.015106
     705    0.020776    0.013023
     706    0.117632    0.038218
     707    0.097840    0.029616
     708    0.291889    0.052693
     709    0.252749    0.045337
     710    0.097312    0.034167
     711    0.081250    0.027519
     712    0.141704    0.035649
     713    0.199129    0.041510
     714    0.118760    0.045202
     715    0.217263    0.069545
     716    0.020771    0.012920
     717    0.156534    0.043924
     718    0.120090    0.034052
     719    0.017741    0.012249
     720    0.018853    0.012453
     721    0.014857    0.011946
     722    0.061113    0.023146
     723    0.024609    0.015287
     724    0.061422    0.030361
     725    0.064384    0.023431
     726    0.080033    0.026719
     727    0.076335    0.037304
     728    0.719379    0.056246
     729    0.457183    0.053389
     730    0.282095    0.054681
     731    0.485960    0.053211
     732    0.050179    0.024521
     733    0.078164    0.027825
     734    0.360532    0.055153
     735    0.020079    0.013165
     736    0.208452    0.045550
     737    0.016979    0.017249
     738    0.071116    0.024355
     739    0.579761    0.055947
     740    0.020679    0.012583
     741    0.086923    0.028006
     742    0.098918    0.029338
     743    0.020291    0.012709
     744    0.110601    0.032391
     745    0.020073    0.012177
     746    0.304051    0.049891
     747    0.210716    0.043101
     748    0.020759    0.012973
     749    0.718834    0.049635
     750    0.027401    0.015084
     751    0.087508    0.030900
     752    0.046075    0.020654
     753    0.068104    0.025352
     754    0.016898    0.012012
     755    0.062101    0.025345
     756    0.351079    0.056675
     757    0.017097    0.011702
     758    0.501251    0.054473
     759    0.211268    0.044576
     760    0.558997    0.055384
     761    0.102036    0.031329
     762    0.291925    0.047063
     763    0.020411    0.012715
     764    0.164388    0.040354
     765    0.080114    0.026985
     766    0.020792    0.012660
     767    0.024987    0.014251
     768    0.196374    0.044997
     769    0.171610    0.043916
     770    0.072618    0.024670
     771    0.393111    0.064511
     772    0.027964    0.015321
     773    0.019001    0.012347
     774    0.024800    0.014342
     775    0.142198    0.038650
     776    0.437689    0.054690
     777    0.020390    0.012753
     778    0.018769    0.012961
     779    0.019357    0.012701
     780    0.172125    0.039341
     781    0.089365    0.030937
     782    0.055971    0.023069
     783    0.226090    0.044710
     784    0.274332    0.045627
     785    0.080268    0.027005
     786    0.685762    0.053087
     787    0.574140    0.053719
     788    0.175092    0.043358
     789    0.040226    0.018813
     790    0.077548    0.028107
     791    0.214627    0.045943
     792    0.113463    0.032866
     793    0.299464    0.054561
     794    0.018901    0.012792
     795    0.115772    0.033400
     796    0.224850    0.045457
     797    0.028232    0.014907
     798    0.049451    0.020840
     799    0.231156    0.043815
     800    0.020591    0.012791
     801    0.045010    0.019702
     802    0.094778    0.029087
     803    0.057320    0.022603
     804    0.017284    0.012039
     805    0.125545    0.034575
     806    0.218610    0.046076
     807    0.314364    0.053891
     808    0.153431    0.037437
     809    0.028638    0.022206
     810    0.033156    0.017695
     811    0.017474    0.012312
     812    0.053993    0.022138
     813    0.098531    0.029190
     814    0.220281    0.043956
     815    0.416798    0.052860
     816    0.052726    0.022291
     817    0.050925    0.022702
     818    0.371761    0.059817
     819    0.019071    0.012890
     820    0.022829    0.019168
     821    0.136572    0.034703
     822    0.134572    0.038370
     823    0.020134    0.012465
     824    0.107896    0.039714
     825    0.167483    0.107703
     826    0.224854    0.047392
     827    0.049121    0.022130
     828    0.016968    0.011716
     829    0.202527    0.042603
     830    0.578479    0.057804
     831    0.288111    0.136213
     832    0.044791    0.027666
     833    0.702360    0.076810
     834    0.192396    0.047669
     835    0.146121    0.036438
     836    0.079738    0.027556
     837    0.409823    0.062206
     838    0.032618    0.016926
     839    0.019716    0.013384
     840    0.697163    0.051541
     841    0.017136    0.012244
     842    0.267873    0.079013
     843    0.278879    0.045520
     844    0.052783    0.021979
     845    0.077458    0.026024
     846    0.540555    0.060204
     847    0.030201    0.016657
     848    0.334764    0.050195
     849    0.016628    0.011883
     850    0.231990    0.053198
     851    0.019380    0.012689
     852    0.058154    0.023734
     853    0.019480    0.012838
     854    0.771361    0.059617
     855    0.466847    0.055476
     856    0.040433    0.018343
     857    0.470257    0.056313
     858    0.018945    0.012487
     859    0.089922    0.031645
     860    0.153021    0.037273
     861    0.587301    0.057523
     862    0.303804    0.051523
     863    0.018916    0.012466
     864    0.315979    0.052790
     865    0.017190    0.011992
     866    0.268417    0.067849
     867    0.047879    0.020097
     868    0.093732    0.030032
     869    0.033495    0.016567
     870    0.017373    0.011917
     871    0.233425    0.044102
     872    0.120032    0.034728
     873    0.721203    0.049103
     874    0.125395    0.035966
     875    0.026025    0.015087
     876    0.118964    0.036511
     877    0.078686    0.032273
     878    0.034681    0.019503
     879    0.324931    0.062672
     880    0.019126    0.013050
     881    0.424765    0.054073
     882    0.361442    0.058946
     883    0.246379    0.051417
     884    0.069653    0.025075
     885    0.416739    0.053430
     886    0.212507    0.048084
     887    0.045190    0.021746
     888    0.625836    0.083167
     889    0.020275    0.012849
     890    0.078506    0.026409
     891    0.017185    0.011844
     892    0.323241    0.048951
     893    0.447585    0.108411
     894    0.273285    0.072697
     895    0.082987    0.027983
     896    0.192921    0.043571
     897    0.020773    0.013142
     898    0.200263    0.041703
     899    0.016949    0.012394
     900    0.239640    0.050010
     901    0.044580    0.019319
     902    0.020588    0.012657
     903    0.051788    0.024238
     904    0.145227    0.037128
     905    0.215596    0.043098
     906    0.154924    0.040305
     907    0.192949    0.064193
     908    0.167758    0.057578
     909    0.633881    0.090743
     910    0.025177    0.014289
     911    0.053257    0.021397
     912    0.034012    0.016356
     913    0.052547    0.021246
     914    0.018657    0.012495
     915    0.016897    0.012203
     916    0.088588    0.035763
     917    0.049696    0.021941
     918    0.123204    0.033579
     919    0.233922    0.044730
     920    0.045732    0.020916
     921    0.020947    0.012637
     922    0.206453    0.042482
     923    0.185248    0.055260
     924    0.093411    0.056559
     925    0.417842    0.056953
     926    0.064120    0.023806
     927    0.020570    0.012615
     928    0.288170    0.048008
     929    0.018687    0.012773
     930    0.095069    0.029352
     931    0.020944    0.012783
     932    0.123332    0.039341
     933    0.017231    0.012231
     934    0.086974    0.027828
     935    0.239411    0.044190
     936    0.431389    0.056246
     937    0.020375    0.012744
     938    0.073870    0.025332
     939    0.073702    0.029289
     940    0.313238    0.051655
     941    0.018973    0.012675
     942    0.218489    0.043611
     943    0.257553    0.048445
     944    0.451240    0.056824
     945    0.164195    0.037231
     946    0.054679    0.021517
     947    0.575883    0.052976
     948    0.357072    0.051496
     949    0.016396    0.011632
     950    0.072329    0.025861
     951    0.061368    0.024179
     952    0.144940    0.042846
     953    0.438490    0.057441
     954    0.230641    0.072447
     955    0.140011    0.035929
     956    0.017183    0.012446
     957    0.057846    0.022859
     958    0.203255    0.063691
     959    0.412484    0.066513
     960    0.028894    0.015872
     961    0.286077    0.048752
     962    0.196462    0.044729
     963    0.029481    0.016658
     964    0.334047    0.052360
     965    0.149054    0.036787
     966    0.019336    0.013137
     967    0.017712    0.012122
     968    0.016836    0.012226
     969    0.290364    0.046985
     970    0.226523    0.047631
     971    0.311391    0.051383
     972    0.251529    0.048042
     973    0.519899    0.107327
     974    0.199302    0.042438
     975    0.503605    0.055470
     976    0.172526    0.042444
     977    0.248246    0.044981
     978    0.018881    0.012649
     979    0.043093    0.019620
     980    0.195082    0.041532
     981    0.604116    0.092312
     982    0.033033    0.016495
     983    0.240637    0.044252
     984    0.400815    0.065038
     985    0.016631    0.011984
     986    0.303836    0.058824
     987    0.075255    0.036354
     988    0.255093    0.064099
     989    0.099705    0.035787
     990    0.017407    0.012005
     991    0.174515    0.041672
     992    0.045911    0.021798
     993    0.091204    0.033870
     994    0.018690    0.012608
     995    0.045286    0.019701
     996    0.517189    0.053649
     997    0.016310    0.012337
     998    0.045602    0.021828
     999    0.249637    0.047877
    1000    0.016226    0.012460
    1001    0.060457    0.024802
    1002    0.440132    0.054263
    1003    0.045994    0.020510
    1004    0.052612    0.021338
    1005    0.474397    0.071454
    1006    0.020488    0.012828
    1007    0.154132    0.066552
    1008    0.125087    0.037870
    1009    0.020172    0.012722
    1010    0.016349    0.012177
    1011    0.258793    0.044583
    1012    0.025643    0.014988
    1013    0.224977    0.046659
    1014    0.207648    0.042282
    1015    0.017110    0.012236
    1016    0.391733    0.092293
    1017    0.019263    0.013164
    1018    0.032816    0.017023
    1019    0.019302    0.012538
    1020    0.192881    0.049159
    1021    0.146794    0.038592
    1022    0.156558    0.046389
    1023    0.162252    0.042277
    1024    0.059890    0.024769
    1025    0.020763    0.014212
    1026    0.061884    0.053276
    1027    0.149152    0.047579
    1028    0.137839    0.034886
    1029    0.019123    0.013031
    1030    0.053991    0.021615
    1031    0.017119    0.011985
    1032    0.141830    0.037189
    1033    0.115206    0.036044
    1034    0.196947    0.040814
    1035    0.074579    0.025609
    1036    0.041662    0.018287
    1037    0.396255    0.055996
    1038    0.215347    0.042970
    1039    0.101613    0.031013
    1040    0.415796    0.055416
    1041    0.017853    0.012580
    1042    0.020340    0.012594
    1043    0.238253    0.045562
    1044    0.153013    0.038362
    1045    0.020248    0.012469
    1046    0.217407    0.043895
    1047    0.210031    0.044475
    1048    0.020522    0.012728
    1049    0.051243    0.033427
    1050    0.017505    0.012299
    1051    0.051840    0.022773
    1052    0.020902    0.012971
    1053    0.438476    0.056598
    1054    0.305566    0.058240
    1055    0.438943    0.066953
    1056    0.019872    0.013938
    1057    0.067361    0.026789
    1058    0.129160    0.035141
    1059    0.020767    0.013253
    1060    0.152595    0.036994
    1061    0.018648    0.012396
    1062    0.077412    0.025819
    1063    0.019794    0.013217
    1064    0.093950    0.029145
    1065    0.254637    0.046657
    1066    0.018287    0.012267
    1067    0.142046    0.035956
    1068    0.072416    0.025822
    1069    0.517843    0.052520
    1070    0.018322    0.012015
