   locus        mean         std         KLD
     165    1.165315    1.115072    0.003568
     166    1.183474    1.180159    0.000566
     167    1.173424    1.095729    0.006534
     168    1.164980    1.183607    0.001535
     169    1.142520    1.097858    0.004270
     170    1.085072    0.980556    0.019011
     171    1.179302    1.205021    0.001305
     172    1.426697    1.409899    0.012553
     173    1.360420    1.336762    0.006177
     174    1.190090    1.087174    0.010082
     175    1.247884    1.242528    0.000211
     176    1.175557    1.178410    0.000810
     177    1.123561    1.093894    0.004442
     178    1.130835    1.080663    0.005572
     179    1.173674    1.168398    0.000889
     180    1.137091    1.121100    0.002888
     181    1.162245    1.117071    0.003247
     182    1.184908    1.177288    0.000568
     183    1.265941    1.279423    0.000730
     184    1.334318    1.361061    0.004371
     185    1.181644    1.132542    0.002823
     186    1.119509    1.101658    0.004177
     187    1.171869    1.129773    0.002580
     188    1.230766    1.233795    0.000025
     189    1.236683    1.203606    0.000965
     190    1.105232    1.088903    0.005300
     191    1.308724    1.339448    0.003020
     192    1.074431    1.150743    0.014634
     193    1.202330    1.275638    0.004963
     194    1.211843    1.182078    0.000815
     195    1.199055    1.123720    0.005301
     196    1.133104    1.048807    0.010052
     197    1.259139    1.211072    0.002273
     198    1.127180    1.091652    0.004564
     199    1.131209    1.100324    0.003969
     200    1.103183    1.104111    0.005210
     201    1.122734    1.092411    0.004544
     202    1.201995    1.255695    0.002753
     203    1.205865    1.175159    0.000934
     204    1.184799    1.143525    0.002073
     205    1.150806    1.145515    0.001882
     206    1.215857    1.138414    0.005256
     207    1.117785    1.072278    0.006114
     208    1.211023    1.218908    0.000114
     209    1.170058    1.158831    0.001110
     210    1.273491    1.334934    0.003818
     211    1.194604    1.183527    0.000397
     212    1.115934    1.127088    0.004269
     213    1.204796    1.130906    0.004973
     214    1.201095    1.142238    0.003262
     215    1.155642    1.129311    0.002273
     216    1.164123    1.158472    0.001260
     217    1.257806    1.292674    0.001382
     218    1.119962    1.101605    0.004161
     219    1.258941    1.233378    0.000924
     220    1.136824    1.037359    0.012581
     221    1.313007    1.336434    0.002950
     222    1.168684    1.122392    0.003059
     223    1.217281    1.149585    0.003997
     224    1.162463    1.216138    0.004069
     225    1.165479    1.158987    0.001213
     226    1.208612    1.161641    0.002013
     227    1.168005    1.284128    0.013781
     228    1.098538    1.112541    0.005849
     229    1.406900    1.358999    0.011660
     230    1.161219    1.191649    0.002256
     231    1.129542    1.183607    0.006104
     232    1.225791    1.240424    0.000192
     233    1.142239    1.128758    0.002502
     234    1.276700    1.283709    0.000947
     235    1.151549    1.160568    0.001902
     236    1.107972    1.088858    0.005164
     237    1.183824    1.102261    0.006679
     238    1.291550    1.222434    0.005160
     239    1.186162    1.242288    0.003389
     240    1.425177    1.495094    0.015325
     241    1.110016    1.112658    0.004625
     242    1.193382    1.232300    0.001703
     243    1.169073    1.176193    0.001085
     244    1.281790    1.287624    0.001115
     245    1.060122    1.034010    0.010611
     246    1.121535    1.073007    0.006107
     247    1.114859    1.063436    0.006952
     248    1.221035    1.132285    0.006832
     249    1.301911    1.285145    0.002157
     250    1.203195    1.109167    0.008048
     251    1.196144    1.173728    0.000704
     252    1.213523    1.163034    0.002255
     253    1.213484    1.195443    0.000313
     254    1.195120    1.224423    0.001069
     255    1.185858    1.179727    0.000524
     256    1.227578    1.187522    0.001364
     257    1.081128    1.056062    0.008064
     258    1.199749    1.223306    0.000705
     259    1.374078    1.441102    0.010051
     260    1.149574    1.183995    0.003092
     261    1.179791    1.146837    0.001659
     262    1.219235    1.238774    0.000347
     263    1.288598    1.277937    0.001434
     264    1.322966    1.354893    0.003874
     265    1.188010    1.237141    0.002661
     266    1.151285    1.128007    0.002349
     267    1.126157    1.162998    0.004764
     268    1.250989    1.244479    0.000274
     269    1.040852    0.958710    0.020501
     270    1.460691    1.373597    0.021191
     271    1.318856    1.274236    0.004327
     272    1.116332    1.150183    0.005304
     273    1.101725    1.064115    0.006829
     274    1.337261    1.422525    0.009296
     275    1.137986    1.153780    0.002841
     276    1.231702    1.270348    0.001305
     277    1.134440    1.167948    0.003948
     278    1.137636    1.154224    0.002888
     279    1.274941    1.201450    0.005128
     280    1.015625    0.940167    0.023501
     281    1.049257    1.039821    0.011364
     282    1.207277    1.242350    0.001196
     283    1.114854    1.116576    0.004225
     284    1.103274    1.113477    0.005316
     285    1.112846    1.136462    0.004975
     286    1.217318    1.199425    0.000285
     287    1.164232    1.195607    0.002178
     288    1.132007    1.148590    0.003252
     289    1.256046    1.220671    0.001350
     290    1.034377    1.069290    0.014874
     291    1.217585    1.230723    0.000170
     292    1.213630    1.171318    0.001589
     293    1.448210    1.490278    0.016094
     294    1.187017    1.149369    0.001747
     295    1.085113    1.096717    0.007113
     296    1.106906    1.061564    0.007032
     297    1.030321    1.050521    0.014510
     298    1.431333    1.427224    0.012933
     299    1.143269    1.091004    0.004953
     300    1.239717    1.286929    0.001970
     301    1.249466    1.279874    0.000992
     302    1.232006    1.276410    0.001713
     303    1.268722    1.253382    0.000837
     304    1.248054    1.275457    0.000826
     305    1.335351    1.428182    0.010150
     306    1.124890    1.166742    0.005260
     307    1.136892    1.105642    0.003614
     308    1.195767    1.186219    0.000346
     309    1.145005    1.154485    0.002264
     310    1.155319    1.102484    0.004316
     311    1.136341    1.157150    0.003129
     312    1.118014    1.062994    0.007085
     313    1.147083    1.152863    0.002091
     314    1.147762    1.118300    0.002856
     315    1.143922    1.211954    0.006806
     316    1.149762    1.129507    0.002302
     317    1.161875    1.305631    0.020957
     318    1.196107    1.144859    0.002616
     319    1.127793    1.163072    0.004530
     320    1.343829    1.367119    0.004907
     321    1.356844    1.396646    0.006630
     322    1.146799    1.203196    0.005206
     323    1.138945    1.135278    0.002537
     324    1.147898    1.048327    0.011764
     325    1.370433    1.380201    0.006714
     326    1.228550    1.247152    0.000311
     327    1.270626    1.273062    0.000717
     328    1.186914    1.241633    0.003223
     329    1.374776    1.419691    0.008420
     330    1.203287    1.135728    0.004203
     331    1.164612    1.079053    0.008190
     332    1.511304    1.525572    0.024020
     333    1.203712    1.216271    0.000284
     334    1.437323    1.528986    0.018897
     335    1.553331    1.581363    0.031240
     336    1.393601    1.349486    0.010089
     337    1.098799    1.185925    0.013711
     338    1.188834    1.199178    0.000521
     339    1.135729    1.154323    0.003080
     340    1.188064    1.181852    0.000469
     341    1.069259    1.055090    0.008943
     342    1.201083    1.232205    0.001055
     343    1.183343    1.139076    0.002352
     344    1.144389    1.113579    0.003128
     345    1.048908    1.090366    0.013343
     346    1.166609    1.180259    0.001314
     347    1.160740    1.075117    0.008414
     348    1.233538    1.244347    0.000135
     349    1.108949    1.119220    0.004822
     350    1.164362    1.196109    0.002195
     351    1.173302    1.180489    0.000930
     352    1.232448    1.310320    0.005184
     353    1.154799    1.180590    0.002311
     354    1.227337    1.235343    0.000063
     355    1.222927    1.237694    0.000195
     356    1.136834    1.195304    0.006083
     357    1.132608    1.214242    0.009630
     358    1.296652    1.224182    0.005723
     359    1.147885    1.167172    0.002385
     360    1.305082    1.242236    0.005088
     361    1.233848    1.162785    0.004306
     362    1.153932    1.075383    0.007683
     363    1.261156    1.211250    0.002461
     364    1.127501    1.146440    0.003647
     365    1.092706    1.077675    0.006427
     366    1.040774    1.021746    0.012872
     367    1.187889    1.188075    0.000441
     368    1.177406    1.152980    0.001284
     369    1.084577    1.085410    0.007017
     370    1.059320    1.062056    0.009952
     371    1.184492    1.206734    0.000994
     372    1.125597    1.129560    0.003426
     373    1.199968    1.188331    0.000309
     374    1.060033    1.046357    0.010059
     375    1.175419    1.223299    0.002962
     376    1.245202    1.182281    0.003433
     377    1.068108    1.104853    0.010402
     378    1.214338    1.190657    0.000511
     379    1.132927    1.131961    0.002907
     380    1.203832    1.242123    0.001456
     381    1.168095    1.105871    0.004723
     382    1.196829    1.222080    0.000833
     383    1.084200    1.117361    0.008276
     384    1.105150    1.127817    0.005588
     385    1.199088    1.276339    0.005570
     386    1.190358    1.138940    0.002776
     387    1.235386    1.161723    0.004627
     388    1.109056    1.162448    0.007703
     389    1.241687    1.290143    0.002085
     390    1.189557    1.213035    0.000914
     391    1.142998    1.237304    0.011055
     392    1.110049    1.100778    0.004699
     393    1.162493    1.173692    0.001427
     394    1.143839    1.085531    0.005579
     395    1.183396    1.159759    0.001064
     396    1.255802    1.202023    0.002687
     397    1.137161    1.187860    0.005216
     398    1.372778    1.452325    0.011194
     399    1.166046    1.117015    0.003420
     400    1.228477    1.229640    0.000009
     401    1.155259    1.162771    0.001692
     402    1.262956    1.213178    0.002489
     403    1.198865    1.158426    0.001666
     404    1.215560    1.160654    0.002642
     405    1.175044    1.125585    0.003090
     406    1.140862    1.161359    0.002836
     407    1.174928    1.127285    0.002929
     408    1.126450    1.126283    0.003348
     409    1.119833    1.052064    0.008554
     410    1.186912    1.129774    0.003444
     411    1.200642    1.131508    0.004454
     412    1.095826    1.138625    0.007872
     413    1.262677    1.200652    0.003594
     414    1.172424    1.226479    0.003668
     415    1.060291    1.133991    0.016055
     416    1.117700    1.092768    0.004627
     417    1.202591    1.155494    0.002118
     418    1.200486    1.236405    0.001354
     419    1.095681    1.103623    0.005974
     420    1.184888    1.174530    0.000612
     421    1.167967    1.138082    0.001909
     422    1.147980    1.132338    0.002239
     423    1.185570    1.160196    0.001081
     424    1.137190    1.115913    0.003076
     425    1.109819    1.101969    0.004694
     426    1.198095    1.152463    0.002083
     427    1.176587    1.139958    0.002003
     428    1.194084    1.205127    0.000417
     429    1.176592    1.202850    0.001420
     430    1.234119    1.235036    0.000036
     431    1.192000    1.193460    0.000348
     432    1.178975    1.163934    0.000893
     433    1.057727    1.078729    0.010664
     434    1.189448    1.121107    0.004656
     435    1.190740    1.156360    0.001436
     436    1.116098    1.076594    0.005724
     437    1.135345    1.104525    0.003688
     438    1.309478    1.272251    0.003367
     439    1.267287    1.328424    0.003632
     440    1.151149    1.113447    0.003209
     441    1.092702    1.137382    0.008364
     442    1.217504    1.143610    0.004763
     443    1.170738    1.188415    0.001273
     444    1.119658    1.100365    0.004220
     445    1.212969    1.216870    0.000055
     446    1.242431    1.211047    0.000925
     447    1.144631    1.170218    0.002848
     448    1.105141    1.147668    0.006961
     449    1.142181    1.132389    0.002423
     450    1.215857    1.156478    0.003087
     451    1.135103    1.122054    0.002930
     452    1.149318    1.143130    0.001969
     453    1.208567    1.265179    0.002925
     454    1.198487    1.170732    0.000899
     455    1.244559    1.236555    0.000191
     456    1.302034    1.380633    0.006668
     457    1.113808    1.050511    0.008464
     458    1.228693    1.190613    0.001233
     459    1.163368    1.108019    0.004172
     460    1.339382    1.355643    0.004388
     461    1.137213    1.097936    0.004157
     462    1.116013    1.187422    0.009419
     463    1.337252    1.405563    0.007424
     464    1.344637    1.426186    0.009325
     465    1.282258    1.300844    0.001382
     466    1.319557    1.291853    0.003463
     467    1.266365    1.231883    0.001533
     468    1.181307    1.150960    0.001459
     469    1.130177    1.131511    0.003092
     470    1.174720    1.231509    0.003859
     471    1.144439    1.223863    0.008420
     472    1.233739    1.167518    0.003740
     473    1.172810    1.180955    0.000962
     474    1.170054    1.195204    0.001604
     475    1.497127    1.626060    0.031291
     476    1.333189    1.300524    0.004528
     477    1.413823    1.479683    0.013741
     478    1.245258    1.169187    0.004963
     479    1.148529    1.141435    0.002023
     480    1.267463    1.189337    0.005519
     481    1.327471    1.297743    0.004028
     482    1.223258    1.222348    0.000000
     483    1.174659    1.227273    0.003435
     484    1.234486    1.206748    0.000677
     485    1.313903    1.308204    0.002601
     486    1.172123    1.178230    0.000958
     487    1.301489    1.332772    0.002687
     488    1.130090    1.115812    0.003295
     489    1.265585    1.304620    0.001809
     490    1.186602    1.185956    0.000474
     491    1.128276    1.136645    0.003295
     492    1.254776    1.247309    0.000356
     493    1.230370    1.170481    0.003059
     494    1.213882    1.215383    0.000036
     495    1.153316    1.160723    0.001786
     496    1.154182    1.234595    0.007951
     497    1.117430    1.172217    0.007134
     498    1.272706    1.292901    0.001109
     499    1.122765    1.146775    0.004215
     500    1.216929    1.250976    0.001040
     501    1.100929    1.095161    0.005444
     502    1.054913    1.088495    0.011832
     503    1.127426    1.229371    0.013801
     504    1.232764    1.191467    0.001460
     505    1.241206    1.208541    0.000980
     506    1.125438    1.045532    0.009934
     507    1.119954    1.082447    0.005256
     508    1.261514    1.202049    0.003318
     509    1.075881    1.091757    0.008249
     510    1.119615    1.070495    0.006319
     511    1.214963    1.318640    0.009404
     512    1.225002    1.181606    0.001605
     513    1.204959    1.168062    0.001317
     514    1.234528    1.181764    0.002381
     515    1.204332    1.237702    0.001133
     516    1.230418    1.177684    0.002371
     517    1.175186    1.205130    0.001664
     518    1.151379    1.180418    0.002661
     519    1.099944    1.082839    0.005806
     520    1.220963    1.159471    0.003264
     521    1.261050    1.295925    0.001452
     522    1.153526    1.139168    0.001912
     523    1.243356    1.205499    0.001308
     524    1.124692    1.134793    0.003582
     525    1.218522    1.280842    0.003399
     526    1.126040    1.097208    0.004210
     527    1.076042    1.069497    0.007987
     528    1.057389    1.095148    0.011849
     529    1.241824    1.230520    0.000208
     530    1.079914    1.063904    0.007790
     531    1.131478    1.145377    0.003204
     532    1.024724    0.994755    0.015968
     533    1.369321    1.368292    0.006547
     534    1.136233    1.115794    0.003102
     535    1.206103    1.158650    0.002090
     536    1.283713    1.304875    0.001517
     537    1.176291    1.082353    0.009032
     538    1.269596    1.241601    0.001297
     539    1.115954    1.100042    0.004388
     540    1.173175    1.193617    0.001284
     541    1.177795    1.198473    0.001135
     542    1.168543    1.112525    0.004007
     543    1.086377    1.056959    0.007761
     544    1.292410    1.295630    0.001521
     545    1.133429    1.136772    0.002886
     546    1.182137    1.156377    0.001197
     547    1.274368    1.125074    0.018715
     548    1.296088    1.337873    0.003031
     549    1.101790    1.176067    0.011202
     550    1.321492    1.292016    0.003651
     551    1.150344    1.122252    0.002638
     552    1.170726    1.208810    0.002351
     553    1.106542    1.095111    0.005045
     554    1.148057    1.151364    0.002015
     555    1.149870    1.085169    0.005983
     556    1.286132    1.296672    0.001343
     557    1.244751    1.278249    0.001091
     558    1.136275    1.171963    0.003978
     559    1.185893    1.203841    0.000796
     560    1.169869    1.156872    0.001157
     561    1.588450    1.622188    0.037741
     562    1.585911    1.606523    0.036898
     563    1.232435    1.223765    0.000084
     564    1.632918    1.583087    0.047059
     565    1.177714    1.168609    0.000803
     566    1.248475    1.360167    0.010500
     567    1.217733    1.228804    0.000124
     568    1.266511    1.288053    0.000975
     569    1.169430    1.218610    0.003318
     570    1.117398    1.107801    0.004110
     571    1.171623    1.120678    0.003364
     572    1.228258    1.288096    0.003084
     573    1.150776    1.201199    0.004351
     574    1.273974    1.331182    0.003433
     575    1.178696    1.123548    0.003510
     576    1.245896    1.191845    0.002575
     577    1.241081    1.158768    0.005777
     578    1.267362    1.316346    0.002560
     579    1.200421    1.314156    0.011732
     580    1.219123    1.257146    0.001277
     581    1.277861    1.258237    0.001241
     582    1.315558    1.313052    0.002677
     583    1.308158    1.293312    0.002427
     584    1.222984    1.192982    0.000765
     585    1.261695    1.239176    0.000869
     586    1.089113    1.127417    0.008159
     587    1.177329    1.245240    0.005047
     588    1.207029    1.264473    0.003033
     589    1.327643    1.356445    0.004021
     590    1.252071    1.276202    0.000751
     591    1.106749    1.113712    0.004949
     592    1.296657    1.323061    0.002247
     593    1.282409    1.335088    0.003301
     594    1.271209    1.217636    0.003007
     595    1.482217    1.488566    0.019594
     596    1.284846    1.321543    0.002267
     597    1.217099    1.202706    0.000189
     598    1.074815    1.022774    0.011093
     599    1.275616    1.228489    0.002616
     600    1.218002    1.186937    0.000839
     601    1.186725    1.324191    0.017688
     602    1.084481    1.096731    0.007196
     603    1.114250    1.222337    0.016368
     604    1.188011    1.149914    0.001751
     605    1.116412    1.071309    0.006189
     606    1.193849    1.105806    0.007338
     607    1.129284    1.128850    0.003151
     608    1.429682    1.392742    0.013578
     609    1.199814    1.259809    0.003436
     610    1.134084    1.124563    0.002917
     611    1.089006    1.214773    0.023674
     612    1.195419    1.140604    0.002975
     613    1.276502    1.362210    0.006720
     614    1.121374    1.237564    0.017510
     615    1.122648    1.077675    0.005678
     616    1.183850    1.146476    0.001819
     617    1.127293    1.194038    0.007822
     618    1.208260    1.193541    0.000267
     619    1.269933    1.251660    0.000950
     620    1.195263    1.161444    0.001298
     621    1.206633    1.137334    0.004350
     622    1.412439    1.400324    0.010865
     623    1.143382    1.131917    0.002387
     624    1.118878    1.070655    0.006288
     625    1.147757    1.125620    0.002488
     626    1.202901    1.169071    0.001156
     627    1.611941    1.613210    0.041663
     628    1.205329    1.168069    0.001335
     629    1.138317    1.165587    0.003317
     630    1.183739    1.158426    0.001129
     631    1.119633    1.145389    0.004542
     632    1.221489    1.155340    0.003777
     633    1.109301    1.113358    0.004696
     634    1.328298    1.350725    0.003822
     635    1.187751    1.170796    0.000700
     636    1.278618    1.225194    0.003210
     637    1.271108    1.278256    0.000770
     638    1.276226    1.241874    0.001811
     639    1.128597    1.082296    0.005355
     640    1.272890    1.325976    0.003041
     641    1.070384    1.128786    0.012445
     642    1.158074    1.103568    0.004345
     643    1.444928    1.312522    0.025474
     644    1.224847    1.317414    0.007365
     645    1.356797    1.393393    0.006454
     646    1.193413    1.198199    0.000338
     647    1.323429    1.351339    0.003724
     648    1.176447    1.135526    0.002318
     649    1.203989    1.239718    0.001284
     650    1.226769    1.138732    0.006659
     651    1.138955    1.104764    0.003674
     652    1.140864    1.233383    0.010884
     653    1.246756    1.215608    0.000966
     654    1.216892    1.247534    0.000847
     655    1.576304    1.686761    0.041237
     656    1.174612    1.174974    0.000833
     657    1.170126    1.178444    0.001063
     658    1.189170    1.231171    0.002035
     659    1.243292    1.213937    0.000832
     660    1.165726    1.160007    0.001194
     661    1.163115    1.209087    0.003306
     662    1.131809    1.207863    0.008811
     663    1.276568    1.321541    0.002517
     664    1.260034    1.289743    0.001157
     665    1.206386    1.158195    0.002148
     666    1.214606    1.311513    0.008232
     667    1.146706    1.093011    0.004892
     668    1.231077    1.204869    0.000591
     669    1.271021    1.310884    0.002007
     670    1.291643    1.345926    0.003773
     671    1.293915    1.356019    0.004565
     672    1.299898    1.287784    0.001959
     673    1.702724    1.616868    0.064317
     674    1.177819    1.249775    0.005552
     675    1.136875    1.099859    0.004007
     676    1.118446    1.096591    0.004421
     677    1.411416    1.458581    0.012119
     678    1.200230    1.236808    0.001402
     679    1.546647    1.537775    0.029700
     680    1.217678    1.183310    0.001028
     681    1.163780    1.258908    0.009855
     682    1.519253    1.450814    0.027754
     683    1.106747    1.084746    0.005394
     684    1.236437    1.257588    0.000439
     685    1.115035    1.118417    0.004220
     686    1.139352    1.099885    0.004035
     687    1.147558    1.166663    0.002396
     688    1.269277    1.289604    0.001011
     689    1.243954    1.214577    0.000841
     690    1.294370    1.330093    0.002594
     691    1.270276    1.236515    0.001600
     692    1.308268    1.307046    0.002274
     693    1.255595    1.305955    0.002421
     694    1.139487    1.196585    0.005747
     695    1.374588    1.420435    0.008462
     696    1.254612    1.234779    0.000624
     697    1.308716    1.288537    0.002595
     698    1.298153    1.207103    0.008126
     699    1.304449    1.299801    0.002091
     700    1.625397    1.598663    0.044683
     701    1.420075    1.519978    0.018010
     702    1.588272    1.585239    0.037118
     703    1.619106    1.613891    0.043092
     704    1.630795    1.738987    0.051122
     705    1.333472    1.298637    0.004653
     706    1.575026    1.722432    0.045933
     707    1.328085    1.323590    0.003444
     708    1.268359    1.229161    0.001863
     709    1.329283    1.334557    0.003531
     710    1.269461    1.164653    0.009506
     711    1.106156    1.121695    0.005209
     712    1.089565    1.160382    0.011960
     713    1.134720    1.118477    0.003047
     714    1.096144    1.112588    0.006157
     715    1.166620    1.196998    0.002018
     716    1.308868    1.298851    0.002376
     717    1.321551    1.267827    0.005143
     718    1.198226    1.162069    0.001384
     719    1.099917    1.054926    0.007649
     720    1.216770    1.164862    0.002351
     721    1.128634    1.152487    0.003783
     722    1.231713    1.237242    0.000049
     723    1.183614    1.204584    0.000968
     724    1.225692    1.174850    0.002207
     725    1.130006    1.108791    0.003546
     726    1.566885    1.521182    0.034281
     727    1.623956    1.579427    0.045010
     728    1.193217    1.163509    0.001107
     729    1.124052    1.092813    0.004503
     730    1.237560    1.214891    0.000485
     731    1.138798    1.107022    0.003526
     732    1.254663    1.281397    0.000908
     733    1.253922    1.314140    0.003287
     734    1.158884    1.215241    0.004528
     735    1.206390    1.108970    0.008547
     736    1.218940    1.166602    0.002373
     737    1.112885    1.053421    0.008054
     738    1.659513    1.682933    0.051711
     739    1.054901    1.034573    0.010980
     740    1.185535    1.125422    0.003808
     741    1.112520    1.137383    0.005065
     742    1.205307    1.239903    0.001193
     743    1.162327    1.256484    0.009764
     744    1.093766    1.160029    0.010832
     745    1.137875    1.137572    0.002591
     746    1.194920    1.212044    0.000557
     747    1.224118    1.194813    0.000728
     748    1.221531    1.204351    0.000249
     749    1.181001    1.141390    0.002066
     750    1.268021    1.227945    0.001910
     751    1.207060    1.290906    0.006324
     752    1.191363    1.198206    0.000405
     753    1.331580    1.319566    0.003759
     754    1.333573    1.337735    0.003806
     755    1.262989    1.294860    0.001334
     756    1.525243    1.534226    0.026156
     757    1.180139    1.157740    0.001109
     758    1.140296    1.173288    0.003538
     759    1.243138    1.170066    0.004575
     760    1.143830    1.171577    0.003009
     761    1.176626    1.257042    0.006796
     762    1.232622    1.248403    0.000244
     763    1.248838    1.169116    0.005463
     764    1.184104    1.175562    0.000603
     765    1.172782    1.133027    0.002365
     766    1.199000    1.196714    0.000213
     767    1.216934    1.171622    0.001791
     768    1.309498    1.295737    0.002475
     769    1.309505    1.313023    0.002350
     770    1.228806    1.212685    0.000223
     771    1.198251    1.261791    0.003864
     772    1.170917    1.148063    0.001446
     773    1.166288    1.148537    0.001434
     774    1.764168    1.722569    0.076507
     775    1.245345    1.200379    0.001820
     776    1.161815    1.201072    0.002819
