   locus    deme        mean         std  mean_all_1   std_all_1  mean_all_2   std_all_2
      86       3    1.038469    1.669726    1.145062    1.818791    0.937682    1.508442
      86       4    1.043902    1.858999    1.022682    1.867459    1.065812    1.849968
      87       1    1.037447    1.637551    1.098906    1.782198    0.971924    1.464887
      87       2    1.000529    1.644796    1.105800    1.802134    0.882768    1.439586
      87       3    0.961559    1.811115    1.039552    2.050151    0.876727    1.504133
      87       4    1.127609    2.130542    1.259887    2.288223    0.987711    1.940165
      88       1    1.240474    2.270893    0.808261    1.191351    1.570540    2.785617
      88       2    1.078773    1.554251    1.055220    1.552607    1.100083    1.555429
      88       3    1.123684    1.618553    1.157887    1.559460    1.088228    1.676881
      88       4    1.168012    1.808595    0.979319    1.496624    1.344295    2.042057
      89       1    1.244745    2.293175    0.720463    1.020031    1.633846    2.834400
      89       2    1.202955    2.304494    0.894717    1.248100    1.438346    2.837028
      89       3    1.207251    2.034219    1.476601    2.382001    0.861647    1.398149
      89       4    1.040556    1.841444    1.037028    1.664105    1.043561    1.980018
      90       1    1.076308    1.893348    1.162721    2.242805    0.986727    1.438960
      90       2    1.071108    1.580552    1.240059    1.857753    0.901479    1.218110
      90       3    1.137032    2.016065    1.310560    2.414063    0.947531    1.438834
      90       4    1.115337    1.799063    1.120799    1.710218    1.110551    1.873434
      91       1    0.996529    1.455637    0.967545    1.363701    1.021720    1.530620
      91       2    1.067287    1.639037    1.247096    1.870500    0.855354    1.282952
      91       3    0.969409    1.366681    0.919562    1.291816    1.015978    1.431527
      91       4    1.065379    1.616352    1.142892    1.663631    0.990906    1.565978
      92       1    1.030651    1.629887    0.827949    1.222128    1.201248    1.889866
      92       2    1.304710    2.192810    1.684859    2.646135    0.781893    1.148677
      92       3    1.034133    1.542762    1.044598    1.595144    1.023284    1.486435
      92       4    1.104209    1.761485    0.899303    1.296361    1.305862    2.102510
      93       1    1.275744    2.338507    1.356812    2.719146    1.179420    1.778795
      93       2    1.367736    2.274962    0.957807    1.443405    1.691132    2.716180
      93       3    1.234500    1.902615    1.255354    2.061470    1.212533    1.719206
      93       4    1.382629    2.915050    1.574693    3.544666    1.171198    1.983667
      94       1    1.278605    1.965736    0.952398    1.310008    1.550942    2.344013
      94       2    1.511044    2.449143    1.995339    2.970401    0.819867    1.074279
      94       3    1.154024    1.714924    1.253532    1.840454    1.049621    1.565702
      94       4    1.290365    2.394282    0.807360    1.188759    1.666799    2.962340
      95       1    1.268478    2.066396    1.347566    2.272184    1.176008    1.791714
      95       2    1.216371    2.086241    1.441197    2.508913    0.996876    1.535804
      95       3    1.240856    1.974705    1.113325    1.865469    1.350373    2.057601
      95       4    1.254304    2.122156    1.367919    2.462476    1.122530    1.631443
      96       1    1.070596    1.527209    1.094169    1.486829    1.047765    1.564986
      96       2    1.245682    2.124827    1.481353    2.530821    0.973441    1.480928
      96       3    1.214553    2.097163    1.472633    2.645449    0.953358    1.277011
      96       4    1.385182    2.433909    0.892209    1.328872    1.800077    3.007775
      97       1    1.094180    1.727596    1.138224    1.750036    1.044114    1.700344
      97       2    1.218285    2.044185    1.516126    2.517417    0.879713    1.228542
      97       3    1.099986    1.622177    0.983836    1.496281    1.206346    1.722586
      97       4    1.096630    1.860313    1.209867    2.189352    0.980177    1.436551
      98       1    1.006253    1.570998    0.882866    1.332753    1.115234    1.747495
      98       2    1.028130    1.836980    1.183272    2.081482    0.833064    1.449678
      98       3    1.016113    1.623377    0.844359    1.365566    1.175290    1.815719
      98       4    0.973990    1.525619    1.008020    1.577652    0.939273    1.469827
      99       1    1.175694    1.909303    1.286035    2.190438    1.052261    1.525536
      99       2    1.616837    3.054031    0.754295    1.156293    2.172950    3.699956
      99       3    1.239835    1.842702    1.291060    1.998264    1.193674    1.688968
      99       4    1.371073    2.219197    1.684581    2.628367    1.030076    1.595074
     100       1    1.155947    1.766809    1.073660    1.724295    1.238564    1.804717
