   locus        mean         std
     477    0.257457    0.057704
     478    0.923658    0.031796
     479    0.814702    0.047556
     480    0.595521    0.062095
     481    0.487422    0.066415
     482    0.905817    0.034440
     483    0.898921    0.036829
     484    0.469479    0.062432
     485    0.674052    0.061036
     486    0.676235    0.058365
     487    0.874075    0.041083
     488    0.565107    0.065325
     489    0.892213    0.036444
     490    0.232809    0.051792
     491    0.788137    0.052137
     492    0.788593    0.050709
     493    0.909617    0.031111
     494    0.564393    0.064720
     495    0.555814    0.063347
     496    0.786296    0.049259
     497    0.678985    0.060279
     498    0.910635    0.030801
     499    0.680731    0.061845
     500    0.930180    0.029230
     501    0.558357    0.064210
     502    0.913268    0.033411
     503    0.422483    0.065700
     504    0.421019    0.063886
     505    0.742163    0.056241
     506    0.612238    0.062709
     507    0.478867    0.063338
     508    0.567647    0.064162
     509    0.717039    0.058431
     510    0.612922    0.062586
     511    0.873428    0.041725
     512    0.918176    0.029610
     513    0.572416    0.063697
     514    0.914837    0.032316
     515    0.571304    0.064471
     516    0.573246    0.064308
     517    0.912641    0.032966
     518    0.852750    0.043115
     519    0.733684    0.054887
     520    0.915556    0.033079
     521    0.884123    0.036441
     522    0.830779    0.045040
     523    0.929827    0.028011
     524    0.922110    0.028705
     525    0.922130    0.031451
     526    0.357455    0.060847
     527    0.664504    0.060589
     528    0.482507    0.064359
     529    0.929271    0.028021
     530    0.935403    0.026809
     531    0.936212    0.026002
     532    0.677325    0.060067
     533    0.967926    0.016801
     534    0.437201    0.066970
     535    0.927379    0.026600
     536    0.809057    0.050078
     537    0.435412    0.063829
     538    0.934059    0.026008
     539    0.543333    0.063086
     540    0.545081    0.064160
     541    0.895822    0.034309
     542    0.744821    0.054354
     543    0.563443    0.063363
     544    0.954041    0.023023
     545    0.610777    0.062444
     546    0.411814    0.064675
     547    0.346522    0.063473
     548    0.757170    0.054865
     549    0.688427    0.061074
     550    0.957192    0.021532
     551    0.687780    0.058240
     552    0.933456    0.027393
     553    0.823484    0.046527
     554    0.889280    0.035629
     555    0.908011    0.032720
     556    0.915062    0.033788
     557    0.869134    0.040027
     558    0.870900    0.039379
     559    0.684417    0.062274
     560    0.871435    0.040223
     561    0.777871    0.054856
     562    0.774825    0.052497
     563    0.941627    0.025571
     564    0.776310    0.053903
     565    0.911814    0.031046
     566    0.856065    0.042940
     567    0.941752    0.026851
     568    0.941365    0.024326
     569    0.914425    0.031161
     570    0.710392    0.057634
     571    0.904338    0.033776
     572    0.940429    0.026363
     573    0.790257    0.051515
     574    0.938769    0.027899
     575    0.520961    0.064931
     576    0.942772    0.024729
     577    0.531282    0.062974
     578    0.079557    0.030403
     579    0.949156    0.024195
     580    0.091460    0.032189
     581    0.096563    0.032997
     582    0.920529    0.031060
     583    0.096245    0.034412
     584    0.922276    0.032370
     585    0.097126    0.033284
     586    0.878532    0.037528
     587    0.920196    0.031690
     588    0.882977    0.039038
     589    0.915027    0.030092
     590    0.921642    0.031382
     591    0.711403    0.057119
     592    0.910948    0.034367
     593    0.105276    0.036711
     594    0.189753    0.045432
     595    0.966908    0.018152
     596    0.842802    0.044535
     597    0.848636    0.043311
     598    0.334952    0.059274
     599    0.168686    0.045010
     600    0.836986    0.043873
     601    0.926247    0.028787
     602    0.372607    0.060288
     603    0.895616    0.035111
     604    0.810292    0.049801
     605    0.807704    0.049645
     606    0.880627    0.036827
     607    0.212493    0.048865
     608    0.932698    0.026960
     609    0.212359    0.048143
     610    0.809212    0.048424
     611    0.806641    0.048526
     612    0.903141    0.035386
     613    0.870943    0.040659
     614    0.782223    0.051199
     615    0.236307    0.052706
     616    0.912746    0.032274
     617    0.302508    0.058271
     618    0.719186    0.058884
     619    0.873456    0.039779
     620    0.297794    0.057271
     621    0.724857    0.057024
     622    0.772192    0.054440
     623    0.724221    0.057112
     624    0.290196    0.056243
     625    0.944560    0.024555
     626    0.890376    0.038089
     627    0.774913    0.052934
     628    0.293576    0.056462
     629    0.294013    0.058439
     630    0.581630    0.062842
     631    0.922950    0.028113
     632    0.944173    0.024751
     633    0.926022    0.027650
     634    0.756798    0.053935
     635    0.639316    0.061460
     636    0.393429    0.064985
     637    0.936292    0.026676
     638    0.639551    0.061370
     639    0.937061    0.026134
     640    0.633651    0.062919
     641    0.926739    0.027829
     642    0.617474    0.064395
     643    0.882544    0.036917
     644    0.618409    0.063232
     645    0.882192    0.037650
     646    0.911471    0.033991
     647    0.136036    0.040675
     648    0.413674    0.064391
     649    0.828824    0.045823
     650    0.418764    0.064349
     651    0.501015    0.063536
     652    0.878909    0.037047
     653    0.824391    0.044743
     654    0.438618    0.063718
     655    0.975361    0.014537
     656    0.437420    0.063798
     657    0.585087    0.064932
     658    0.595579    0.065922
     659    0.948095    0.023309
     660    0.584371    0.064040
     661    0.865862    0.040202
     662    0.436236    0.061078
     663    0.956709    0.021350
     664    0.958031    0.021334
     665    0.433871    0.063862
     666    0.909402    0.034205
     667    0.900097    0.033937
     668    0.590167    0.064134
     669    0.638923    0.062457
     670    0.645766    0.067014
     671    0.381642    0.063852
     672    0.661068    0.062792
     673    0.340293    0.064698
     674    0.920657    0.031511
     675    0.942201    0.025016
     676    0.784020    0.051917
     677    0.334446    0.061473
     678    0.873561    0.039827
     679    0.883098    0.038187
     680    0.853056    0.042575
     681    0.870231    0.040728
     682    0.683630    0.060906
     683    0.720395    0.055963
     684    0.940661    0.025097
     685    0.719034    0.057069
     686    0.865301    0.042666
     687    0.769050    0.052895
     688    0.808993    0.048591
     689    0.929858    0.027396
     690    0.906327    0.033206
     691    0.680127    0.060190
     692    0.885731    0.038223
     693    0.940384    0.026772
     694    0.852042    0.043275
     695    0.903280    0.035433
     696    0.776154    0.051873
     697    0.604153    0.063977
     698    0.511128    0.065359
     699    0.625067    0.064311
     700    0.465396    0.069812
     701    0.558416    0.068149
     702    0.974679    0.014882
     703    0.553520    0.069113
     704    0.465810    0.066301
     705    0.862844    0.040271
     706    0.555398    0.065342
     707    0.872632    0.041519
     708    0.790132    0.051037
     709    0.951242    0.023667
     710    0.901276    0.033584
     711    0.685608    0.059401
     712    0.441190    0.065109
     713    0.511146    0.063826
     714    0.678751    0.057583
     715    0.281225    0.055298
     716    0.939337    0.026599
     717    0.953719    0.024258
     718    0.804842    0.047638
     719    0.435424    0.063757
     720    0.893139    0.033904
     721    0.276986    0.057105
     722    0.275118    0.054794
     723    0.743068    0.057058
     724    0.911447    0.031871
     725    0.265457    0.053656
     726    0.854493    0.046514
     727    0.638503    0.065977
     728    0.656954    0.062326
     729    0.910039    0.031986
     730    0.938131    0.026045
     731    0.818095    0.046723
     732    0.252505    0.054605
     733    0.252721    0.054370
     734    0.938839    0.026067
     735    0.738776    0.056621
     736    0.801794    0.051316
     737    0.916216    0.030340
     738    0.975751    0.014332
     739    0.739979    0.055887
     740    0.600153    0.063491
     741    0.855230    0.040899
     742    0.859037    0.041035
     743    0.939666    0.025628
     744    0.813141    0.046065
     745    0.904877    0.032887
     746    0.160645    0.043467
     747    0.942430    0.024827
     748    0.856150    0.042324
     749    0.109739    0.034244
     750    0.941433    0.024432
     751    0.126117    0.038595
     752    0.888977    0.038258
     753    0.657818    0.065040
     754    0.890704    0.036003
     755    0.715964    0.055763
     756    0.859031    0.041631
     757    0.126003    0.037671
     758    0.888677    0.034640
     759    0.929635    0.027670
     760    0.889534    0.037538
     761    0.145157    0.040003
     762    0.903108    0.032708
     763    0.145195    0.040556
     764    0.879315    0.038873
     765    0.877129    0.036525
     766    0.879464    0.036896
     767    0.495289    0.066960
     768    0.497387    0.065125
     769    0.527324    0.064222
     770    0.499588    0.064021
     771    0.838058    0.044067
     772    0.810434    0.048647
     773    0.333101    0.059530
     774    0.975871    0.015321
     775    0.329136    0.060222
     776    0.512253    0.064691
     777    0.962018    0.019058
     778    0.935288    0.026750
     779    0.416757    0.063015
     780    0.936727    0.026461
     781    0.691105    0.058954
     782    0.525413    0.064503
     783    0.380615    0.060525
     784    0.957512    0.020244
     785    0.709387    0.054684
     786    0.934265    0.026577
     787    0.906614    0.032457
     788    0.916883    0.029463
     789    0.919758    0.028634
     790    0.954197    0.021309
     791    0.347696    0.060652
     792    0.665507    0.060865
     793    0.834121    0.045568
     794    0.743243    0.055612
     795    0.580603    0.062805
     796    0.443730    0.063954
     797    0.726973    0.059283
     798    0.894150    0.034610
     799    0.443520    0.064851
     800    0.798316    0.050356
     801    0.798096    0.048649
     802    0.245638    0.053237
     803    0.596498    0.064392
     804    0.732072    0.057578
     805    0.835460    0.044529
     806    0.791212    0.050228
     807    0.653915    0.062503
     808    0.956838    0.020395
     809    0.711501    0.059883
     810    0.722956    0.057080
     811    0.814543    0.046693
     812    0.573573    0.064569
     813    0.903279    0.033183
     814    0.937908    0.025635
     815    0.804922    0.048621
     816    0.575478    0.065302
     817    0.470982    0.066338
     818    0.724721    0.057024
     819    0.916733    0.029693
     820    0.934856    0.026888
     821    0.496847    0.067188
     822    0.563352    0.066313
     823    0.493523    0.072340
     824    0.617373    0.062391
     825    0.525829    0.065052
     826    0.920581    0.030720
     827    0.507500    0.067997
     828    0.883363    0.036848
     829    0.921968    0.033296
     830    0.434071    0.065217
     831    0.723650    0.057573
     832    0.723280    0.059492
     833    0.271626    0.055573
     834    0.902129    0.033119
     835    0.341267    0.062545
     836    0.696912    0.059936
     837    0.628669    0.061894
     838    0.881824    0.037498
     839    0.581261    0.062910
     840    0.931323    0.028958
     841    0.514700    0.064524
     842    0.926606    0.027872
     843    0.327893    0.060456
     844    0.929765    0.028698
     845    0.842285    0.045657
     846    0.841564    0.045807
     847    0.615520    0.063419
     848    0.687198    0.061313
     849    0.836306    0.045171
     850    0.784999    0.048837
     851    0.912290    0.032183
     852    0.912338    0.032941
     853    0.917557    0.028756
     854    0.900006    0.033235
     855    0.917766    0.029735
     856    0.918241    0.030348
     857    0.898606    0.034656
     858    0.899049    0.032016
     859    0.470953    0.069667
     860    0.468757    0.067452
     861    0.119348    0.037184
     862    0.118138    0.036387
     863    0.898122    0.035318
     864    0.641821    0.066216
     865    0.464275    0.067402
     866    0.468495    0.065240
     867    0.508071    0.064866
     868    0.511658    0.066457
     869    0.572133    0.068634
     870    0.942958    0.024879
     871    0.507247    0.065151
     872    0.900024    0.032610
     873    0.900398    0.033640
     874    0.682578    0.060940
     875    0.704603    0.058808
     876    0.878837    0.036862
     877    0.942295    0.025396
     878    0.903477    0.032932
     879    0.701945    0.058745
     880    0.841839    0.046259
     881    0.505586    0.065590
     882    0.517988    0.065729
     883    0.943893    0.026481
     884    0.842640    0.043006
     885    0.867897    0.041747
     886    0.844981    0.043455
     887    0.941696    0.026058
     888    0.853882    0.043169
     889    0.581681    0.065870
     890    0.538931    0.067592
     891    0.815800    0.049317
     892    0.163811    0.042962
     893    0.964834    0.018345
     894    0.165827    0.042753
     895    0.162976    0.042153
     896    0.856357    0.041406
     897    0.880102    0.040093
     898    0.856416    0.041795
     899    0.159991    0.040666
     900    0.857431    0.041746
     901    0.881297    0.038598
     902    0.555217    0.066919
     903    0.165021    0.044282
     904    0.163772    0.042919
     905    0.875049    0.040429
     906    0.855179    0.041931
     907    0.857085    0.042173
     908    0.801201    0.051073
     909    0.619607    0.062690
     910    0.803523    0.049422
     911    0.860419    0.041616
     912    0.800823    0.050693
     913    0.801454    0.049043
     914    0.857800    0.041225
     915    0.799907    0.048220
     916    0.711584    0.058437
     917    0.715099    0.059620
     918    0.313756    0.059169
     919    0.939934    0.024590
     920    0.939779    0.028407
     921    0.822482    0.046100
     922    0.400261    0.062850
     923    0.845992    0.043750
     924    0.922269    0.029611
     925    0.767473    0.051977
     926    0.868480    0.041933
     927    0.852734    0.042665
     928    0.813966    0.047306
     929    0.808621    0.046855
     930    0.886426    0.035992
     931    0.944694    0.026288
     932    0.944874    0.026255
     933    0.833964    0.044486
     934    0.926505    0.029628
     935    0.768598    0.052425
     936    0.791256    0.050658
     937    0.722900    0.055294
     938    0.958998    0.021755
     939    0.698132    0.060064
     940    0.854707    0.043235
     941    0.511335    0.064967
     942    0.894166    0.035568
     943    0.513019    0.065433
     944    0.508019    0.064495
     945    0.784095    0.051338
     946    0.635324    0.061762
     947    0.718930    0.057258
     948    0.307147    0.058782
     949    0.715893    0.058920
     950    0.862276    0.041666
     951    0.708516    0.059040
     952    0.862760    0.041604
     953    0.709456    0.060142
     954    0.862565    0.041861
     955    0.891227    0.035407
     956    0.933307    0.027224
     957    0.889617    0.037024
     958    0.861822    0.041237
     959    0.893028    0.035282
     960    0.891228    0.035932
     961    0.125545    0.035335
     962    0.945148    0.026344
     963    0.862040    0.041407
     964    0.892171    0.036321
     965    0.943072    0.028243
     966    0.893523    0.035313
     967    0.892209    0.035354
     968    0.125051    0.036258
     969    0.881821    0.036020
     970    0.776412    0.050444
     971    0.781240    0.051409
     972    0.781995    0.050670
     973    0.912933    0.029583
     974    0.780313    0.050872
     975    0.238986    0.050465
     976    0.247473    0.053998
     977    0.886423    0.035924
     978    0.619998    0.063093
     979    0.777631    0.052377
     980    0.401594    0.063122
     981    0.888156    0.036239
     982    0.415014    0.067130
     983    0.937056    0.026799
     984    0.733482    0.054668
     985    0.776057    0.052541
     986    0.810889    0.050569
     987    0.910200    0.033988
     988    0.776830    0.052702
     989    0.669279    0.062659
     990    0.763764    0.053037
     991    0.705775    0.056332
     992    0.812149    0.048510
     993    0.900615    0.034364
     994    0.810462    0.049611
     995    0.596704    0.062995
     996    0.885955    0.035913
     997    0.542391    0.063136
     998    0.813844    0.047711
     999    0.651950    0.063679
    1000    0.811675    0.051336
    1001    0.911910    0.032753
    1002    0.650460    0.063032
    1003    0.689290    0.057837
    1004    0.938718    0.025215
    1005    0.648568    0.059558
    1006    0.945788    0.023856
    1007    0.803242    0.049272
    1008    0.718676    0.058824
    1009    0.646805    0.063588
    1010    0.650162    0.060719
    1011    0.907196    0.034415
    1012    0.665437    0.061374
    1013    0.850188    0.041608
    1014    0.813110    0.048271
    1015    0.665246    0.064581
    1016    0.910265    0.033731
    1017    0.897461    0.035731
    1018    0.704598    0.061752
    1019    0.908441    0.032869
    1020    0.584457    0.070275
    1021    0.733500    0.059372
    1022    0.896906    0.034170
    1023    0.672783    0.060950
    1024    0.900405    0.034560
    1025    0.901195    0.033554
    1026    0.808152    0.049226
    1027    0.933917    0.027560
    1028    0.851598    0.043749
    1029    0.808168    0.049459
    1030    0.211376    0.050512
    1031    0.214582    0.051363
    1032    0.899786    0.034338
    1033    0.296096    0.059989
    1034    0.901080    0.035390
    1035    0.899841    0.034043
    1036    0.827793    0.046502
    1037    0.739359    0.059613
    1038    0.701105    0.061413
    1039    0.492210    0.068989
    1040    0.944189    0.023857
    1041    0.279364    0.056583
    1042    0.830610    0.047359
    1043    0.821748    0.050337
    1044    0.835048    0.046756
    1045    0.231663    0.051568
    1046    0.750081    0.058887
    1047    0.931234    0.028376
    1048    0.899297    0.034204
    1049    0.875256    0.038037
    1050    0.934568    0.026410
    1051    0.825461    0.047068
    1052    0.950066    0.022278
    1053    0.728463    0.055489
    1054    0.194844    0.047130
    1055    0.939032    0.026991
    1056    0.940328    0.026609
    1057    0.133716    0.038592
    1058    0.928350    0.027246
    1059    0.185449    0.046532
    1060    0.181610    0.046941
    1061    0.171359    0.044699
    1062    0.941156    0.025046
    1063    0.693848    0.062866
    1064    0.340540    0.058205
    1065    0.840292    0.045313
    1066    0.644617    0.061298
    1067    0.323945    0.059892
    1068    0.696538    0.060826
    1069    0.660623    0.064439
    1070    0.421668    0.063239
