   locus    deme        mean         std
      50       3    0.895969    0.028483
      50       4    0.901748    0.028516
      51       1    0.116930    0.031279
      51       2    0.165602    0.035691
      51       3    0.384103    0.044784
      51       4    0.320573    0.043790
      52       1    0.994122    0.008034
      52       2    0.993018    0.008658
      52       3    0.855811    0.033047
      52       4    0.932488    0.022999
      53       1    0.868989    0.030965
      53       2    0.832848    0.034809
      53       3    0.892299    0.030180
      53       4    0.891380    0.028817
      54       1    0.248329    0.042415
      54       2    0.330386    0.043098
      54       3    0.485435    0.048926
      54       4    0.425149    0.046372
      55       1    0.140906    0.033744
      55       2    0.214239    0.039253
      55       3    0.189957    0.037317
      55       4    0.282966    0.041213
      56       1    0.860323    0.035033
      56       2    0.790241    0.037156
      56       3    0.811915    0.036207
      56       4    0.723050    0.040869
      57       1    0.860043    0.033274
      57       2    0.784220    0.039462
      57       3    0.814116    0.037211
      57       4    0.722832    0.040125
      58       1    0.890565    0.030111
      58       2    0.880952    0.030870
      58       3    0.698642    0.043081
      58       4    0.853011    0.032905
      59       1    0.861676    0.032649
      59       2    0.785035    0.037788
      59       3    0.809957    0.037748
      59       4    0.723324    0.042363
      60       1    0.688776    0.043545
      60       2    0.704881    0.045310
      60       3    0.645656    0.045230
      60       4    0.741098    0.041494
      61       1    0.994881    0.006996
      61       2    0.992667    0.008776
      61       3    0.853522    0.032813
      61       4    0.933196    0.023275
      62       1    0.756967    0.040913
      62       2    0.654064    0.044718
      62       3    0.514540    0.047948
      62       4    0.576714    0.046128
      63       1    0.243875    0.042252
      63       2    0.342464    0.045232
      63       3    0.482641    0.048435
      63       4    0.314119    0.041440
      64       1    0.243846    0.039671
      64       2    0.273530    0.042239
      64       3    0.479492    0.045667
      64       4    0.306586    0.042328
      65       1    0.761277    0.039782
      65       2    0.729894    0.043093
      65       3    0.522223    0.046539
      65       4    0.697904    0.043436
      66       1    0.252247    0.040372
      66       2    0.273027    0.043929
      66       3    0.480816    0.046905
      66       4    0.308493    0.043628
      67       1    0.251312    0.041957
      67       2    0.273003    0.042235
      67       3    0.482610    0.045546
      67       4    0.307731    0.040511
      68       1    0.252956    0.041101
      68       2    0.272879    0.041883
      68       3    0.481673    0.047779
      68       4    0.312208    0.043276
      69       1    0.751065    0.040681
      69       2    0.733161    0.040958
      69       3    0.523971    0.048244
      69       4    0.692737    0.043880
      70       1    0.888338    0.029768
      70       2    0.883958    0.031294
      70       3    0.842854    0.034495
      70       4    0.917674    0.025542
      71       1    0.252953    0.042511
      71       2    0.271564    0.042629
      71       3    0.481503    0.047324
      71       4    0.307399    0.043177
      72       1    0.861130    0.033993
      72       2    0.839862    0.034291
      72       3    0.673311    0.043343
      72       4    0.770591    0.038287
      73       1    0.140777    0.033625
      73       2    0.163619    0.034471
      73       3    0.326155    0.044951
      73       4    0.232608    0.038419
      74       1    0.858963    0.033289
      74       2    0.838316    0.034108
      74       3    0.674092    0.042794
      74       4    0.772281    0.039091
      75       1    0.990010    0.009831
      75       2    0.951539    0.021079
      75       3    0.779375    0.038266
      75       4    0.878858    0.029398
      76       1    0.860807    0.033247
      76       2    0.840502    0.034811
      76       3    0.677228    0.042475
      76       4    0.769788    0.040505
      77       1    0.896051    0.028578
      77       2    0.888147    0.030004
      77       3    0.834352    0.033361
      77       4    0.918115    0.025735
      78       1    0.151424    0.033919
      78       2    0.133846    0.032858
      78       3    0.319155    0.043779
      78       4    0.231545    0.038655
      79       1    0.851550    0.032904
      79       2    0.868135    0.031675
      79       3    0.684568    0.042799
      79       4    0.773206    0.038203
      80       1    0.851099    0.034082
      80       2    0.867975    0.032310
      80       3    0.681646    0.042189
      80       4    0.771708    0.039636
      81       1    0.852406    0.033387
      81       2    0.865403    0.032117
      81       3    0.682076    0.044302
      81       4    0.771794    0.038766
      82       1    0.897223    0.028114
      82       2    0.886792    0.030102
      82       3    0.834469    0.034238
      82       4    0.918206    0.026204
      83       1    0.960397    0.018518
      83       2    0.958283    0.019428
      83       3    0.739102    0.040489
      83       4    0.861930    0.031469
      84       1    0.249812    0.042171
      84       2    0.234048    0.037886
      84       3    0.480660    0.047630
      84       4    0.305613    0.042032
      85       1    0.925642    0.025984
      85       2    0.890554    0.029177
      85       3    0.881633    0.030743
      85       4    0.929372    0.023963
      86       1    0.911493    0.026355
      86       2    0.890485    0.029781
      86       3    0.831686    0.034419
      86       4    0.831467    0.033966
      87       1    0.916145    0.026638
      87       2    0.913512    0.028043
      87       3    0.898556    0.026667
      87       4    0.896038    0.028389
      88       1    0.105536    0.030107
      88       2    0.211228    0.039665
      88       3    0.257731    0.041204
      88       4    0.187682    0.037187
      89       1    0.166349    0.035614
      89       2    0.213853    0.038998
      89       3    0.432007    0.047556
      89       4    0.303650    0.042731
      90       1    0.916596    0.025725
      90       2    0.914431    0.025733
      90       3    0.914254    0.026327
      90       4    0.897444    0.029088
      91       1    0.604297    0.045973
      91       2    0.716353    0.040835
      91       3    0.596234    0.047566
      91       4    0.620908    0.043271
      92       1    0.479262    0.048036
      92       2    0.709842    0.043503
      92       3    0.558765    0.048129
      92       4    0.495044    0.046976
      93       1    0.995553    0.006734
      93       2    0.847828    0.033082
      93       3    0.951191    0.019541
      93       4    0.991560    0.009445
      94       1    0.440679    0.047439
      94       2    0.703370    0.042868
      94       3    0.556806    0.048449
      94       4    0.404996    0.046016
      95       1    0.919010    0.025885
      95       2    0.969736    0.016197
      95       3    0.848227    0.034562
      95       4    0.932939    0.024218
      96       1    0.893513    0.029876
      96       2    0.988133    0.011212
      96       3    0.962597    0.018206
      96       4    0.811293    0.036521
      97       1    0.917569    0.026517
      97       2    0.970246    0.016610
      97       3    0.848489    0.034117
      97       4    0.933798    0.022896
      98       1    0.546121    0.047813
      98       2    0.696356    0.045049
      98       3    0.540766    0.047070
      98       4    0.595072    0.044962
      99       1    0.564370    0.046218
      99       2    0.315809    0.044308
      99       3    0.501411    0.046988
      99       4    0.603697    0.045373
     100       1    0.668262    0.045048
     100       2    0.442866    0.048053
     100       3    0.758577    0.040272
     100       4    0.745156    0.040589
     101       1    0.917358    0.027298
     101       2    0.970421    0.016691
     101       3    0.848298    0.035640
     101       4    0.923548    0.024768
     102       1    0.890932    0.028945
     102       2    0.978802    0.014314
     102       3    0.960590    0.019520
     102       4    0.818567    0.035356
     103       1    0.110871    0.030477
     103       2    0.023197    0.014788
     103       3    0.040775    0.018610
     103       4    0.184464    0.036974
     104       1    0.918131    0.027187
     104       2    0.969838    0.016480
     104       3    0.846723    0.032751
     104       4    0.923865    0.024255
     105       1    0.892850    0.029089
     105       2    0.978500    0.013704
     105       3    0.960616    0.018651
     105       4    0.817309    0.036056
     106       1    0.640676    0.046949
     106       2    0.719434    0.042558
     106       3    0.640786    0.045658
     106       4    0.597646    0.045612
     107       1    0.938438    0.021964
     107       2    0.980646    0.013472
     107       3    0.963529    0.016895
     107       4    0.886191    0.029309
     108       1    0.891906    0.028969
     108       2    0.978407    0.014175
     108       3    0.960453    0.018501
     108       4    0.818155    0.035522
     109       1    0.233814    0.039948
     109       2    0.151644    0.033699
     109       3    0.295257    0.041792
     109       4    0.296585    0.042466
     110       1    0.649164    0.045938
     110       2    0.453353    0.047736
     110       3    0.765603    0.039160
     110       4    0.744215    0.040430
     111       1    0.766487    0.040502
     111       2    0.853228    0.035152
     111       3    0.707535    0.041189
     111       4    0.706195    0.041579
     112       1    0.232868    0.040078
     112       2    0.149910    0.033214
     112       3    0.297391    0.043631
     112       4    0.299076    0.042804
     113       1    0.767776    0.040073
     113       2    0.854529    0.033760
     113       3    0.686278    0.043736
     113       4    0.707167    0.043276
     114       1    0.579863    0.049894
     114       2    0.729030    0.043334
     114       3    0.544149    0.046394
     114       4    0.532624    0.046423
     115       1    0.481726    0.046595
     115       2    0.669687    0.044457
     115       3    0.396780    0.046678
     115       4    0.431836    0.045400
     116       1    0.521282    0.046757
     116       2    0.337336    0.044419
     116       3    0.606168    0.046374
     116       4    0.569372    0.045990
     117       1    0.374655    0.045844
     117       2    0.653998    0.044687
     117       3    0.341303    0.045693
     117       4    0.261265    0.041183
     118       1    0.974976    0.015639
     118       2    0.929027    0.023572
     118       3    0.893669    0.028214
     118       4    0.978648    0.013689
     119       1    0.626315    0.044832
     119       2    0.358129    0.043585
     119       3    0.663936    0.044365
     119       4    0.744895    0.040837
     120       1    0.793361    0.038945
     120       2    0.852547    0.034349
     120       3    0.658948    0.043444
     120       4    0.648641    0.045050
     121       1    0.629124    0.048485
     121       2    0.356674    0.045760
     121       3    0.663450    0.043469
     121       4    0.742450    0.041348
     122       1    0.479511    0.048792
     122       2    0.512979    0.047725
     122       3    0.390356    0.047306
     122       4    0.426573    0.044190
     123       1    0.633636    0.045711
     123       2    0.499747    0.047974
     123       3    0.666619    0.043541
     123       4    0.748488    0.040236
     124       1    0.918519    0.025977
     124       2    0.959980    0.019168
     124       3    0.865250    0.031234
     124       4    0.924420    0.025537
     125       1    0.668430    0.045006
     125       2    0.676889    0.045315
     125       3    0.826161    0.035337
     125       4    0.788774    0.038354
     126       1    0.658942    0.045628
     126       2    0.615778    0.046213
     126       3    0.528086    0.045525
     126       4    0.538742    0.045578
     127       1    0.621863    0.047915
     127       2    0.503401    0.048482
     127       3    0.668448    0.045518
     127       4    0.747949    0.039587
     128       1    0.651975    0.045996
     128       2    0.521987    0.049894
     128       3    0.479805    0.047268
     128       4    0.525098    0.046919
     129       1    0.634925    0.046226
     129       2    0.613992    0.044446
     129       3    0.725419    0.041918
     129       4    0.773826    0.037999
     130       1    0.939828    0.023232
     130       2    0.991512    0.008872
     130       3    0.974357    0.015131
     130       4    0.889833    0.027930
     131       1    0.836308    0.036365
     131       2    0.986546    0.011742
     131       3    0.959412    0.019502
     131       4    0.716253    0.043036
     132       1    0.835833    0.035830
     132       2    0.986390    0.011710
     132       3    0.959383    0.019335
     132       4    0.718111    0.040982
     133       1    0.708079    0.043487
     133       2    0.529481    0.048317
     133       3    0.493128    0.048680
     133       4    0.642087    0.043883
     134       1    0.659222    0.046152
     134       2    0.706288    0.042801
     134       3    0.818897    0.035402
     134       4    0.781924    0.038125
     135       1    0.835659    0.034318
     135       2    0.986427    0.011746
     135       3    0.959463    0.019089
     135       4    0.718360    0.041843
     136       1    0.822063    0.035578
     136       2    0.893698    0.028093
     136       3    0.842465    0.034216
     136       4    0.890845    0.029334
     137       1    0.692605    0.045227
     137       2    0.759274    0.040438
     137       3    0.802171    0.036963
     137       4    0.907203    0.027403
     138       1    0.510288    0.047092
     138       2    0.297321    0.043799
     138       3    0.282878    0.041976
     138       4    0.502084    0.046765
     139       1    0.510083    0.048471
     139       2    0.316012    0.042845
     139       3    0.291202    0.043073
     139       4    0.511045    0.047477
     140       1    0.808470    0.036911
     140       2    0.879756    0.030221
     140       3    0.912722    0.027665
     140       4    0.695373    0.044148
     141       1    0.191819    0.037644
     141       2    0.122241    0.030810
     141       3    0.089593    0.027487
     141       4    0.307494    0.041438
     142       1    0.738711    0.042516
     142       2    0.844798    0.033956
     142       3    0.844886    0.033216
     142       4    0.827116    0.034030
     143       1    0.894743    0.028130
     143       2    0.929745    0.024309
     143       3    0.973073    0.015249
     143       4    0.961438    0.017709
     144       1    0.683639    0.046086
     144       2    0.575626    0.047227
     144       3    0.531883    0.047948
     144       4    0.650075    0.044597
     145       1    0.691464    0.045090
     145       2    0.576947    0.045829
     145       3    0.534740    0.047587
     145       4    0.653212    0.046152
     146       1    0.420709    0.048559
     146       2    0.217849    0.039195
     146       3    0.255328    0.041694
     146       4    0.414766    0.045294
     147       1    0.966274    0.016594
     147       2    0.990412    0.009816
     147       3    0.870405    0.030663
     147       4    0.920423    0.024426
     148       1    0.690085    0.043291
     148       2    0.574384    0.045958
     148       3    0.530354    0.046434
     148       4    0.659544    0.045307
     149       1    0.726627    0.042817
     149       2    0.622952    0.047758
     149       3    0.719802    0.043166
     149       4    0.758799    0.039050
     150       1    0.560705    0.045745
     150       2    0.607356    0.045965
     150       3    0.674981    0.044104
     150       4    0.516433    0.044718
     151       1    0.600667    0.046669
     151       2    0.643804    0.044325
     151       3    0.687005    0.043315
     151       4    0.531083    0.046340
     152       1    0.693970    0.042980
     152       2    0.715558    0.040409
     152       3    0.784033    0.039102
     152       4    0.781063    0.037876
     153       1    0.836515    0.035210
     153       2    0.861650    0.031246
     153       3    0.775381    0.040109
     153       4    0.834591    0.034188
     154       1    0.880461    0.030508
     154       2    0.985129    0.012305
     154       3    0.917837    0.025655
     154       4    0.766923    0.038447
     155       1    0.950082    0.021127
     155       2    0.887810    0.029037
     155       3    0.991936    0.008443
     155       4    0.964672    0.017138
     156       1    0.768365    0.038961
     156       2    0.756418    0.041368
     156       3    0.734150    0.040350
     156       4    0.807772    0.036282
     157       1    0.748260    0.040125
     157       2    0.851926    0.034000
     157       3    0.843164    0.033091
     157       4    0.816771    0.036520
     158       1    0.881095    0.032437
     158       2    0.985394    0.012576
     158       3    0.915160    0.025551
     158       4    0.765462    0.037776
     159       1    0.340098    0.044792
     159       2    0.534869    0.045842
     159       3    0.448488    0.045511
     159       4    0.373498    0.044749
     160       1    0.285761    0.044735
     160       2    0.532495    0.047558
     160       3    0.449637    0.046597
     160       4    0.370857    0.045189
     161       1    0.892577    0.029217
     161       2    0.868793    0.032345
     161       3    0.990334    0.009463
     161       4    0.963203    0.017546
     162       1    0.899767    0.028306
     162       2    0.748130    0.039916
     162       3    0.826222    0.034958
     162       4    0.801936    0.037703
     163       1    0.135107    0.033571
     163       2    0.363980    0.044174
     163       3    0.226512    0.040643
     163       4    0.209400    0.037548
     164       1    0.133583    0.032135
     164       2    0.364441    0.045864
     164       3    0.224980    0.039223
     164       4    0.200475    0.036279
     165       1    0.224932    0.040090
     165       2    0.169015    0.036620
     165       3    0.357230    0.046344
     165       4    0.272567    0.041806
     166       1    0.893760    0.028532
     166       2    0.938923    0.022163
     166       3    0.972252    0.016008
     166       4    0.961459    0.017670
     167       1    0.966370    0.017059
     167       2    0.888240    0.029983
     167       3    0.948332    0.020007
     167       4    0.989111    0.009932
     168       1    0.885529    0.031641
     168       2    0.893543    0.029685
     168       3    0.841464    0.034865
     168       4    0.891577    0.028562
     169       1    0.727547    0.043781
     169       2    0.560959    0.046322
     169       3    0.586899    0.046864
     169       4    0.604056    0.047277
     170       1    0.728270    0.043831
     170       2    0.558234    0.047219
     170       3    0.588515    0.047197
     170       4    0.643358    0.045881
     171       1    0.695364    0.044991
     171       2    0.856586    0.032451
     171       3    0.907478    0.028289
     171       4    0.843814    0.033632
     172       1    0.891531    0.028995
     172       2    0.987332    0.011757
     172       3    0.952460    0.019575
     172       4    0.768390    0.039174
     173       1    0.951186    0.021070
     173       2    0.714182    0.042241
     173       3    0.949380    0.021445
     173       4    0.903756    0.027661
     174       1    0.914696    0.026605
     174       2    0.929133    0.023326
     174       3    0.858751    0.032103
     174       4    0.842243    0.034725
     175       1    0.881099    0.030578
     175       2    0.944482    0.021699
     175       3    0.830994    0.035755
     175       4    0.964701    0.018927
     176       1    0.829516    0.036310
     176       2    0.601281    0.046752
     176       3    0.758861    0.038356
     176       4    0.798046    0.039175
     177       1    0.106422    0.028932
     177       2    0.073699    0.024938
     177       3    0.143140    0.032716
     177       4    0.167717    0.035130
     178       1    0.932784    0.024189
     178       2    0.871925    0.031274
     178       3    0.907859    0.026516
     178       4    0.920990    0.025059
     179       1    0.933791    0.023640
     179       2    0.871672    0.030623
     179       3    0.905232    0.027563
     179       4    0.920895    0.024947
     180       1    0.581520    0.046886
     180       2    0.801784    0.037620
     180       3    0.715794    0.041097
     180       4    0.663028    0.044180
     181       1    0.796661    0.039187
     181       2    0.777898    0.039989
     181       3    0.788881    0.037686
     181       4    0.812103    0.035226
     182       1    0.889952    0.028605
     182       2    0.943128    0.022361
     182       3    0.828715    0.035411
     182       4    0.965822    0.017462
     183       1    0.923354    0.024409
     183       2    0.973942    0.015400
     183       3    0.880048    0.031688
     183       4    0.988918    0.010652
     184       1    0.127526    0.031728
     184       2    0.472378    0.050239
     184       3    0.186556    0.037130
     184       4    0.261858    0.040794
     185       1    0.912517    0.027019
     185       2    0.923405    0.024343
     185       3    0.992293    0.008205
     185       4    0.964675    0.017105
     186       1    0.766057    0.040023
     186       2    0.839415    0.034296
     186       3    0.871622    0.031366
     186       4    0.881237    0.030121
     187       1    0.934692    0.023465
     187       2    0.870681    0.031242
     187       3    0.888973    0.029375
     187       4    0.922673    0.024997
     188       1    0.933380    0.024558
     188       2    0.872460    0.030875
     188       3    0.890059    0.029469
     188       4    0.921671    0.024870
     189       1    0.154153    0.033439
     189       2    0.466686    0.047710
     189       3    0.197933    0.037188
     189       4    0.289526    0.042471
     190       1    0.798343    0.036882
     190       2    0.779411    0.039946
     190       3    0.773248    0.040167
     190       4    0.812360    0.036422
     191       1    0.951019    0.021109
     191       2    0.668794    0.043489
     191       3    0.930368    0.024978
     191       4    0.910713    0.026959
     192       1    0.903165    0.028695
     192       2    0.867588    0.031359
     192       3    0.885837    0.030089
     192       4    0.860087    0.032402
     193       1    0.830206    0.034650
     193       2    0.599129    0.045648
     193       3    0.791453    0.037949
     193       4    0.749249    0.039667
     194       1    0.890931    0.029628
     194       2    0.863342    0.031702
     194       3    0.923479    0.025183
     194       4    0.913405    0.027045
     195       1    0.889558    0.030174
     195       2    0.852739    0.033593
     195       3    0.913645    0.026851
     195       4    0.910441    0.025448
     196       1    0.493249    0.047575
     196       2    0.659834    0.046772
     196       3    0.556241    0.048682
     196       4    0.596972    0.045238
     197       1    0.872781    0.031763
     197       2    0.943023    0.022468
     197       3    0.831642    0.033048
     197       4    0.955995    0.019073
     198       1    0.715053    0.041996
     198       2    0.746898    0.041040
     198       3    0.749136    0.040697
     198       4    0.755845    0.038878
     199       1    0.872506    0.031410
     199       2    0.942111    0.022342
     199       3    0.828786    0.036665
     199       4    0.956820    0.018983
     200       1    0.835562    0.034239
     200       2    0.802166    0.037810
     200       3    0.914531    0.026583
     200       4    0.796312    0.036757
     201       1    0.787627    0.038978
     201       2    0.587610    0.045384
     201       3    0.696109    0.043920
     201       4    0.585361    0.046351
     202       1    0.217097    0.038682
     202       2    0.415636    0.045664
     202       3    0.318268    0.044437
     202       4    0.420257    0.047541
     203       1    0.219053    0.039649
     203       2    0.415709    0.047883
     203       3    0.319452    0.045009
     203       4    0.422112    0.046140
     204       1    0.910438    0.027122
     204       2    0.936745    0.022465
     204       3    0.979457    0.013714
     204       4    0.928271    0.022596
     205       1    0.867615    0.033664
     205       2    0.653854    0.044358
     205       3    0.828521    0.036547
     205       4    0.734509    0.040548
     206       1    0.778221    0.038575
     206       2    0.590242    0.047793
     206       3    0.683397    0.043855
     206       4    0.643009    0.043037
     207       1    0.775920    0.041205
     207       2    0.588384    0.046594
     207       3    0.687933    0.045701
     207       4    0.641874    0.044175
     208       1    0.904013    0.027011
     208       2    0.938793    0.022415
     208       3    0.979973    0.013586
     208       4    0.927821    0.024712
     209       1    0.876534    0.032362
     209       2    0.814908    0.036341
     209       3    0.918839    0.025889
     209       4    0.855674    0.032965
     210       1    0.867569    0.032139
     210       2    0.656710    0.044066
     210       3    0.829477    0.035813
     210       4    0.732116    0.040733
     211       1    0.224350    0.038565
     211       2    0.412698    0.047086
     211       3    0.317332    0.042296
     211       4    0.360485    0.043843
     212       1    0.777815    0.039771
     212       2    0.845425    0.034962
     212       3    0.619032    0.046000
     212       4    0.785817    0.038607
     213       1    0.224713    0.038805
     213       2    0.411575    0.045477
     213       3    0.311069    0.043319
     213       4    0.360900    0.043935
     214       1    0.907251    0.026087
     214       2    0.932177    0.023337
     214       3    0.856128    0.033218
     214       4    0.902915    0.027531
     215       1    0.882326    0.029318
     215       2    0.944153    0.020822
     215       3    0.979032    0.013774
     215       4    0.885923    0.028989
     216       1    0.973871    0.016371
     216       2    0.912580    0.026561
     216       3    0.921762    0.025579
     216       4    0.970082    0.015607
     217       1    0.481276    0.048448
     217       2    0.211170    0.038163
     217       3    0.141536    0.032894
     217       4    0.295474    0.042661
     218       1    0.884121    0.031127
     218       2    0.945346    0.021397
     218       3    0.979347    0.013796
     218       4    0.912687    0.025732
     219       1    0.837626    0.034699
     219       2    0.969179    0.017210
     219       3    0.944348    0.021483
     219       4    0.917833    0.024338
     220       1    0.883909    0.029154
     220       2    0.937157    0.022968
     220       3    0.980346    0.013434
     220       4    0.927704    0.024477
     221       1    0.879769    0.030179
     221       2    0.877236    0.030467
     221       3    0.625141    0.044722
     221       4    0.823113    0.035914
     222       1    0.102796    0.029718
     222       2    0.056992    0.021403
     222       3    0.032075    0.016182
     222       4    0.101376    0.028465
     223       1    0.924337    0.025140
     223       2    0.888267    0.030476
     223       3    0.878963    0.030729
     223       4    0.894791    0.027827
     224       1    0.282942    0.042555
     224       2    0.121260    0.030745
     224       3    0.104627    0.030319
     224       4    0.201100    0.038137
     225       1    0.117240    0.028811
     225       2    0.055550    0.022435
     225       3    0.022466    0.014657
     225       4    0.091467    0.027603
     226       1    0.883688    0.031132
     226       2    0.947687    0.020347
     226       3    0.979512    0.013939
     226       4    0.910787    0.025903
     227       1    0.882694    0.032196
     227       2    0.946430    0.020575
     227       3    0.979316    0.014084
     227       4    0.911106    0.027325
     228       1    0.833415    0.034555
     228       2    0.930845    0.023923
     228       3    0.913793    0.025690
     228       4    0.887566    0.028706
     229       1    0.914280    0.026172
     229       2    0.778920    0.039494
     229       3    0.559662    0.046622
     229       4    0.819962    0.036459
     230       1    0.883445    0.029851
     230       2    0.948237    0.020510
     230       3    0.982994    0.012668
     230       4    0.971786    0.015849
     231       1    0.143942    0.034260
     231       2    0.053685    0.021670
     231       3    0.019333    0.012974
     231       4    0.031195    0.016457
     232       1    0.141093    0.031858
     232       2    0.054271    0.021937
     232       3    0.019620    0.013343
     232       4    0.031121    0.016815
     233       1    0.858766    0.032618
     233       2    0.948430    0.020514
     233       3    0.983079    0.012289
