   locus      deme_1      deme_2      deme_3
     214    0.535250    0.428000    0.567500
     215    0.464750    0.520250    0.630000
     216    0.474750    0.432750    0.649750
     217    0.524500    0.407750    0.552750
     218    0.527500    0.437250    0.555000
     219    0.465500    0.539250    0.601750
     220    0.605250    0.470750    0.292750
     221    0.530750    0.546250    0.517750
     222    0.526250    0.566000    0.420500
     223    0.512250    0.597500    0.454000
     224    0.474250    0.593250    0.540500
     225    0.444750    0.493250    0.672250
     226    0.460750    0.636000    0.510000
     227    0.510250    0.606250    0.460000
     228    0.531250    0.507750    0.499000
     229    0.407500    0.562750    0.402000
     230    0.501500    0.446000    0.613000
     231    0.490500    0.534250    0.591750
     232    0.401000    0.579250    0.679750
     233    0.508000    0.567500    0.521500
     234    0.586500    0.412500    0.359750
     235    0.591750    0.421500    0.371750
     236    0.444750    0.496750    0.693750
     237    0.581750    0.524000    0.270750
     238    0.436500    0.583750    0.630000
     239    0.477500    0.463250    0.568250
     240    0.536500    0.406750    0.480500
     241    0.427500    0.616750    0.606500
     242    0.516750    0.589000    0.516500
     243    0.463750    0.575500    0.570500
     244    0.502500    0.510750    0.580750
     245    0.516000    0.511250    0.571500
     246    0.520750    0.602000    0.412500
     247    0.466500    0.553750    0.614500
     248    0.535250    0.455750    0.579000
     249    0.535500    0.419750    0.558750
     250    0.500750    0.668750    0.383500
     251    0.537250    0.555250    0.436250
     252    0.475750    0.649250    0.163750
     253    0.458750    0.583500    0.568750
     254    0.497750    0.522250    0.575500
     255    0.523250    0.463500    0.580750
     256    0.521750    0.526000    0.546250
     257    0.574500    0.491750    0.358250
     258    0.533750    0.415000    0.559250
     259    0.521000    0.543500    0.472000
     260    0.508500    0.519500    0.513250
     261    0.548000    0.528000    0.456500
     262    0.395750    0.616250    0.659000
     263    0.515500    0.458750    0.549000
     264    0.493000    0.566750    0.540500
     265    0.467000    0.685500    0.446750
     266    0.481500    0.597250    0.524750
     267    0.480750    0.522250    0.629000
     268    0.578500    0.528750    0.337500
     269    0.640250    0.496250    0.123250
     270    0.492000    0.443000    0.632500
     271    0.409500    0.419250    0.601500
     272    0.612000    0.449000    0.230000
     273    0.507500    0.514000    0.573000
     274    0.472500    0.596500    0.580500
     275    0.563500    0.536750    0.310000
     276    0.514250    0.536000    0.528500
     277    0.470500    0.572000    0.571500
     278    0.581250    0.494000    0.256500
     279    0.503000    0.508250    0.571500
     280    0.561000    0.533750    0.299000
     281    0.508750    0.573750    0.502750
     282    0.572250    0.496000    0.428000
     283    0.528250    0.512500    0.505750
     284    0.549500    0.499250    0.508750
     285    0.504500    0.493500    0.604500
     286    0.480250    0.459500    0.630000
     287    0.546500    0.502500    0.493000
     288    0.505750    0.542000    0.517250
     289    0.576750    0.404000    0.446250
     290    0.524500    0.405500    0.569250
     291    0.510000    0.504500    0.589250
     292    0.543500    0.573750    0.419500
     293    0.521250    0.567250    0.428250
     294    0.505250    0.585250    0.518250
     295    0.482500    0.584000    0.569250
     296    0.516000    0.569000    0.497500
     297    0.581500    0.364500    0.273500
     298    0.530500    0.564250    0.474750
     299    0.591750    0.401250    0.198500
     300    0.638250    0.322250    0.289000
     301    0.585250    0.423500    0.373000
     302    0.545000    0.533500    0.454000
     303    0.469250    0.570250    0.568500
     304    0.510500    0.569750    0.511250
     305    0.512250    0.567500    0.513250
     306    0.379500    0.506750    0.596500
     307    0.540500    0.566000    0.433750
     308    0.543500    0.417500    0.566250
     309    0.356500    0.610750    0.685000
     310    0.548500    0.510250    0.462750
     311    0.467000    0.573000    0.573000
     312    0.499250    0.556000    0.515000
     313    0.525250    0.488750    0.542250
     314    0.284500    0.707750    0.667000
     315    0.277000    0.651250    0.723500
     316    0.522750    0.471250    0.575500
     317    0.384000    0.517000    0.669750
     318    0.402000    0.566500    0.602500
     319    0.545750    0.508250    0.507000
     320    0.468500    0.578750    0.575500
     321    0.545250    0.425250    0.565500
     322    0.537250    0.564500    0.423750
     323    0.489250    0.571250    0.578000
     324    0.430500    0.440750    0.665250
     325    0.622750    0.350750    0.275500
     326    0.539750    0.555000    0.412250
     327    0.472500    0.601000    0.518250
     328    0.559250    0.443750    0.493250
     329    0.465000    0.507750    0.630750
     330    0.550000    0.515750    0.462000
     331    0.538750    0.524000    0.460500
     332    0.448500    0.678500    0.497000
     333    0.608000    0.402500    0.364250
     334    0.536500    0.549500    0.429750
     335    0.454250    0.564500    0.619500
     336    0.513000    0.572250    0.426250
     337    0.602500    0.520250    0.320000
     338    0.547000    0.485000    0.499500
     339    0.338000    0.445250    0.742500
     340    0.485750    0.541500    0.602750
     341    0.544750    0.520250    0.500250
     342    0.426000    0.505750    0.369750
     343    0.450250    0.616000    0.555000
     344    0.448750    0.658500    0.537250
     345    0.351000    0.578250    0.613750
     346    0.500000    0.556000    0.510250
     347    0.467250    0.384750    0.599750
     348    0.472500    0.533750    0.595000
     349    0.502000    0.512000    0.552000
     350    0.503000    0.627750    0.436750
     351    0.584500    0.415000    0.449250
     352    0.547500    0.430000    0.568500
     353    0.570000    0.459250    0.450750
     354    0.544750    0.513750    0.505750
     355    0.540750    0.426250    0.553500
     356    0.486000    0.594500    0.534500
     357    0.503000    0.513500    0.590500
     358    0.552000    0.423250    0.440500
     359    0.425500    0.526750    0.681500
     360    0.496000    0.517750    0.575000
     361    0.484500    0.487250    0.660000
     362    0.540000    0.518750    0.452500
     363    0.501250    0.626750    0.423750
     364    0.533500    0.531000    0.470500
     365    0.548500    0.457500    0.526250
     366    0.568500    0.462750    0.421750
     367    0.440250    0.689000    0.472750
     368    0.536500    0.486000    0.491250
     369    0.532750    0.505500    0.490500
     370    0.545250    0.430000    0.557250
     371    0.558750    0.532000    0.374000
     372    0.541750    0.562250    0.352750
     373    0.545250    0.525250    0.431250
     374    0.567250    0.484250    0.425750
     375    0.537000    0.498750    0.496500
     376    0.470750    0.522750    0.538750
     377    0.557000    0.445750    0.508250
     378    0.529250    0.424000    0.564250
     379    0.473750    0.584250    0.524000
     380    0.524250    0.558250    0.421250
     381    0.546500    0.356000    0.575000
     382    0.489000    0.616000    0.510750
     383    0.473500    0.472500    0.608750
     384    0.559750    0.464000    0.479250
     385    0.575250    0.404500    0.465750
     386    0.458250    0.552500    0.607500
     387    0.536000    0.590750    0.470250
     388    0.457000    0.584000    0.573000
     389    0.456000    0.572000    0.570500
     390    0.533000    0.404000    0.573750
     391    0.471250    0.491000    0.634000
     392    0.562750    0.412250    0.537750
     393    0.461250    0.577250    0.447000
     394    0.515000    0.566750    0.488500
     395    0.544500    0.559250    0.425000
     396    0.523250    0.427250    0.565500
     397    0.578000    0.383000    0.501500
     398    0.543500    0.492750    0.512500
     399    0.495500    0.581250    0.503500
     400    0.578000    0.329000    0.515500
     401    0.534250    0.441250    0.566250
     402    0.497000    0.638750    0.433250
     403    0.496000    0.612750    0.494000
     404    0.525000    0.565750    0.436250
     405    0.498250    0.523500    0.575750
     406    0.545750    0.507750    0.512000
     407    0.489750    0.474250    0.615500
     408    0.474250    0.690500    0.408250
     409    0.527750    0.594500    0.393250
     410    0.488250    0.594250    0.492000
     411    0.470750    0.566250    0.572750
     412    0.536500    0.413500    0.559750
     413    0.482750    0.594250    0.548000
     414    0.508250    0.577500    0.507750
     415    0.409750    0.556250    0.503750
     416    0.530750    0.560000    0.496500
     417    0.474750    0.606000    0.543250
     418    0.544500    0.483000    0.487250
     419    0.442500    0.621000    0.575750
     420    0.493250    0.494750    0.577500
     421    0.532750    0.545750    0.451750
     422    0.513750    0.587000    0.469250
     423    0.493250    0.583750    0.502750
     424    0.555000    0.482000    0.478750
     425    0.498000    0.518500    0.595750
     426    0.522500    0.521000    0.527750
     427    0.522000    0.579500    0.453750
     428    0.408750    0.685500    0.593250
     429    0.519500    0.471250    0.569500
     430    0.510000    0.526000    0.570000
     431    0.531750    0.485250    0.442250
     432    0.549000    0.454500    0.522000
     433    0.502250    0.538750    0.523000
     434    0.489000    0.549500    0.551750
     435    0.546750    0.418750    0.560750
     436    0.500500    0.550500    0.523000
     437    0.555250    0.458000    0.519250
     438    0.507750    0.512000    0.586750
     439    0.443250    0.548500    0.601000
     440    0.637000    0.287000    0.340750
     441    0.580000    0.456000    0.394750
     442    0.537250    0.481750    0.537250
     443    0.615750    0.337500    0.344250
     444    0.453500    0.573250    0.592750
     445    0.631500    0.278750    0.386250
     446    0.462500    0.581000    0.572250
     447    0.501250    0.504000    0.563750
     448    0.530500    0.550000    0.482750
     449    0.316750    0.688250    0.738750
     450    0.529250    0.438500    0.552250
     451    0.545500    0.448250    0.557750
     452    0.514250    0.531750    0.535500
     453    0.544500    0.500250    0.504000
     454    0.407750    0.533250    0.732250
     455    0.549500    0.558250    0.443000
     456    0.492500    0.564250    0.509250
     457    0.558000    0.589000    0.362000
     458    0.554000    0.490750    0.432500
     459    0.529750    0.435250    0.561000
     460    0.487250    0.582500    0.537000
     461    0.439000    0.568000    0.622750
     462    0.500500    0.515500    0.581250
     463    0.545000    0.463000    0.499750
     464    0.399250    0.625750    0.643500
     465    0.612750    0.392750    0.316250
     466    0.436500    0.399500    0.455750
     467    0.410000    0.430750    0.480750
     468    0.516000    0.425000    0.570500
     469    0.532500    0.509500    0.519750
     470    0.525250    0.527750    0.439750
     471    0.530500    0.439000    0.572500
     472    0.475000    0.452000    0.628000
     473    0.470750    0.611500    0.543750
     474    0.493000    0.566750    0.507500
     475    0.509500    0.582750    0.460750
     476    0.528000    0.498250    0.540250
     477    0.499750    0.621500    0.430500
     478    0.506250    0.466250    0.585000
     479    0.537500    0.554000    0.431500
     480    0.442250    0.681000    0.464250
     481    0.539000    0.368000    0.557250
     482    0.559500    0.427750    0.358500
     483    0.464000    0.576000    0.573000
     484    0.526250    0.334250    0.600250
     485    0.469000    0.567500    0.580000
     486    0.565250    0.419500    0.530500
     487    0.501000    0.513250    0.368750
     488    0.542250    0.426750    0.568500
     489    0.511750    0.520750    0.480000
     490    0.438500    0.579000    0.587500
     491    0.435000    0.618000    0.604750
     492    0.497500    0.552000    0.538750
     493    0.491000    0.531250    0.594250
     494    0.531750    0.482500    0.546000
     495    0.483250    0.606000    0.537000
     496    0.503000    0.542000    0.554250
     497    0.498250    0.579750    0.506750
     498    0.496000    0.519750    0.581750
     499    0.508250    0.440250    0.603500
     500    0.528500    0.400500    0.600750
     501    0.519500    0.580500    0.505250
     502    0.478250    0.534750    0.596250
     503    0.458750    0.564250    0.614000
     504    0.531000    0.423500    0.564750
     505    0.478500    0.530000    0.600250
     506    0.463750    0.523250    0.622000
     507    0.483750    0.508750    0.600250
     508    0.536750    0.419250    0.573000
     509    0.496000    0.466500    0.633750
     510    0.566000    0.435250    0.434500
     511    0.512750    0.507250    0.559750
     512    0.565750    0.489250    0.392500
     513    0.489750    0.487500    0.596250
     514    0.473500    0.511500    0.586000
     515    0.506250    0.454250    0.567250
     516    0.431250    0.554250    0.582000
     517    0.475500    0.523250    0.589500
     518    0.526250    0.574500    0.511750
     519    0.486000    0.572000    0.579750
     520    0.542500    0.487750    0.484000
     521    0.446500    0.595750    0.604000
     522    0.519250    0.567500    0.265500
     523    0.524500    0.596250    0.381250
     524    0.492250    0.579000    0.501750
     525    0.522000    0.534750    0.497500
     526    0.460500    0.582000    0.577750
     527    0.541250    0.457750    0.514250
     528    0.528250    0.563000    0.441500
     529    0.514500    0.401750    0.612750
     530    0.533500    0.511000    0.510750
     531    0.519750    0.389750    0.627250
     532    0.504250    0.561500    0.509750
     533    0.524000    0.568500    0.432250
     534    0.500000    0.569750    0.522750
     535    0.538000    0.427500    0.567500
     536    0.529000    0.630750    0.387750
     537    0.469750    0.542000    0.602750
     538    0.446250    0.625250    0.580750
     539    0.544250    0.402250    0.476250
     540    0.530000    0.365250    0.614000
     541    0.506000    0.509750    0.586750
     542    0.532500    0.553750    0.432750
     543    0.530750    0.552500    0.432500
     544    0.604500    0.386000    0.395750
     545    0.512750    0.525000    0.534750
     546    0.510500    0.530750    0.529750
     547    0.511000    0.533250    0.538250
     548    0.517500    0.592000    0.450500
     549    0.591250    0.412000    0.400750
     550    0.593750    0.354000    0.475000
     551    0.440750    0.583750    0.569750
     552    0.472750    0.572500    0.570000
     553    0.473750    0.503250    0.659000
     554    0.512750    0.573750    0.506500
     555    0.526250    0.417750    0.550500
     556    0.543750    0.502000    0.502500
     557    0.528750    0.423250    0.554500
     558    0.550250    0.510000    0.470500
     559    0.566000    0.409500    0.530500
     560    0.489750    0.561000    0.531750
     561    0.546750    0.355250    0.584500
     562    0.461250    0.582000    0.586000
     563    0.548250    0.356500    0.569500
     564    0.392750    0.386000    0.592500
     565    0.521250    0.539000    0.541750
     566    0.517500    0.522000    0.522750
     567    0.489500    0.576500    0.501750
     568    0.508500    0.573250    0.509500
     569    0.482500    0.632500    0.415000
     570    0.533500    0.546750    0.499500
     571    0.538000    0.431250    0.550000
     572    0.536000    0.525750    0.446750
     573    0.510250    0.570000    0.501500
     574    0.474000    0.556250    0.564000
     575    0.529000    0.421500    0.565000
     576    0.498250    0.557250    0.552500
     577    0.457750    0.491000    0.642000
     578    0.538500    0.527750    0.454500
     579    0.556250    0.479500    0.437750
     580    0.527000    0.586750    0.518000
     581    0.466750    0.594500    0.472000
     582    0.553250    0.520250    0.447500
     583    0.513250    0.571000    0.450000
     584    0.457500    0.585750    0.577000
     585    0.464250    0.572500    0.586500
     586    0.467750    0.590750    0.507000
     587    0.579500    0.221500    0.574000
     588    0.515000    0.575500    0.461000
     589    0.530000    0.419250    0.552750
     590    0.545500    0.481750    0.440750
     591    0.484250    0.544500    0.481250
     592    0.463500    0.581500    0.575250
     593    0.542750    0.415750    0.576500
     594    0.517750    0.577250    0.516250
     595    0.550250    0.487500    0.463750
     596    0.445750    0.582500    0.582250
     597    0.458750    0.573500    0.570750
     598    0.451000    0.561750    0.581750
     599    0.458000    0.576500    0.568500
     600    0.458000    0.583250    0.562500
     601    0.550000    0.484250    0.492250
     602    0.527250    0.496250    0.561250
     603    0.514000    0.525000    0.535750
     604    0.498500    0.372250    0.667500
     605    0.413750    0.543000    0.583250
     606    0.427000    0.551750    0.580000
     607    0.440250    0.468750    0.717500
     608    0.508000    0.653000    0.365500
     609    0.528750    0.564000    0.427500
     610    0.512500    0.660750    0.283750
     611    0.415000    0.466000    0.418000
     612    0.527750    0.454750    0.561750
     613    0.538500    0.568000    0.427000
     614    0.539000    0.420750    0.553000
     615    0.490250    0.724250    0.287500
     616    0.514250    0.662250    0.295000
     617    0.522000    0.414250    0.573250
     618    0.521500    0.449750    0.564750
     619    0.523000    0.547750    0.534500
     620    0.553500    0.519750    0.468000
     621    0.433250    0.607500    0.604750
     622    0.462750    0.363250    0.414250
     623    0.553250    0.405250    0.553000
     624    0.573500    0.440500    0.456000
     625    0.563500    0.409000    0.519500
     626    0.428750    0.598250    0.611500
     627    0.543500    0.662750    0.213750
     628    0.433000    0.599250    0.582500
     629    0.545750    0.336250    0.592000
     630    0.508250    0.450250    0.592000
     631    0.549750    0.430500    0.542750
     632    0.503750    0.504250    0.564000
     633    0.527000    0.488750    0.547500
     634    0.545000    0.527250    0.460000
     635    0.421250    0.591750    0.590750
     636    0.535000    0.418250    0.565500
     637    0.535250    0.451250    0.531250
     638    0.460000    0.608750    0.557000
     639    0.492500    0.568750    0.515000
     640    0.550000    0.469000    0.521500
     641    0.510750    0.514750    0.577250
     642    0.539000    0.566250    0.421250
     643    0.521500    0.548750    0.395750
     644    0.516500    0.531500    0.534750
     645    0.565500    0.307000    0.553250
     646    0.554500    0.455500    0.510750
     647    0.524750    0.567250    0.403000
     648    0.550250    0.514750    0.499750
     649    0.531500    0.312250    0.622500
     650    0.553250    0.305500    0.619750
     651    0.360000    0.572250    0.702500
     652    0.507250    0.573750    0.508500
     653    0.324000    0.723500    0.693500
     654    0.471250    0.570000    0.573500
     655    0.669750    0.153250    0.134000
     656    0.469000    0.566000    0.558750
     657    0.425500    0.506000    0.399250
     658    0.544750    0.511000    0.532500
     659    0.538750    0.422750    0.565500
     660    0.528250    0.591000    0.473250
     661    0.543750    0.529250    0.457000
     662    0.490750    0.545250    0.548000
     663    0.450000    0.609250    0.565250
     664    0.615250    0.252750    0.252500
     665    0.533000    0.416250    0.567000
     666    0.415750    0.598750    0.651000
     667    0.328000    0.714250    0.702750
     668    0.306500    0.728250    0.718250
     669    0.547750    0.435000    0.565500
     670    0.565000    0.242250    0.600750
     671    0.535250    0.572250    0.424000
     672    0.559250    0.390000    0.452500
     673    0.540250    0.476250    0.455500
     674    0.548750    0.529750    0.463500
     675    0.514750    0.580500    0.523750
     676    0.507500    0.460750    0.595500
     677    0.542750    0.511000    0.511750
     678    0.466750    0.571500    0.577250
     679    0.480000    0.666250    0.402000
     680    0.520000    0.535000    0.529500
     681    0.555750    0.335000    0.428000
     682    0.488750    0.494750    0.585500
     683    0.310000    0.663500    0.776500
     684    0.437000    0.761250    0.359500
     685    0.551000    0.412750    0.451750
     686    0.614250    0.516250    0.140250
     687    0.535750    0.503000    0.552750
     688    0.549000    0.485750    0.487750
     689    0.516250    0.463000    0.584750
     690    0.507750    0.625250    0.363750
     691    0.420500    0.615000    0.612500
     692    0.429000    0.665500    0.580750
     693    0.540500    0.615500    0.391000
     694    0.475000    0.575500    0.567750
     695    0.453250    0.563250    0.563250
     696    0.502750    0.518250    0.581000
     697    0.502000    0.631000    0.432750
     698    0.564500    0.448000    0.441750
     699    0.541750    0.572000    0.429500
     700    0.519750    0.509750    0.531000
     701    0.540250    0.534500    0.455750
     702    0.478250    0.672750    0.406250
     703    0.535250    0.500500    0.513000
     704    0.546500    0.523750    0.445000
     705    0.531500    0.363250    0.581500
     706    0.418000    0.644500    0.633250
     707    0.536750    0.516750    0.512750
     708    0.517750    0.555500    0.407000
     709    0.518500    0.484500    0.535250
     710    0.528500    0.575000    0.421750
     711    0.539750    0.562750    0.427000
     712    0.521500    0.555500    0.504750
     713    0.537000    0.494500    0.467000
     714    0.523250    0.554500    0.498250
     715    0.488500    0.515000    0.571500
     716    0.505500    0.574750    0.507500
     717    0.536000    0.504500    0.501250
     718    0.508500    0.603000    0.431500
     719    0.549750    0.404250    0.563750
     720    0.523750    0.537500    0.538000
     721    0.541250    0.494250    0.549500
     722    0.560500    0.547000    0.342250
     723    0.520250    0.506000    0.563000
     724    0.531750    0.511750    0.502000
     725    0.522000    0.485500    0.535250
     726    0.540500    0.467500    0.516250
     727    0.535750    0.549750    0.366250
     728    0.497750    0.570500    0.511500
     729    0.540500    0.504500    0.503500
     730    0.517500    0.475500    0.543250
     731    0.541750    0.415000    0.570500
     732    0.503750    0.580500    0.517250
     733    0.538500    0.561750    0.435750
     734    0.477500    0.552500    0.500000
     735    0.535750    0.455750    0.569250
     736    0.545250    0.518000    0.521750
     737    0.532000    0.489000    0.501250
     738    0.516750    0.466500    0.564000
     739    0.440250    0.517000    0.660500
     740    0.528750    0.422000    0.570000
     741    0.470250    0.568500    0.573750
     742    0.429000    0.561250    0.566500
     743    0.529000    0.487500    0.555750
     744    0.569750    0.437750    0.488750
     745    0.487500    0.560250    0.572000
     746    0.528500    0.546750    0.526750
     747    0.521500    0.316000    0.451250
     748    0.465000    0.627250    0.484000
     749    0.433750    0.490750    0.672750
     750    0.520250    0.470250    0.583500
     751    0.419750    0.585500    0.521250
     752    0.525500    0.481000    0.553250
     753    0.506750    0.524750    0.566750
     754    0.436500    0.639250    0.539750
     755    0.415500    0.643500    0.577250
     756    0.538000    0.434750    0.561250
     757    0.550500    0.510000    0.502750
     758    0.539250    0.552750    0.411750
     759    0.539250    0.562500    0.440750
     760    0.530750    0.417500    0.563500
     761    0.550000    0.509500    0.511750
     762    0.545500    0.452750    0.526250
     763    0.535000    0.407250    0.557000
     764    0.470000    0.668250    0.453750
     765    0.541500    0.511750    0.505500
     766    0.436750    0.476750    0.729750
     767    0.540750    0.322000    0.629500
     768    0.538750    0.555250    0.423250
     769    0.536250    0.505000    0.514500
     770    0.529500    0.433250    0.559500
     771    0.423500    0.519750    0.713750
     772    0.539250    0.522000    0.510250
     773    0.462750    0.561250    0.568500
     774    0.508750    0.458000    0.579750
     775    0.558750    0.412750    0.524250
