   locus    deme        mean         std
      52       3    0.328832    0.052815
      53       1    0.025846    0.016436
      53       2    0.027071    0.017647
      53       3    0.054281    0.026471
      54       1    0.039596    0.019608
      54       2    0.018895    0.015056
      54       3    0.019259    0.015270
      55       1    0.103888    0.032855
      55       2    0.140611    0.040064
      55       3    0.140705    0.040537
      56       1    0.015953    0.013240
      56       2    0.012867    0.013166
      56       3    0.037927    0.023055
      57       1    0.105142    0.032253
      57       2    0.141746    0.040740
      57       3    0.140572    0.039705
      58       1    0.104505    0.032583
      58       2    0.141562    0.040247
      58       3    0.139475    0.039776
      59       1    0.102675    0.031940
      59       2    0.140968    0.040705
      59       3    0.139762    0.040065
      60       1    0.173708    0.039217
      60       2    0.216508    0.048918
      60       3    0.174351    0.042599
      61       1    0.030314    0.016322
      61       2    0.015435    0.013674
      61       3    0.015454    0.013767
      62       1    0.032476    0.017104
      62       2    0.035023    0.019316
      62       3    0.021157    0.016051
      63       1    0.069939    0.026912
      63       2    0.109392    0.039666
      63       3    0.041260    0.023592
      64       1    0.184787    0.040482
      64       2    0.244503    0.052551
      64       3    0.192174    0.044165
      65       1    0.115965    0.032267
      65       2    0.117182    0.035339
      65       3    0.091908    0.031915
      66       1    0.029253    0.015989
      66       2    0.027884    0.017221
      66       3    0.035093    0.018706
      67       1    0.089701    0.032649
      67       2    0.125147    0.038188
      67       3    0.149931    0.044754
      68       1    0.024763    0.014916
      68       2    0.024384    0.016342
      68       3    0.024363    0.016295
      69       1    0.061672    0.023707
      69       2    0.044095    0.022172
      69       3    0.059629    0.025569
      70       1    0.128611    0.034555
      70       2    0.120417    0.035851
      70       3    0.155880    0.040392
      71       1    0.040409    0.021539
      71       2    0.088984    0.037412
      71       3    0.055497    0.025522
      72       1    0.118831    0.032054
      72       2    0.112240    0.034104
      72       3    0.130443    0.037258
      73       1    0.040134    0.022275
      73       2    0.089959    0.038245
      73       3    0.055757    0.026585
      74       1    0.040316    0.022185
      74       2    0.089781    0.038310
      74       3    0.054795    0.025728
      75       1    0.137543    0.035906
      75       2    0.164676    0.042705
      75       3    0.145351    0.039275
      76       1    0.036035    0.017902
      76       2    0.020112    0.015396
      76       3    0.027430    0.016968
      77       1    0.141056    0.035163
      77       2    0.166876    0.041404
      77       3    0.156019    0.040456
      78       1    0.139622    0.038327
      78       2    0.204603    0.051533
      78       3    0.160626    0.042529
      79       1    0.018903    0.012829
      79       2    0.012357    0.012112
      79       3    0.019365    0.014517
      80       1    0.060295    0.024820
      80       2    0.107192    0.039857
      80       3    0.056674    0.025933
      81       1    0.019533    0.013744
      81       2    0.030062    0.017585
      81       3    0.022550    0.015902
      82       1    0.052747    0.022222
      82       2    0.039571    0.020799
      82       3    0.055950    0.024838
      83       1    0.032178    0.016991
      83       2    0.045430    0.022569
      83       3    0.030369    0.018376
      84       1    0.096886    0.030618
      84       2    0.133003    0.039420
      84       3    0.094821    0.033167
      85       1    0.015912    0.012157
      85       2    0.019667    0.014521
      85       3    0.019566    0.014687
      86       1    0.086517    0.029034
      86       2    0.092370    0.032157
      86       3    0.067823    0.027566
      87       1    0.403714    0.052091
      87       2    0.341790    0.058610
      87       3    0.438378    0.060667
      88       1    0.020592    0.013431
      88       2    0.011332    0.011768
      88       3    0.011149    0.011840
      89       1    0.020939    0.013161
      89       2    0.011385    0.011189
      89       3    0.011791    0.011433
      90       1    0.015193    0.011824
      90       2    0.019238    0.014239
      90       3    0.019300    0.014294
      91       1    0.043599    0.019879
      91       2    0.036084    0.020296
      91       3    0.051398    0.023666
      92       1    0.021180    0.013389
      92       2    0.011724    0.011936
      92       3    0.011837    0.011706
      93       1    0.224203    0.042712
      93       2    0.219573    0.046158
      93       3    0.258919    0.049951
      94       1    0.018923    0.013007
      94       2    0.012845    0.011978
      94       3    0.019618    0.014127
      95       1    0.035896    0.018248
      95       2    0.047238    0.024181
      95       3    0.023161    0.016663
      96       1    0.229934    0.043150
      96       2    0.209085    0.046365
      96       3    0.235441    0.046816
      97       1    0.195343    0.040832
      97       2    0.157719    0.040341
      97       3    0.185732    0.042436
      98       1    0.193460    0.039708
      98       2    0.157818    0.040666
      98       3    0.184947    0.042463
      99       1    0.077627    0.026442
      99       2    0.071254    0.027260
      99       3    0.080576    0.029035
     100       1    0.026676    0.015754
     100       2    0.018405    0.015247
     100       3    0.042285    0.022904
     101       1    0.022944    0.014489
     101       2    0.015757    0.013324
     101       3    0.030747    0.018116
     102       1    0.014271    0.012253
     102       2    0.011408    0.011915
     102       3    0.037177    0.022882
     103       1    0.018826    0.012590
     103       2    0.012757    0.012200
     103       3    0.019301    0.014118
     104       1    0.214729    0.044011
     104       2    0.168853    0.044655
     104       3    0.252168    0.052977
     105       1    0.012517    0.011042
     105       2    0.025531    0.017208
     105       3    0.010440    0.011304
     106       1    0.048531    0.021017
     106       2    0.036828    0.020187
     106       3    0.044713    0.022202
     107       1    0.034469    0.017350
     107       2    0.029532    0.017970
     107       3    0.029661    0.018249
     108       1    0.016022    0.011867
     108       2    0.020056    0.014429
     108       3    0.019872    0.014477
     109       1    0.041896    0.019777
     109       2    0.062623    0.027913
     109       3    0.045159    0.022242
     110       1    0.358314    0.049829
     110       2    0.411940    0.058965
     110       3    0.339039    0.054452
     111       1    0.052237    0.021673
     111       2    0.036891    0.020304
     111       3    0.036846    0.019956
     112       1    0.024742    0.014500
     112       2    0.023783    0.015836
     112       3    0.024567    0.016484
     113       1    0.086178    0.028017
     113       2    0.128744    0.040088
     113       3    0.090814    0.031822
     114       1    0.029151    0.016185
     114       2    0.035436    0.019906
     114       3    0.027524    0.017130
     115       1    0.034017    0.016855
     115       2    0.028712    0.017200
     115       3    0.028940    0.017504
     116       1    0.076268    0.026596
     116       2    0.101374    0.034734
     116       3    0.073795    0.028692
     117       1    0.023396    0.014582
     117       2    0.030429    0.017953
     117       3    0.015899    0.013441
     118       1    0.023102    0.014564
     118       2    0.015751    0.013704
     118       3    0.030756    0.018242
     119       1    0.019494    0.012996
     119       2    0.020034    0.014523
     119       3    0.013249    0.012346
     120       1    0.018909    0.012581
     120       2    0.012493    0.011877
     120       3    0.019076    0.013822
     121       1    0.018852    0.012439
     121       2    0.012516    0.011704
     121       3    0.019608    0.014120
     122       1    0.019519    0.013745
     122       2    0.022623    0.015915
     122       3    0.029945    0.018358
     123       1    0.072745    0.025757
     123       2    0.076232    0.028872
     123       3    0.059429    0.025463
     124       1    0.015311    0.012125
     124       2    0.019468    0.014339
     124       3    0.019146    0.013610
     125       1    0.019032    0.012656
     125       2    0.019878    0.014463
     125       3    0.012931    0.011872
     126       1    0.015718    0.012054
     126       2    0.019563    0.014231
     126       3    0.019642    0.014467
     127       1    0.057048    0.022903
     127       2    0.068111    0.027866
     127       3    0.043744    0.022553
     128       1    0.015618    0.012874
     128       2    0.037831    0.022438
     128       3    0.012579    0.012586
     129       1    0.062180    0.023746
     129       2    0.060007    0.025455
     129       3    0.044606    0.022562
     130       1    0.070683    0.027255
     130       2    0.035398    0.020771
     130       3    0.050832    0.023828
     131       1    0.013072    0.011334
     131       2    0.010428    0.011317
     131       3    0.025549    0.017775
     132       1    0.058116    0.024741
     132       2    0.075444    0.029940
     132       3    0.093350    0.035053
     133       1    0.019181    0.013460
     133       2    0.030604    0.018281
     133       3    0.022784    0.016163
     134       1    0.019318    0.012958
     134       2    0.019685    0.014270
     134       3    0.012966    0.011827
     135       1    0.012978    0.011177
     135       2    0.025685    0.017020
     135       3    0.010552    0.010885
     136       1    0.032114    0.016598
     136       2    0.034931    0.019389
     136       3    0.020932    0.015830
     137       1    0.015159    0.012200
     137       2    0.018932    0.014254
     137       3    0.019097    0.014096
     138       1    0.095265    0.029497
     138       2    0.120240    0.036948
     138       3    0.093815    0.031965
     139       1    0.098070    0.029839
     139       2    0.104961    0.033979
     139       3    0.122400    0.036163
     140       1    0.012286    0.011124
     140       2    0.009747    0.010985
     140       3    0.025145    0.017438
     141       1    0.051047    0.022294
     141       2    0.060002    0.026014
     141       3    0.077702    0.030151
     142       1    0.116206    0.031954
     142       2    0.100265    0.033016
     142       3    0.109597    0.033567
     143       1    0.034325    0.017635
     143       2    0.029078    0.018202
     143       3    0.028948    0.018119
     144       1    0.021016    0.013328
     144       2    0.011859    0.012062
     144       3    0.011970    0.011861
     145       1    0.014876    0.013071
     145       2    0.037320    0.023898
     145       3    0.011939    0.012334
     146       1    0.019460    0.013393
     146       2    0.022591    0.015712
     146       3    0.030381    0.017800
     147       1    0.211107    0.042045
     147       2    0.214265    0.046150
     147       3    0.254033    0.050576
     148       1    0.095864    0.029615
     148       2    0.110395    0.035272
     148       3    0.101678    0.033273
     149       1    0.111027    0.031089
     149       2    0.079401    0.029502
     149       3    0.113328    0.035309
     150       1    0.021556    0.013169
     150       2    0.012257    0.012194
     150       3    0.012349    0.012147
     151       1    0.122326    0.033538
     151       2    0.146041    0.039903
     151       3    0.136414    0.037996
     152       1    0.144139    0.034207
     152       2    0.135657    0.037054
     152       3    0.143288    0.038244
     153       1    0.055767    0.023240
     153       2    0.079905    0.032551
     153       3    0.052915    0.024202
     154       1    0.043076    0.019862
     154       2    0.033001    0.019579
     154       3    0.032634    0.018597
     155       1    0.015243    0.011690
     155       2    0.019246    0.014311
     155       3    0.019215    0.014332
     156       1    0.042975    0.019723
     156       2    0.051494    0.023406
     156       3    0.035936    0.019534
     157       1    0.018859    0.012598
     157       2    0.019756    0.014378
     157       3    0.012992    0.012539
     158       1    0.217464    0.041865
     158       2    0.205970    0.044834
     158       3    0.253650    0.051174
     159       1    0.033752    0.017930
     159       2    0.047033    0.022671
     159       3    0.031304    0.018846
     160       1    0.065841    0.025442
     160       2    0.035562    0.020792
     160       3    0.059225    0.025651
     161       1    0.035708    0.018180
     161       2    0.023019    0.016946
     161       3    0.046320    0.023385
     162       1    0.086657    0.028003
     162       2    0.078906    0.029044
     162       3    0.104207    0.033223
     163       1    0.085704    0.028522
     163       2    0.098312    0.033117
     163       3    0.107410    0.034689
     164       1    0.024835    0.015195
     164       2    0.024197    0.015810
     164       3    0.024431    0.016306
     165       1    0.019971    0.014342
     165       2    0.023043    0.016330
     165       3    0.030002    0.018243
     166       1    0.015540    0.012263
     166       2    0.019165    0.014324
     166       3    0.019129    0.013823
     167       1    0.067949    0.024707
     167       2    0.075217    0.028300
     167       3    0.068072    0.027487
     168       1    0.047989    0.020751
     168       2    0.044402    0.021748
     168       3    0.036264    0.019526
     169       1    0.136914    0.035310
     169       2    0.116639    0.035139
     169       3    0.108833    0.033963
     170       1    0.018321    0.012837
     170       2    0.019266    0.014405
     170       3    0.012498    0.012287
     171       1    0.012908    0.011198
     171       2    0.025489    0.016777
     171       3    0.010739    0.011290
     172       1    0.077487    0.026149
     172       2    0.072073    0.027645
     172       3    0.080643    0.028847
     173       1    0.071651    0.024773
     173       2    0.064754    0.026177
     173       3    0.048553    0.023449
     174       1    0.014180    0.012643
     174       2    0.011035    0.011988
     174       3    0.037142    0.023200
     175       1    0.026522    0.015509
     175       2    0.018276    0.014621
     175       3    0.041620    0.021934
     176       1    0.165045    0.044363
     176       2    0.119981    0.038843
     176       3    0.089957    0.034526
     177       1    0.011855    0.011366
     177       2    0.025326    0.017666
     177       3    0.009684    0.011009
     178       1    0.032413    0.017034
     178       2    0.035034    0.019511
     178       3    0.020462    0.015629
     179       1    0.036644    0.018056
     179       2    0.027868    0.017456
     179       3    0.021136    0.015484
     180       1    0.022806    0.014676
     180       2    0.030454    0.018419
     180       3    0.015782    0.013778
     181       1    0.015274    0.011446
     181       2    0.019535    0.013811
     181       3    0.019092    0.014267
     182       1    0.018129    0.012203
     182       2    0.012264    0.011804
     182       3    0.019119    0.014044
     183       1    0.048392    0.021117
     183       2    0.055509    0.024153
     183       3    0.047344    0.022201
     184       1    0.076484    0.025963
     184       2    0.060329    0.025138
     184       3    0.068014    0.026719
     185       1    0.027725    0.015811
     185       2    0.023500    0.015771
     185       3    0.016899    0.014112
     186       1    0.124490    0.035348
     186       2    0.162061    0.043123
     186       3    0.161391    0.042209
     187       1    0.018582    0.012423
     187       2    0.012432    0.011721
     187       3    0.019367    0.014463
     188       1    0.061390    0.023478
     188       2    0.065242    0.026645
     188       3    0.082705    0.030219
     189       1    0.892782    0.031687
     189       2    0.895736    0.033759
     189       3    0.930273    0.028810
     190       1    0.023948    0.015650
     190       2    0.033988    0.019156
     190       3    0.033587    0.019146
     191       1    0.081401    0.028297
     191       2    0.077036    0.029649
     191       3    0.127182    0.041348
     192       1    0.024159    0.015282
     192       2    0.033950    0.019054
     192       3    0.034143    0.019729
     193       1    0.101908    0.029190
     193       2    0.095776    0.030947
     193       3    0.112922    0.034232
     194       1    0.027956    0.015253
     194       2    0.017052    0.013968
     194       3    0.024455    0.016375
     195       1    0.029452    0.017006
     195       2    0.020652    0.016123
     195       3    0.054093    0.026827
     196       1    0.012421    0.011353
     196       2    0.025043    0.016941
     196       3    0.009946    0.010831
     197       1    0.036102    0.018277
     197       2    0.023228    0.016595
     197       3    0.046284    0.023146
     198       1    0.018735    0.012897
     198       2    0.019705    0.014537
     198       3    0.012599    0.011816
     199       1    0.074589    0.026548
     199       2    0.072375    0.028699
     199       3    0.098987    0.033586
     200       1    0.091922    0.030078
     200       2    0.131224    0.043194
     200       3    0.061837    0.027751
     201       1    0.018948    0.012582
     201       2    0.019566    0.014124
     201       3    0.012753    0.012145
     202       1    0.074604    0.026486
     202       2    0.072603    0.028614
     202       3    0.099004    0.033938
     203       1    0.032995    0.017374
     203       2    0.020662    0.015465
     203       3    0.035460    0.019753
     204       1    0.081246    0.027424
     204       2    0.085750    0.030933
     204       3    0.101759    0.034045
     205       1    0.034620    0.017413
     205       2    0.028515    0.017539
     205       3    0.029262    0.017807
     206       1    0.947140    0.022494
     206       2    0.960957    0.021008
     206       3    0.967837    0.019132
     207       1    0.028144    0.016192
     207       2    0.016784    0.013767
     207       3    0.024424    0.016120
     208       1    0.029573    0.016276
     208       2    0.028052    0.017065
     208       3    0.035572    0.019095
     209       1    0.041348    0.022893
     209       2    0.057288    0.026816
     209       3    0.106091    0.043608
     210       1    0.029737    0.016344
     210       2    0.028110    0.017832
     210       3    0.036047    0.019672
     211       1    0.027852    0.015262
     211       2    0.024168    0.016278
     211       3    0.017290    0.014461
     212       1    0.027544    0.015681
     212       2    0.023710    0.015936
     212       3    0.016742    0.013814
     213       1    0.028100    0.015698
     213       2    0.023999    0.016528
     213       3    0.016965    0.014146
     214       1    0.012179    0.010931
     214       2    0.025374    0.017150
     214       3    0.010314    0.010966
     215       1    0.041750    0.019493
     215       2    0.039171    0.020757
     215       3    0.024806    0.017084
     216       1    0.100020    0.030354
     216       2    0.109383    0.035912
     216       3    0.073816    0.028955
     217       1    0.012132    0.011324
     217       2    0.025113    0.017289
     217       3    0.009592    0.010673
     218       1    0.033281    0.018047
     218       2    0.046518    0.022779
     218       3    0.030673    0.018245
     219       1    0.027365    0.015299
     219       2    0.023591    0.015833
     219       3    0.016392    0.013423
     220       1    0.042605    0.022807
     220       2    0.057399    0.026352
     220       3    0.090336    0.036665
     221       1    0.043889    0.019447
     221       2    0.044032    0.021504
     221       3    0.044351    0.022048
     222       1    0.012765    0.011194
     222       2    0.010319    0.010894
     222       3    0.025233    0.016456
     223       1    0.022698    0.014216
     223       2    0.015921    0.013661
     223       3    0.030324    0.017814
     224       1    0.184852    0.038886
     224       2    0.164025    0.040738
     224       3    0.172805    0.042050
     225       1    0.140501    0.036080
     225       2    0.136922    0.039633
     225       3    0.101536    0.033951
     226       1    0.041921    0.019539
     226       2    0.024790    0.017299
     226       3    0.039411    0.020341
     227       1    0.022774    0.014442
     227       2    0.015610    0.013868
     227       3    0.030576    0.018065
     228       1    0.015928    0.012385
     228       2    0.019778    0.014333
     228       3    0.019815    0.014640
     229       1    0.958209    0.020512
     229       2    0.935463    0.027602
     229       3    0.960377    0.021347
     230       1    0.056816    0.023245
     230       2    0.066831    0.026865
     230       3    0.043761    0.022634
     231       1    0.027643    0.015658
     231       2    0.023667    0.015868
     231       3    0.016639    0.013897
     232       1    0.070981    0.027604
     232       2    0.050366    0.023900
     232       3    0.035641    0.021018
     233       1    0.018810    0.012562
     233       2    0.012678    0.011959
     233       3    0.019818    0.014309
     234       1    0.042950    0.022225
     234       2    0.066547    0.028476
     234       3    0.076605    0.031911
     235       1    0.042619    0.021711
     235       2    0.066093    0.027954
     235       3    0.075413    0.031268
     236       1    0.120724    0.033464
     236       2    0.117836    0.036496
     236       3    0.081531    0.030219
     237       1    0.116046    0.035570
     237       2    0.126789    0.038401
     237       3    0.183231    0.050660
     238       1    0.045421    0.020641
     238       2    0.031994    0.019021
     238       3    0.024993    0.017683
     239       1    0.298894    0.047002
     239       2    0.303160    0.052475
     239       3    0.274055    0.050266
     240       1    0.480166    0.051007
     240       2    0.511509    0.056357
     240       3    0.492739    0.056184
     241       1    0.131458    0.033957
     241       2    0.102998    0.032909
     241       3    0.102531    0.032772
     242       1    0.018843    0.012924
     242       2    0.012604    0.012354
     242       3    0.019115    0.013843
     243       1    0.043494    0.019424
     243       2    0.033261    0.018790
     243       3    0.033548    0.018694
     244       1    0.018478    0.012469
     244       2    0.019445    0.014809
     244       3    0.012332    0.012083
     245       1    0.018772    0.012256
     245       2    0.019299    0.013982
     245       3    0.012866    0.012067
     246       1    0.026568    0.016059
     246       2    0.018644    0.014867
     246       3    0.041672    0.022244
     247       1    0.128052    0.033198
     247       2    0.113606    0.034591
     247       3    0.104338    0.033339
     248       1    0.034122    0.017469
     248       2    0.046674    0.022417
     248       3    0.031114    0.018390
     249       1    0.012505    0.010984
     249       2    0.025481    0.017543
     249       3    0.010109    0.010916
     250       1    0.053636    0.023307
     250       2    0.032976    0.020788
     250       3    0.076545    0.031938
     251       1    0.013252    0.011430
     251       2    0.010687    0.011183
     251       3    0.025724    0.017227
     252       1    0.816720    0.041687
     252       2    0.780972    0.052448
     252       3    0.889187    0.039869
     253       1    0.021077    0.013049
     253       2    0.011310    0.011495
     253       3    0.011703    0.011770
     254       1    0.018719    0.012529
     254       2    0.019084    0.014156
     254       3    0.012902    0.012209
     255       1    0.022885    0.014435
     255       2    0.030678    0.018366
     255       3    0.016044    0.014020
     256       1    0.024766    0.014364
     256       2    0.024341    0.016408
     256       3    0.023968    0.015664
     257       1    0.129660    0.035727
     257       2    0.143222    0.039785
     257       3    0.172825    0.045184
     258       1    0.012266    0.011455
     258       2    0.025034    0.017205
     258       3    0.009921    0.011158
     259       1    0.029478    0.016060
     259       2    0.027877    0.017161
     259       3    0.035300    0.019205
     260       1    0.062729    0.023319
     260       2    0.063485    0.025574
     260       3    0.063715    0.026600
     261       1    0.019348    0.013654
     261       2    0.022416    0.015279
     261       3    0.030522    0.018514
     262       1    0.345438    0.053727
     262       2    0.294511    0.052132
     262       3    0.284337    0.051993
     263       1    0.120182    0.032076
     263       2    0.132627    0.037722
     263       3    0.114668    0.034970
     264       1    0.034703    0.017421
     264       2    0.028806    0.017476
     264       3    0.029394    0.017788
     265       1    0.060593    0.023596
     265       2    0.035090    0.020692
     265       3    0.067664    0.027759
     266       1    0.027471    0.015506
     266       2    0.016812    0.013991
     266       3    0.023678    0.015767
     267       1    0.092187    0.028882
     267       2    0.085049    0.030742
     267       3    0.069596    0.027687
     268       1    0.124739    0.034045
     268       2    0.128658    0.036748
     268       3    0.169249    0.045092
     269       1    0.290533    0.055434
     269       2    0.314340    0.056294
     269       3    0.455178    0.073197
     270       1    0.119585    0.032420
     270       2    0.129405    0.038269
     270       3    0.093921    0.032635
     271       1    0.857680    0.034972
     271       2    0.857476    0.038590
     271       3    0.820231    0.044971
     272       1    0.314870    0.052063
     272       2    0.346739    0.054664
     272       3    0.417296    0.063349
     273       1    0.019327    0.012900
     273       2    0.019733    0.014494
     273       3    0.013040    0.012735
     274       1    0.043045    0.019528
     274       2    0.032304    0.018771
     274       3    0.032898    0.018986
     275       1    0.254816    0.044634
     275       2    0.258941    0.049890
     275       3    0.321962    0.058589
     276       1    0.025208    0.014639
     276       2    0.024818    0.016485
     276       3    0.024957    0.016254
     277       1    0.020621    0.013053
     277       2    0.011560    0.011944
     277       3    0.011558    0.011602
     278       1    0.318509    0.051400
     278       2    0.334094    0.054742
     278       3    0.400506    0.060718
     279       1    0.019018    0.012694
     279       2    0.019710    0.014417
     279       3    0.012785    0.011867
     280       1    0.275055    0.047401
     280       2    0.279219    0.050849
     280       3    0.343737    0.058409
     281       1    0.019084    0.013079
     281       2    0.012220    0.011544
     281       3    0.019751    0.014146
     282       1    0.066118    0.025904
     282       2    0.077610    0.029108
     282       3    0.086186    0.031573
     283       1    0.073528    0.026276
     283       2    0.079398    0.029681
     283       3    0.079754    0.028704
     284       1    0.015616    0.011963
     284       2    0.019329    0.014414
     284       3    0.019687    0.014287
     285       1    0.031731    0.016499
     285       2    0.034858    0.019339
     285       3    0.020511    0.015191
     286       1    0.045697    0.020539
     286       2    0.050761    0.024331
     286       3    0.028189    0.018192
     287       1    0.033359    0.017803
     287       2    0.038716    0.021159
     287       3    0.038131    0.019925
     288       1    0.024574    0.014759
     288       2    0.023936    0.015880
     288       3    0.024207    0.016351
     289       1    0.055619    0.023568
     289       2    0.081759    0.031000
     289       3    0.072489    0.028494
     290       1    0.012096    0.010658
     290       2    0.025146    0.016974
     290       3    0.009680    0.010455
     291       1    0.019208    0.012855
     291       2    0.019708    0.014918
     291       3    0.012778    0.011778
     292       1    0.013172    0.011314
     292       2    0.010510    0.011044
     292       3    0.025526    0.016868
     293       1    0.013516    0.011533
     293       2    0.010955    0.011653
     293       3    0.025554    0.016733
     294       1    0.019028    0.012322
     294       2    0.012341    0.011683
     294       3    0.019457    0.014083
     295       1    0.020762    0.012983
     295       2    0.011205    0.011101
     295       3    0.011565    0.011464
     296       1    0.018960    0.012787
     296       2    0.012323    0.011584
     296       3    0.019449    0.014537
     297       1    0.581445    0.056259
     297       2    0.635748    0.056055
     297       3    0.657616    0.056783
     298       1    0.029969    0.016646
     298       2    0.027746    0.017294
     298       3    0.035576    0.019864
     299       1    0.526673    0.059551
     299       2    0.570625    0.058683
     299       3    0.641769    0.062842
     300       1    0.175916    0.044055
     300       2    0.238750    0.051668
     300       3    0.249785    0.055067
     301       1    0.100500    0.032347
     301       2    0.127454    0.038003
     301       3    0.137085    0.039944
     302       1    0.019803    0.013973
     302       2    0.022853    0.015873
     302       3    0.030479    0.017785
     303       1    0.112466    0.031055
     303       2    0.097353    0.031798
     303       3    0.098273    0.032253
     304       1    0.018565    0.012379
     304       2    0.012569    0.012227
     304       3    0.019671    0.014503
     305       1    0.038501    0.018351
     305       2    0.032052    0.018424
     305       3    0.039912    0.020799
     306       1    0.823280    0.040168
     306       2    0.798683    0.045218
     306       3    0.778990    0.047532
     307       1    0.012850    0.011088
     307       2    0.010371    0.010913
     307       3    0.025730    0.017281
     308       1    0.013168    0.011723
     308       2    0.025960    0.017930
     308       3    0.010851    0.011506
     309       1    0.372588    0.054924
     309       2    0.314368    0.053745
     309       3    0.292763    0.054606
     310       1    0.019467    0.013503
     310       2    0.022337    0.015514
     310       3    0.030145    0.017982
     311       1    0.020965    0.013340
