   locus        mean         std
     689    0.023788    0.014572
     690    0.221243    0.043980
     691    0.100314    0.031680
     692    0.067315    0.024472
     693    0.074370    0.025920
     694    0.039786    0.017790
     695    0.017250    0.012619
     696    0.018184    0.012026
     697    0.089157    0.029805
     698    0.038039    0.019297
     699    0.015572    0.011336
     700    0.064892    0.023777
     701    0.023167    0.013415
     702    0.102500    0.031130
     703    0.018406    0.012092
     704    0.023429    0.014233
     705    0.018218    0.013096
     706    0.109135    0.032568
     707    0.018639    0.012254
     708    0.015254    0.011275
     709    0.031166    0.016224
     710    0.014854    0.011274
     711    0.015078    0.011148
     712    0.059071    0.022506
     713    0.158171    0.037413
     714    0.059041    0.022435
     715    0.106294    0.030391
     716    0.018767    0.012401
     717    0.018866    0.012238
     718    0.207585    0.042433
     719    0.014976    0.011296
     720    0.026451    0.014580
     721    0.031897    0.016289
     722    0.031227    0.017558
     723    0.018857    0.012040
     724    0.018424    0.012304
     725    0.031005    0.016024
     726    0.081972    0.027659
     727    0.315967    0.048985
     728    0.018880    0.012620
     729    0.018457    0.011683
     730    0.031348    0.016015
     731    0.015041    0.010888
     732    0.018919    0.012414
     733    0.015152    0.011568
     734    0.332091    0.047865
     735    0.063226    0.023801
     736    0.018816    0.012203
     737    0.056900    0.022550
     738    0.063578    0.024027
     739    0.145755    0.037064
     740    0.015334    0.011172
     741    0.040245    0.019110
     742    0.362384    0.062069
     743    0.032032    0.016181
     744    0.033639    0.017685
     745    0.033004    0.016110
     746    0.026044    0.014359
     747    0.652396    0.053661
     748    0.092255    0.030089
     749    0.110835    0.031630
     750    0.023645    0.014411
     751    0.547827    0.054222
     752    0.031258    0.016086
     753    0.066328    0.024189
     754    0.140370    0.035960
     755    0.038233    0.019367
     756    0.015416    0.011457
     757    0.018529    0.012073
     758    0.015316    0.011151
     759    0.036183    0.017656
     760    0.014755    0.011364
     761    0.018337    0.011691
     762    0.023117    0.014481
     763    0.015191    0.011548
     764    0.077593    0.028642
     765    0.018543    0.011726
     766    0.107091    0.032808
     767    0.055906    0.022886
     768    0.015162    0.011329
     769    0.018328    0.011949
     770    0.015323    0.011255
     771    0.100884    0.032588
     772    0.018678    0.012120
     773    0.017215    0.012033
     774    0.023812    0.014062
     775    0.066522    0.025079
     776    0.111914    0.034498
     777    0.018747    0.011970
     778    0.022556    0.013711
     779    0.073471    0.025794
     780    0.022681    0.014740
     781    0.027953    0.016074
     782    0.018015    0.012209
     783    0.023451    0.013983
     784    0.018564    0.012465
     785    0.013529    0.010797
     786    0.148701    0.042497
     787    0.087003    0.028213
     788    0.019164    0.012641
     789    0.019251    0.012611
     790    0.028911    0.015801
     791    0.089084    0.030619
     792    0.018323    0.013137
     793    0.018839    0.012137
     794    0.071640    0.025275
     795    0.038936    0.019484
     796    0.018573    0.012313
     797    0.025392    0.014377
     798    0.018349    0.012054
     799    0.064256    0.025496
     800    0.018333    0.013266
     801    0.058576    0.022498
     802    0.060198    0.022930
     803    0.094023    0.029786
     804    0.039334    0.018458
     805    0.305312    0.062452
     806    0.612160    0.058537
     807    0.023403    0.014140
     808    0.023643    0.014413
     809    0.017401    0.011875
     810    0.017841    0.012443
     811    0.023288    0.013612
     812    0.064486    0.023184
     813    0.017562    0.012316
     814    0.016649    0.011807
     815    0.017061    0.012695
     816    0.017080    0.011693
     817    0.015414    0.011590
     818    0.015244    0.011335
     819    0.024904    0.014291
     820    0.030914    0.017486
     821    0.075308    0.025767
     822    0.022378    0.014148
     823    0.208228    0.046150
     824    0.043425    0.020933
     825    0.018649    0.012049
     826    0.106281    0.031731
     827    0.015248    0.011637
     828    0.022968    0.013421
     829    0.015317    0.011605
     830    0.015695    0.011516
     831    0.015506    0.011084
     832    0.059582    0.022906
     833    0.018615    0.011988
     834    0.018213    0.012005
     835    0.245777    0.044804
     836    0.016051    0.011667
     837    0.017621    0.012367
     838    0.052407    0.021609
     839    0.014949    0.011247
     840    0.015145    0.011713
     841    0.101898    0.033909
     842    0.019245    0.012342
     843    0.203504    0.044847
     844    0.023542    0.013881
     845    0.412855    0.051260
     846    0.018633    0.012089
     847    0.015282    0.011474
     848    0.014954    0.011366
     849    0.112244    0.031750
     850    0.578108    0.053331
     851    0.015068    0.011221
     852    0.031364    0.016699
     853    0.031559    0.017547
     854    0.072453    0.025958
     855    0.014374    0.011317
     856    0.167167    0.042655
     857    0.018873    0.011804
     858    0.015170    0.011263
     859    0.015192    0.011295
     860    0.018631    0.012056
     861    0.046335    0.019881
     862    0.096617    0.029148
     863    0.027895    0.015900
     864    0.018613    0.012507
     865    0.023492    0.014082
     866    0.149038    0.039419
     867    0.152691    0.038234
     868    0.020633    0.015359
     869    0.064870    0.025277
     870    0.025618    0.014207
     871    0.024177    0.014068
     872    0.015222    0.011811
     873    0.014914    0.011362
     874    0.051086    0.020645
     875    0.031000    0.016168
     876    0.017395    0.011664
     877    0.023017    0.013788
     878    0.020879    0.015933
     879    0.014906    0.011227
     880    0.037732    0.019092
     881    0.018869    0.013130
     882    0.046835    0.025375
     883    0.015825    0.016599
     884    0.158574    0.037209
     885    0.961456    0.018940
     886    0.045398    0.018990
     887    0.018208    0.012002
     888    0.014265    0.011662
     889    0.116828    0.031866
     890    0.046862    0.019560
     891    0.034736    0.018987
     892    0.015623    0.011543
     893    0.069386    0.026006
     894    0.058321    0.023192
     895    0.018699    0.012306
     896    0.018419    0.011528
     897    0.015092    0.011541
     898    0.068578    0.024643
     899    0.015650    0.011411
     900    0.036239    0.017443
     901    0.018848    0.012399
     902    0.073668    0.026189
     903    0.018376    0.012099
     904    0.018534    0.012012
     905    0.036791    0.018093
     906    0.139008    0.035333
     907    0.183736    0.042375
     908    0.015397    0.011156
     909    0.036749    0.017950
     910    0.099259    0.029404
     911    0.015954    0.011726
     912    0.039657    0.018578
     913    0.018405    0.012613
     914    0.120444    0.033805
     915    0.027087    0.015562
     916    0.020262    0.014364
     917    0.335881    0.050805
     918    0.031539    0.016904
     919    0.018486    0.012061
     920    0.130846    0.034428
     921    0.025072    0.014707
     922    0.076821    0.026361
     923    0.025766    0.015047
     924    0.107298    0.030651
     925    0.019139    0.012598
     926    0.015362    0.011655
     927    0.177977    0.040374
     928    0.385163    0.058664
     929    0.023257    0.013477
     930    0.015279    0.011350
     931    0.046846    0.022859
     932    0.153078    0.036930
     933    0.708284    0.058343
     934    0.015476    0.011332
     935    0.044112    0.020199
     936    0.024586    0.014160
     937    0.026749    0.014796
     938    0.018285    0.011873
     939    0.876913    0.033678
     940    0.154043    0.037426
     941    0.014457    0.011088
     942    0.045287    0.020663
     943    0.094531    0.028383
     944    0.037845    0.017887
     945    0.015186    0.011863
     946    0.095983    0.034258
     947    0.018967    0.012256
     948    0.015395    0.011071
     949    0.350126    0.050847
     950    0.548070    0.052004
     951    0.048159    0.022649
     952    0.018989    0.011982
     953    0.085151    0.033624
     954    0.015380    0.011519
     955    0.038816    0.018203
     956    0.015361    0.011370
     957    0.017532    0.012209
     958    0.037673    0.018408
     959    0.014153    0.011666
     960    0.113311    0.033441
     961    0.042898    0.019206
     962    0.331639    0.060390
     963    0.033359    0.016440
     964    0.087431    0.028319
     965    0.015550    0.011797
     966    0.025858    0.014183
     967    0.062202    0.025178
     968    0.212952    0.041757
     969    0.035536    0.017511
     970    0.031845    0.016205
     971    0.019047    0.012202
     972    0.018454    0.012068
     973    0.081839    0.027161
     974    0.024806    0.014181
     975    0.042340    0.019146
     976    0.120109    0.039762
     977    0.024564    0.014132
     978    0.037766    0.018672
     979    0.036357    0.017457
     980    0.373641    0.049857
     981    0.031244    0.016515
     982    0.060545    0.023857
     983    0.018446    0.011905
     984    0.033546    0.017706
     985    0.771292    0.050003
     986    0.025900    0.014770
     987    0.018283    0.012291
     988    0.019093    0.012548
     989    0.014430    0.011245
     990    0.023255    0.013384
     991    0.035721    0.018000
     992    0.018491    0.012106
     993    0.095108    0.034270
     994    0.031441    0.016336
     995    0.801919    0.061242
     996    0.027684    0.015732
     997    0.963433    0.018211
     998    0.018698    0.013319
     999    0.018537    0.012086
    1000    0.654782    0.069702
    1001    0.017439    0.012237
    1002    0.536031    0.053186
    1003    0.021364    0.015104
    1004    0.044740    0.020000
    1005    0.026817    0.014344
    1006    0.033193    0.016099
    1007    0.128165    0.034651
    1008    0.014043    0.011694
    1009    0.032253    0.016796
    1010    0.038682    0.017676
    1011    0.956655    0.019659
    1012    0.955321    0.019922
    1013    0.023873    0.014729
    1014    0.038911    0.018160
    1015    0.031584    0.018108
    1016    0.162471    0.037484
    1017    0.017709    0.012563
    1018    0.017630    0.011981
    1019    0.017212    0.012076
    1020    0.015204    0.011754
    1021    0.018699    0.012188
    1022    0.014811    0.010991
    1023    0.027114    0.015584
    1024    0.123415    0.032899
    1025    0.376186    0.051241
    1026    0.015471    0.011375
    1027    0.023509    0.015162
    1028    0.018765    0.013327
    1029    0.023678    0.013845
    1030    0.015269    0.011169
    1031    0.018065    0.012818
    1032    0.224273    0.043455
    1033    0.016275    0.011497
    1034    0.015165    0.011212
    1035    0.067624    0.024809
    1036    0.045319    0.020351
    1037    0.015330    0.011424
    1038    0.019085    0.012645
    1039    0.028978    0.016361
    1040    0.021935    0.016124
    1041    0.049476    0.021238
    1042    0.015169    0.011220
    1043    0.023807    0.014170
    1044    0.433000    0.055345
    1045    0.074320    0.031379
    1046    0.025521    0.014403
    1047    0.134170    0.036806
    1048    0.020187    0.014251
    1049    0.036011    0.017812
    1050    0.018452    0.011957
    1051    0.022839    0.013996
    1052    0.136123    0.053382
    1053    0.052495    0.022603
    1054    0.030935    0.016052
    1055    0.015127    0.011398
    1056    0.015504    0.011255
    1057    0.046018    0.020501
    1058    0.058303    0.022037
    1059    0.031971    0.016048
    1060    0.325934    0.049590
    1061    0.102620    0.048327
    1062    0.015599    0.011397
    1063    0.064622    0.023385
    1064    0.014765    0.011241
    1065    0.027528    0.016084
    1066    0.123250    0.034373
    1067    0.015665    0.011177
    1068    0.855585    0.041443
    1069    0.082572    0.027643
    1070    0.031612    0.016606
